三月销售汇总表-店铺,三月销售汇总表-分类,三月销售汇总表-货品名称,三月销售汇总表-发货总量,三月销售汇总表-退货总量,三月销售汇总表-实际销售量,三月销售汇总表-发货总金额,三月销售汇总表-货品总成本,三月销售汇总表-货品总利润,三月销售汇总表-退货总金额,三月销售汇总表-退货总成本,三月销售汇总表-实际销售额,三月销售汇总表-实际总成本,三月销售汇总表-实际总利润,三月销售汇总表-赠品数量,快递费总金额
巧渔夫旗舰店,线上鱼竿,龙战技全能4.5m（粉）,5,1,4,1805,775,1030,354,155,1451,620,831,0.0,
巧渔夫旗舰店,线上鱼竿,龙战技全能5.4m（粉）,12,0,12,4936,2044,2892,0,0,4936,2044,2892,0.0,
巧渔夫旗舰店,线上鱼竿,龙战技全能6.3m（粉）,7,1,6,3463,1365,2098,499,195,2964,1170,1794,0.0,
巧渔夫旗舰店,线上鱼竿,龙战技全能7.2m（粉）,10,1,9,5509,2300,3209,549,230,4960,2070,2890,0.0,
巧渔夫旗舰店,线上鱼竿,龙战技全能7.5m（粉）,10,0,10,5800,2649,3151,0,0,5800,2649,3151,0.0,
巧渔夫旗舰店,线上鱼竿,龙战技全能8.1m（粉）,4,0,4,2541,1180,1361,0,0,2541,1180,1361,0.0,
巧渔夫旗舰店,线上鱼竿,龙战技全能9m（粉）,10,3,7,7280,3150,4130,2169,945,5111,2205,2906,0.0,
巧渔夫旗舰店,线上鱼竿,龙战技全能10m（粉）,11,3,8,9184,4125,5059,2607,1125,6577,3000,3577,0.0,
巧渔夫旗舰店,线上鱼竿,龙战技全能11m（粉）,5,1,4,4620,2225,2395,924,445,3696,1780,1916,0.0,
巧渔夫旗舰店,线上鱼竿,龙战技全能3.6m（灰）,3,0,3,880,375,505,0,0,880,375,505,0.0,
巧渔夫旗舰店,线下鱼竿,魁战粹全能3.0m,1,0,1,299,0,299,0,0,299,0,299,0.0,
巧渔夫旗舰店,线下鱼竿,魁战粹全能2.7m,1,1,0,287,0,287,287,0,0,0,0,0.0,
巧渔夫旗舰店,线上鱼竿,龙图支架210,28,2,26,1810,1555,255,158,111,1652,1444,208,5.0,
巧渔夫旗舰店,线上鱼竿,龙图支架240,13,1,12,891,852,40,89,66,802,786,16,4.0,
巧渔夫旗舰店,线上鱼竿,龙图支架270,29,2,27,2145,2013,132,114,139,2031,1874,157,8.0,
巧渔夫旗舰店,线上鱼竿,龙图抄网210,237,37,200,3025,10074,(7049),307,1563,2718,8511,(5793),192.0,
巧渔夫旗舰店,线上鱼竿,龙图抄网240,72,10,62,1483,3803,(2320),237,527,1246,3276,(2030),54.0,
巧渔夫旗舰店,线上鱼竿,龙图抄网270,37,4,33,1970,2143,(173),267,231,1703,1911,(209),13.0,
巧渔夫旗舰店,线上配节,配节-龙战技全能（灰）-4A（54/81）,1,0,1,0,0,0,0,0,0,0,0,1.0,
巧渔夫旗舰店,线上配节,配节-龙战技全能（灰）-6A（7.2/8.1）,1,0,1,0,0,0,0,0,0,0,0,1.0,
巧渔夫旗舰店,线上配节,配节-龙战技全能（灰）-5A（9/10）,1,0,1,10,0,10,0,0,10,0,10,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技全能-1A（7.5）,1,0,1,8,0,8,0,0,8,0,8,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技全能（粉）-2A（3.6/4.5）,1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技全能（粉）-2A（54/81）,1,0,1,5,0,5,0,0,5,0,5,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技全能（粉）-3A（54/81）,1,0,1,5,0,5,0,0,5,0,5,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技全能（粉）-4A（9/10）,1,0,1,0,0,0,0,0,0,0,0,1.0,
巧渔夫旗舰店,线上配节,配节-龙战技全能（粉）-7A（9/10）,2,0,2,0,0,0,0,0,0,0,0,2.0,
巧渔夫旗舰店,线上配节,配节-龙战技全能（粉）-2A（7.5）,1,0,1,8,0,8,0,0,8,0,8,0.0,
巧渔夫旗舰店,装备,折叠支架头（惊岸）,4,1,3,79,48,31,40,12,39,36,3,2.0,
巧渔夫旗舰店,装备,支架头（龙图）,74,2,72,135,296,(161),15,8,120,288,(168),69.0,
巧渔夫旗舰店,线上鱼竿,龙战技轻量版8.1,15,8,7,4361,4425,(64),2438,2360,1923,2065,(142),0.0,
巧渔夫旗舰店,线,新款龙战线组3.6*0.6#,1,0,1,0,3,(3),0,0,0,3,(3),1.0,
巧渔夫旗舰店,线,新款龙战线组3.9*3.0#,7,0,7,11,18,(7),0,0,11,18,(7),2.0,
巧渔夫旗舰店,装备,签名帽子（深灰）,78,22,56,73,0,73,0,0,73,0,73,77.0,
巧渔夫旗舰店,线上鱼竿,龙战极轻量3.6m,451,37,414,122304,56769,65535,9964,4773,112341,51996,60344,0.0,
巧渔夫旗舰店,线上鱼竿,龙战极轻量4.5m,1094,74,1020,427832,180510,247322,28770,12210,399062,168300,230762,0.0,
巧渔夫旗舰店,线上鱼竿,龙战极轻量5.4m,1020,83,937,477720,198900,278820,38937,16185,438783,182715,256068,2.0,
巧渔夫旗舰店,线上鱼竿,龙战极轻量6.3m,818,96,722,459176,184050,275126,53325,21600,405851,162450,243401,1.0,
巧渔夫旗舰店,线上鱼竿,龙战极轻量7.2m,748,110,638,500271,198220,302051,73840,29150,426431,169070,257361,0.0,
巧渔夫旗舰店,线上鱼竿,龙战极轻量8.1m,226,46,180,166812,68880,97932,34524,14012,132288,54868,77420,1.0,
巧渔夫旗舰店,线上配节,配节-龙战极轻量1A(36),4,0,4,0,0,0,0,0,0,0,0,2.0,
巧渔夫旗舰店,线上配节,配节-龙战极轻量3A(36),2,0,2,0,0,0,0,0,0,0,0,2.0,
巧渔夫旗舰店,线上配节,配节-龙战极轻量1A(45),16,0,16,75,0,75,0,0,75,0,75,10.0,
巧渔夫旗舰店,线上配节,配节-龙战极轻量2A(45),6,0,6,15,0,15,0,0,15,0,15,5.0,
巧渔夫旗舰店,线上配节,配节-龙战极轻量3A(45),6,0,6,0,0,0,0,0,0,0,0,6.0,
巧渔夫旗舰店,线上配节,配节-龙战极轻量1A(54/81),71,0,71,298,0,298,0,0,298,0,298,48.0,
巧渔夫旗舰店,线上配节,配节-龙战极轻量2A(54/81),62,1,61,155,0,155,0,0,155,0,155,43.0,
巧渔夫旗舰店,线上配节,配节-龙战极轻量3A(54/81),16,1,15,13,0,13,0,0,13,0,13,11.0,
巧渔夫旗舰店,线上配节,配节-龙战极轻量4A(54/81),13,0,13,23,0,23,0,0,23,0,23,9.0,
巧渔夫旗舰店,线上配节,配节-龙战极轻量5A(6.3/81),10,0,10,8,0,8,0,0,8,0,8,9.0,
巧渔夫旗舰店,线上配节,配节-龙战极轻量6A(72/81),3,0,3,0,0,0,0,0,0,0,0,2.0,
巧渔夫旗舰店,线上配节,配节-龙战极轻量7A(81),2,0,2,15,0,15,0,0,15,0,15,1.0,
巧渔夫旗舰店,装备,大竿包（黑色）,9,0,9,239,696,(457),0,0,239,696,(457),8.0,
巧渔夫旗舰店,装备,钓伞2.4m（米色）,3,1,2,998,600,398,499,200,499,400,99,1.0,
巧渔夫旗舰店,装备,高档缠把带2.0m红色,1,0,1,0,11,(11),0,0,0,11,(11),1.0,
巧渔夫旗舰店,装备,高档缠把带2.0m紫色,1,0,1,0,11,(11),0,0,0,11,(11),1.0,
巧渔夫旗舰店,线上手把,手把-龙战极轻量5.4,1,0,1,10,100,(90),0,0,10,100,(90),0.0,
巧渔夫官方旗舰店,无,运费15元,11,0,11,255,0,255,0,0,255,0,255,0.0,
巧渔夫官方旗舰店,无,前堵型号备注,1,0,1,13,0,12,0,0,13,0,12,0.0,
巧渔夫官方旗舰店,无,前堵和尾丝型号备注,2,0,2,50,0,50,0,0,50,0,50,0.0,
巧渔夫官方旗舰店,线下鱼竿,魁战羽·轻量·尊享版/叁代叁代390,1,0,1,638,191,447,0,0,638,191,447,0.0,
巧渔夫官方旗舰店,线下鱼竿,魁战羽·轻量·尊享版/叁代叁代450,1,0,1,733,231,502,0,0,733,231,502,0.0,
巧渔夫官方旗舰店,线下鱼竿,魁战尊享 Ⓢ版540,1,0,1,914,240,674,0,0,914,240,674,0.0,
巧渔夫官方旗舰店,线上鱼竿,龙战技5H6.3,1,0,1,389,220,169,0,0,389,220,169,0.0,
巧渔夫官方旗舰店,线上鱼竿,龙战技5H7.2,0,1,(1),0,0,0,406,255,(406),(255),(151),0.0,
巧渔夫官方旗舰店,线上鱼竿,龙战技5H8.1,1,0,1,485,300,185,0,0,485,300,185,0.0,
巧渔夫官方旗舰店,线上鱼竿,龙战技6H6.3m,1,0,1,458,185,273,0,0,458,185,273,0.0,
巧渔夫官方旗舰店,线上鱼竿,（新）龙战悍5H尊享/⑸4.5米,1,0,1,389,150,239,0,0,389,150,239,0.0,
巧渔夫官方旗舰店,线上配节,配节-龙战极（尊享版）1A(54/63/72),3,0,3,30,0,30,0,0,30,0,30,0.0,
巧渔夫官方旗舰店,线上配节,配节-龙战江湖（典藏）1A(36/45),1,0,1,0,0,0,0,0,0,0,0,0.0,
巧渔夫官方旗舰店,线上配节,配节-龙战江湖（典藏）1A(54/63/72),1,0,1,2,0,2,0,0,2,0,2,0.0,
巧渔夫官方旗舰店,线上配节,配节-龙战江湖（典藏）2A(54/63/72),1,0,1,2,0,2,0,0,2,0,2,0.0,
巧渔夫官方旗舰店,线上配节,配节-青鲟1A(72/81/90),1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫官方旗舰店,线上配节,配节-青鲟2A(72/81/90),1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫官方旗舰店,线上配节,配节-巧渔鲫珍珠白1A(36),1,0,1,5,0,5,0,0,5,0,5,0.0,
巧渔夫官方旗舰店,线上配节,配节-巧渔鲫珍珠白1A(54),1,0,1,5,0,5,0,0,5,0,5,0.0,
巧渔夫官方旗舰店,线上配节,配节-龙战江湖 大物版1A(36/45),2,0,2,30,0,30,0,0,30,0,30,0.0,
巧渔夫官方旗舰店,线上配节,配节-龙战江湖 大物版1A(39/48),1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫官方旗舰店,线上配节,配节-龙战江湖 大物版2A(54/63/72/81/90),1,0,1,5,0,5,0,0,5,0,5,0.0,
巧渔夫官方旗舰店,线上配节,配节-龙战江湖 尊享版2A(39/48/57),1,0,1,40,0,40,0,0,40,0,40,0.0,
巧渔夫官方旗舰店,线上配节,配节-龙战江湖 尊享版1A(54/63/72/81),1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫官方旗舰店,线上配节,配节-龙战江湖 尊享版3A(54/63/72),1,0,1,0,0,0,0,0,0,0,0,0.0,
巧渔夫官方旗舰店,线上配节,配节-（新）龙战悍6H尊享1A(36/45),1,0,1,40,0,40,0,0,40,0,40,0.0,
巧渔夫官方旗舰店,线上配节,配节-（新）龙战悍6H尊享2A(39),1,0,1,5,0,5,0,0,5,0,5,0.0,
巧渔夫官方旗舰店,线上配节,配节-（新）龙战悍6H尊享1A(54),1,0,1,5,0,5,0,0,5,0,5,0.0,
巧渔夫官方旗舰店,线上配节,配节-（新）龙战悍5H尊享1A(36/45),1,0,1,13,0,13,0,0,13,0,13,0.0,
巧渔夫官方旗舰店,线上配节,配节-龙战技4H1A(63/72),1,0,1,5,0,5,0,0,5,0,5,0.0,
巧渔夫官方旗舰店,线上配节,配节-龙战技5H1A(54/63/72/81),1,0,1,5,0,5,0,0,5,0,5,0.0,
巧渔夫官方旗舰店,线上配节,配节-龙战技5H2A(54/63/72),1,0,1,5,0,5,0,0,5,0,5,0.0,
巧渔夫官方旗舰店,线上配节,配节-龙战技5H2A(81),1,0,1,30,0,30,0,0,30,0,30,0.0,
巧渔夫官方旗舰店,线上配节,配节-龙战技6H1A(45),1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫官方旗舰店,线上配节,配节-龙战技6H1A(54/63/72/81),1,0,1,35,0,35,0,0,35,0,35,0.0,
巧渔夫官方旗舰店,线上配节,配节-龙战技6H2A(54/63/72/81),1,0,1,35,0,35,0,0,35,0,35,0.0,
巧渔夫官方旗舰店,线上配节,配节-龙战技6H3A(54/63/72/81),1,0,1,40,0,40,0,0,40,0,40,0.0,
巧渔夫官方旗舰店,装备,赠品竿稍,3,0,3,0,0,0,0,0,0,0,0,3.0,
巧渔夫官方旗舰店,线下配节,配节-帝战羽〈铂金版〉6.3/8.1-3A,1,0,1,67,0,67,0,0,67,0,67,0.0,
巧渔夫官方旗舰店,线下配节,配节-帝战羽〈铂金版〉4.5-2A,1,0,1,80,0,80,0,0,80,0,80,0.0,
巧渔夫官方旗舰店,线下配节,配节-帝战羽〈铂金版〉5.4-2A,1,0,1,80,0,80,0,0,80,0,80,0.0,
巧渔夫官方旗舰店,线下配节,配节-帝战羽〈铂金版〉6.3/8.1-1A,2,0,2,107,0,107,0,0,107,0,107,0.0,
巧渔夫官方旗舰店,线下配节,配节-帝战羽〈铂金版〉6.3/8.1-2A,1,0,1,67,0,67,0,0,67,0,67,0.0,
巧渔夫官方旗舰店,线下配节,配节-典藏·魁战粹5.4/8.1-1A,1,0,1,5,0,5,0,0,5,0,5,0.0,
巧渔夫官方旗舰店,线下配节,配节-魁战羽·尊享版/1 2 3代570-1A,1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫官方旗舰店,线下配节,配节-魁战粹（尊享/铂金）5.4/9.0-1A,2,0,2,58,0,58,0,0,58,0,58,0.0,
巧渔夫官方旗舰店,线下配节,配节-魁战粹（尊享/铂金）5.4/9.0-2A,1,0,1,8,0,8,0,0,8,0,8,0.0,
巧渔夫官方旗舰店,线下配节,配节-魁战粹（尊享/铂金）5.4/9.0-3A,1,0,1,8,0,8,0,0,8,0,8,0.0,
巧渔夫官方旗舰店,线下配节,配节-魁战悍5H典藏3.6/4.5-2A,1,0,1,80,0,80,0,0,80,0,80,0.0,
巧渔夫官方旗舰店,线下配节,配节-魁战悍5H典藏3.6/4.5-3A,1,0,1,120,0,120,0,0,120,0,120,0.0,
巧渔夫官方旗舰店,线下配节,配节-魁战悍6H 5.4-2A,1,0,1,85,0,85,0,0,85,0,85,0.0,
巧渔夫官方旗舰店,线下配节,配节-配节-魁战羽/尊享版轻量 3代450-3A,2,0,2,0,0,0,0,0,0,0,0,2.0,
巧渔夫官方旗舰店,线下配节,配节-帝战尊4.5-2A,1,0,1,0,0,0,0,0,0,0,0,1.0,
巧渔夫官方旗舰店,无,看备注检查,8,0,8,37,0,37,0,0,37,0,37,2.0,
巧渔夫官方旗舰店,线上配节,配节-捷报连鲢1A54/63,1,0,1,5,0,5,0,0,5,0,5,0.0,
巧渔夫官方旗舰店,装备,缠把带龙骨1.1m黄色,1,0,1,0,1,(1),0,0,0,1,(1),1.0,
巧渔夫官方旗舰店,线上鱼竿,龙战技轻量版4.5,2,1,1,918,310,608,459,155,459,155,304,0.0,
巧渔夫官方旗舰店,线上鱼竿,龙战技轻量版5.4,3,0,3,1378,511,867,0,0,1378,511,867,0.0,
巧渔夫官方旗舰店,线上鱼竿,龙战技轻量版6.3,1,0,1,719,215,504,0,0,719,215,504,0.0,
巧渔夫官方旗舰店,鱼竿配件,发光尾丝-龙战技轻量4.5/4.8/5.4/5.7,5,1,4,220,35,184,0,7,220,28,191,4.0,
巧渔夫官方旗舰店,鱼竿配件,发光尾丝-龙战技轻量6.3,1,0,1,0,7,(7),0,0,0,7,(7),1.0,
巧渔夫官方旗舰店,线上配节,配节-龙战技轻量版1A-4.5,1,0,1,5,0,5,0,0,5,0,5,0.0,
巧渔夫官方旗舰店,线上配节,配节-龙战技轻量版1A-5.4,2,0,2,225,0,225,0,0,225,0,225,0.0,
巧渔夫官方旗舰店,线上配节,配节-龙战技轻量版2A-5.4,1,0,1,5,0,5,0,0,5,0,5,0.0,
巧渔夫官方旗舰店,钩,飞磕大炮钩号7#线号0.6/0.8,1,0,1,0,19,(19),0,0,0,19,(19),1.0,
巧渔夫官方旗舰店,线下配节,魁战粹 全能5.4/8.1-2A,1,0,1,3,0,3,0,0,3,0,3,0.0,
巧渔夫官方旗舰店,线下配节,魁战粹 全能5.4/8.1-1A,2,0,2,33,0,33,0,0,33,0,33,0.0,
巧渔夫官方旗舰店,线下鱼竿,魁战粹全能7.2,1,0,1,642,235,407,0,0,642,235,407,0.0,
巧渔夫官方旗舰店,线下鱼竿,魁战悍6.5H4.5,1,0,1,694,210,484,0,0,694,210,484,0.0,
巧渔夫官方旗舰店,线下赠品,鱼护40*2.5竞技,1,0,1,268,76,192,0,0,268,76,192,0.0,
巧渔夫官方旗舰店,无,帽子-第九款深灰迷彩F,2,1,1,0,40,(40),0,20,0,20,(20),2.0,
巧渔夫官方旗舰店,装备,新款缠把带1.5M（绿）,4,1,3,0,20,(20),0,5,0,15,(15),4.0,
巧渔夫官方旗舰店,装备,新款缠把带2.0M（绿）,4,0,4,0,24,(24),0,0,0,24,(24),4.0,
巧渔夫官方旗舰店,装备,新款缠把带2.0M（粉）,1,0,1,16,6,10,0,0,16,6,10,0.0,
巧渔夫官方旗舰店,装备,新款缠把带1.5M（橙）,3,0,3,0,15,(15),0,0,0,15,(15),3.0,
巧渔夫官方旗舰店,装备,新款缠把带2.0M（橙）,1,0,1,0,6,(6),0,0,0,6,(6),1.0,
巧渔夫官方旗舰店,线上鱼竿,龙战悍6.5H3.6m,1,0,1,390,135,255,0,0,390,135,255,0.0,
巧渔夫官方旗舰店,线上鱼竿,龙战悍6.5H3.9m,1,0,1,489,145,344,0,0,489,145,344,0.0,
巧渔夫官方旗舰店,线上配节,配节-龙战悍5.5H-1A-36/45,1,0,1,30,0,30,0,0,30,0,30,0.0,
巧渔夫官方旗舰店,线上鱼竿,龙战悍6.5H4.8m,1,0,1,512,180,332,0,0,512,180,332,0.0,
巧渔夫官方旗舰店,线,新款龙战线组5.4*1.5#,1,0,1,0,2,(2),0,0,0,2,(2),1.0,
巧渔夫官方旗舰店,线,新款龙战线组5.4*2.0#,1,0,1,0,2,(2),0,0,0,2,(2),1.0,
巧渔夫官方旗舰店,装备,高档缠把带1.5m黑色,2,0,2,0,17,(17),0,0,0,17,(17),2.0,
巧渔夫官方旗舰店,线上鱼竿,龙图抄网210,2,0,2,0,85,(85),0,0,0,85,(85),2.0,
拼多多巧渔夫运动户外旗舰店,线上鱼竿,巧渔鲫珍珠白3.6米,1,1,0,444,143,301,444,143,0,0,0,0.0,
拼多多巧渔夫运动户外旗舰店,线上鱼竿,巧渔鲫珍珠白3.9米,0,1,(1),0,0,0,501,158,(501),(158),(343),0.0,
拼多多巧渔夫运动户外旗舰店,线上鱼竿,（新）龙战悍5H尊享/⑸4.5米,1,1,0,387,150,237,387,150,0,0,0,0.0,
拼多多巧渔夫运动户外旗舰店,线上配节,配节-新轻硬峰1A(39/48),1,0,1,15,0,15,0,0,15,0,15,0.0,
拼多多巧渔夫运动户外旗舰店,线上配节,配节-新轻硬峰2A(39/48),1,0,1,0,0,0,0,0,0,0,0,0.0,
拼多多巧渔夫运动户外旗舰店,线上配节,配节-龙战江湖（典藏）2A(54/63/72),1,0,1,15,0,15,0,0,15,0,15,0.0,
拼多多巧渔夫运动户外旗舰店,装备,赠品竿稍,4,0,4,0,0,0,0,0,0,0,0,4.0,
拼多多巧渔夫运动户外旗舰店,线上鱼竿,龙战技经典版5.4,1,0,1,408,175,233,0,0,408,175,233,0.0,
拼多多巧渔夫运动户外旗舰店,线上鱼竿,龙战技经典版6.3,1,0,1,153,205,(52),0,0,153,205,(52),0.0,
拼多多巧渔夫运动户外旗舰店,线上鱼竿,龙战技轻量版3.6,1,1,0,106,120,(14),106,120,0,0,0,0.0,
拼多多巧渔夫运动户外旗舰店,线上鱼竿,龙战技轻量版4.5,3,0,3,1104,465,639,0,0,1104,465,639,0.0,
拼多多巧渔夫运动户外旗舰店,线上鱼竿,龙战技轻量版5.4,1,0,1,458,161,297,0,0,458,161,297,0.0,
拼多多巧渔夫运动户外旗舰店,线上鱼竿,龙战技轻量版6.3,3,0,3,1194,645,549,0,0,1194,645,549,0.0,
拼多多巧渔夫运动户外旗舰店,鱼竿配件,发光尾丝-龙战技轻量36/39,1,1,0,106,6,100,106,6,0,0,0,0.0,
拼多多巧渔夫运动户外旗舰店,鱼竿配件,发光尾丝-龙战技轻量4.5/4.8/5.4/5.7,3,0,3,0,21,(21),0,0,0,21,(21),3.0,
拼多多巧渔夫运动户外旗舰店,鱼竿配件,发光尾丝-龙战技轻量6.3,3,0,3,183,22,161,0,0,183,22,161,2.0,
拼多多巧渔夫运动户外旗舰店,鱼竿配件,发光尾丝-龙战技经典5.4,1,0,1,0,2,(2),0,0,0,2,(2),1.0,
拼多多巧渔夫运动户外旗舰店,鱼竿配件,发光尾丝-龙战技经典6.3,1,0,1,153,1,151,0,0,153,1,151,0.0,
拼多多巧渔夫运动户外旗舰店,线上配节,配节-龙战技轻量版1A-3.6,1,1,0,106,0,106,106,0,0,0,0,0.0,
拼多多巧渔夫运动户外旗舰店,线上配节,配节-龙战技轻量版1A-4.5,4,0,4,0,0,0,0,0,0,0,0,4.0,
拼多多巧渔夫运动户外旗舰店,线上配节,配节-龙战技轻量版2A-4.5,4,0,4,60,0,60,0,0,60,0,60,0.0,
拼多多巧渔夫运动户外旗舰店,线上配节,配节-龙战技轻量版1A-5.4,1,0,1,0,0,0,0,0,0,0,0,1.0,
拼多多巧渔夫运动户外旗舰店,线上配节,配节-龙战技轻量版1A-6.3/8.1,1,0,1,183,0,183,0,0,183,0,183,0.0,
拼多多巧渔夫运动户外旗舰店,线上配节,配节-龙战技经典版1A-5.4/8.1,1,0,1,153,0,153,0,0,153,0,153,0.0,
拼多多巧渔夫运动户外旗舰店,无,帽子-第九款深灰迷彩F,1,0,1,0,20,(20),0,0,0,20,(20),1.0,
拼多多巧渔夫运动户外旗舰店,装备,新款缠把带1.5M（绿）,6,1,5,0,30,(30),0,5,0,25,(25),6.0,
拼多多巧渔夫运动户外旗舰店,装备,新款缠把带1.5M（橙）,0,1,(1),0,0,0,0,5,0,(5),5,0.0,
拼多多巧渔夫运动户外旗舰店,线,新款龙战线组6.3*3.0#,2,0,2,0,5,(5),0,0,0,5,(5),2.0,
拼多多巧渔夫运动户外旗舰店,装备,高档缠把带1.5m黑色,2,0,2,0,17,(17),0,0,0,17,(17),2.0,
拼多多巧渔夫运动户外旗舰店,装备,高档缠把带1.5m蓝色,2,1,1,0,17,(17),0,9,0,9,(9),2.0,
线下店铺,无,运费1元,2,0,2,0,0,0,0,0,0,0,0,0.0,
线下店铺,无,补发配件,1,0,1,0,0,0,0,0,0,0,0,0.0,
线下店铺,无,前堵型号备注,2,0,2,0,0,(0),0,0,0,0,(0),1.0,
线下店铺,线下赠品,2020冲锋衣（迷彩）L,1,0,1,0,143,(143),0,0,0,143,(143),0.0,
线下店铺,线下鱼竿,羽战悍·羽五360,1,0,1,0,210,(210),0,0,0,210,(210),0.0,
线下店铺,线下鱼竿,羽战悍·羽五450,1,0,1,0,260,(260),0,0,0,260,(260),0.0,
线下店铺,线下鱼竿,羽战悍·羽五390,1,0,1,0,235,(235),0,0,0,235,(235),0.0,
线下店铺,线下鱼竿,羽战悍·羽六3.6,1,0,1,0,210,(210),0,0,0,210,(210),0.0,
线下店铺,线下鱼竿,羽战悍·羽六4.5,1,0,1,0,281,(281),0,0,0,281,(281),0.0,
线下店铺,线下鱼竿,羽战悍·羽六3.9,1,0,1,0,253,(253),0,0,0,253,(253),0.0,
线下店铺,线下赠品,2022款黑色冲锋衣3XL,1,0,1,0,130,(130),0,0,0,130,(130),0.0,
线下店铺,线下赠品,2022款灰白冲锋衣L,3,0,3,0,390,(390),0,0,0,390,(390),0.0,
线下店铺,线下赠品,2022款灰白冲锋衣X L,5,0,5,0,650,(650),0,0,0,650,(650),0.0,
线下店铺,线下赠品,2022款灰白冲锋衣X X L,2,0,2,0,260,(260),0,0,0,260,(260),0.0,
线下店铺,装备,新款碳素网头40#,2,0,2,0,105,(105),0,0,0,105,(105),0.0,
线下店铺,装备,新款铝合金网头40#,1,0,1,0,28,(28),0,0,0,28,(28),0.0,
线下店铺,线上鱼竿,龙战江湖【典藏】450,1,0,1,191,155,36,0,0,191,155,36,0.0,
线下店铺,线上鱼竿,龙战江湖（尊享版）3.6,1,0,1,120,130,(10),0,0,120,130,(10),0.0,
线下店铺,线上鱼竿,龙战江湖 大物版390,12,1,11,194,1476,(1282),0,123,194,1353,(1159),0.0,
线下店铺,线上鱼竿,龙战江湖 大物版450,22,0,22,0,2970,(2970),0,0,0,2970,(2970),0.0,
线下店铺,线上鱼竿,龙战江湖 大物版810,1,0,1,350,240,110,0,0,350,240,110,0.0,
线下店铺,装备,小竿包黑色,1,0,1,0,31,(31),0,0,0,31,(31),1.0,
线下店铺,装备,小竿包蓝色,2,0,2,0,59,(59),0,0,0,59,(59),0.0,
线下店铺,线上鱼竿,龙战技5H6.3,1,0,1,291,220,71,0,0,291,220,71,0.0,
线下店铺,线上鱼竿,龙战技6H7.2m,1,0,1,337,205,132,0,0,337,205,132,0.0,
线下店铺,线上鱼竿,（新）龙战悍6H尊享570,1,0,1,379,235,144,0,0,379,235,144,0.0,
线下店铺,线上鱼竿,（新）龙战悍5H尊享/⑸4.5米,1,0,1,229,150,79,0,0,229,150,79,0.0,
线下店铺,线上手把,手把-龙战江湖 大物版450,1,0,1,140,0,140,0,0,140,0,140,0.0,
线下店铺,线上手把,手把-龙战技4H720,1,0,1,180,81,99,0,0,180,81,99,0.0,
线下店铺,线上配节,配节-新轻硬峰2A(36),1,0,1,50,0,50,0,0,50,0,50,0.0,
线下店铺,线上配节,配节-新轻硬峰3A(36),2,0,2,120,0,120,0,0,120,0,120,0.0,
线下店铺,线上配节,配节-新轻硬峰1A(54/63),2,0,2,30,0,30,0,0,30,0,30,0.0,
线下店铺,线上配节,配节-龙战极（尊享版）1A(36/45),1,0,1,15,0,15,0,0,15,0,15,0.0,
线下店铺,线上配节,配节-龙战极（尊享版）1A(54/63/72),3,0,3,75,0,75,0,0,75,0,75,0.0,
线下店铺,线上配节,配节-龙战极（尊享版）2A(54/63/72),3,0,3,70,0,70,0,0,70,0,70,0.0,
线下店铺,线上配节,配节-龙战江湖（典藏）1A(54/63/72),2,0,2,15,0,15,0,0,15,0,15,1.0,
线下店铺,线上配节,配节-青鲟1A(72/81/90),2,0,2,0,0,0,0,0,0,0,0,0.0,
线下店铺,线上配节,配节-青鲟2A(72/81/90),1,0,1,0,0,0,0,0,0,0,0,0.0,
线下店铺,线上配节,配节-巧渔鲫珍珠白1A(45),1,0,1,0,0,0,0,0,0,0,0,1.0,
线下店铺,线上配节,配节-巧渔鲫珍珠白1A(48),1,0,1,35,0,35,0,0,35,0,35,0.0,
线下店铺,线上配节,配节-巧渔鲫珍珠白2A(48),1,0,1,45,0,45,0,0,45,0,45,0.0,
线下店铺,线上配节,配节-龙战江湖 大物版4A(45),1,0,1,0,0,0,0,0,0,0,0,1.0,
线下店铺,线上配节,配节-龙战江湖 大物版2A(39/48),1,0,1,0,0,0,0,0,0,0,0,0.0,
线下店铺,线上配节,配节-龙战江湖 大物版3A(54/63/72/81/90),1,0,1,0,0,0,0,0,0,0,0,0.0,
线下店铺,线上配节,配节-龙战江湖 大物版7A(81),1,0,1,15,0,15,0,0,15,0,15,0.0,
线下店铺,线上配节,配节-龙战江湖 尊享版1A(45),1,0,1,30,0,30,0,0,30,0,30,0.0,
线下店铺,线上配节,配节-龙战江湖 尊享版2A(45),1,0,1,40,0,40,0,0,40,0,40,0.0,
线下店铺,线上配节,配节-龙战江湖 尊享版3A(45),1,1,0,50,0,50,50,0,0,0,0,0.0,
