Order Number,Product,Shop,Date,Unit Price,Quantity,Total Price,Secondary Category
dp663099170928101518199,New Malt Trend Natural Yeast Bread (Milk Flavor),Tianhe District Convenience Store,9/28/2017,4.0,1,4.0,Biscuits and Pastries
dp663099170928102949833,New Malt Trend Natural Yeast Bread (Milk Flavor),Tianhe District Convenience Store,9/28/2017,4.0,1,4.0,Biscuits and Pastries
dp663099170928110257655,Wuqiong Farm Salt-Baked Egg,Tianhe District Convenience Store,9/28/2017,2.5,1,2.5,Meat Dried Products/Bean Products/Eggs
dp663099170928110257655,Yantang Red Date Milk,Tianhe District Convenience Store,9/28/2017,4.5,1,4.5,Dairy Products
dp663099170928121920356,Wuqiong Farm Salt-Baked Egg,Tianhe District Convenience Store,9/28/2017,2.5,1,2.5,Meat Dried Products/Bean Products/Eggs
dp343235170928123256620,Cola Cola,Yuexiu District Convenience Store,9/28/2017,3.5,1,3.5,Carbonated beverage
dp524775170928143259206,Red Bull,Baiyun District Convenience Store,9/28/2017,7.5,1,7.5,Energy Drink
dp663099170928143526474,Yih tea,Tianhe District Convenience Store,9/28/2017,5.5,1,5.5,Tea Beverage
dp663099170928153930611,Sprite,Tianhe District Convenience Store,9/28/2017,3.5,1,3.5,Carbonated beverage
dp663099170928164200480,Nestlé Coffee,Tianhe District Convenience Store,9/28/2017,7.5,1,7.5,Coffee
dp663099170928164307715,Nestlé Coffee,Tianhe District Convenience Store,9/28/2017,7.5,1,7.5,Coffee
dp524775170928164344838,Willy's Kissing Burned Braised Beef Flavor,Baiyun District Convenience Store,9/28/2017,1.5,1,1.5,Meat Dried Products/Bean Products/Eggs
dp663099170928164344125,HealthyPedia Yogurt,Tianhe District Convenience Store,9/28/2017,4.0,4,16.0,Dairy Products
dp524775170928164851181,Sunbao Nine-Prepared Plum,Baiyun District Convenience Store,9/28/2017,5.0,1,5.0,Dried Fruits/Candied Fruits
dp524775170928164851181,Mimi Shrimp Strips Malaysian Flavor,Baiyun District Convenience Store,9/28/2017,0.8,2,1.6,Puffed Food
dp524775170928164851181,Willy's Kissing Burned Braised Beef Flavor,Baiyun District Convenience Store,9/28/2017,1.5,2,3.0,Meat Dried Products/Bean Products/Eggs
dp663099170928165236629,Yih tea,Tianhe District Convenience Store,9/28/2017,5.5,1,5.5,Tea Beverage
dp663099170928165659419,Willy's Kissing Burned Braised Beef Flavor,Tianhe District Convenience Store,9/28/2017,1.5,1,1.5,Meat Dried Products/Bean Products/Eggs
dp524775170928171739365,Mimi Shrimp Strips Malaysian Flavor,Baiyun District Convenience Store,9/28/2017,0.8,3,2.4,Puffed Food
dp663099170928180346170,Korean HaePyo Seaweed,Tianhe District Convenience Store,9/28/2017,1.6,1,1.6,Seafood Snacks
dp663099170928182544986,Shuanghui Corn Hot Dog Sausage,Tianhe District Convenience Store,9/28/2017,2.0,1,2.0,Meat Dried Products/Bean Products/Eggs
dp663099170928191935671,Willy's Kissing Burned Mala Chicken Sauce Flavor,Tianhe District Convenience Store,9/28/2017,1.5,1,1.5,Meat Dried Products/Bean Products/Eggs
dp663099170928191935671,Wuqiong Farm Salt-Baked Egg,Tianhe District Convenience Store,9/28/2017,2.5,1,2.5,Meat Dried Products/Bean Products/Eggs
dp524775170929082911649,Vitasoy (Chocolate Flavor),Baiyun District Convenience Store,9/29/2017,3.5,1,3.5,Plant-based protein
dp343235170929084935486,Cola Cola,Yuexiu District Convenience Store,9/29/2017,3.5,1,3.5,Carbonated beverage
dp343235170929085043820,Vitasoy Original Flavor Soy Milk,Yuexiu District Convenience Store,9/29/2017,3.5,1,3.5,Plant-based protein
dp663099170929085507565,Nongfu Orchard,Tianhe District Convenience Store,9/29/2017,5.5,1,5.5,Fruit and Vegetable Drink
dp663099170929092301546,Yih tea,Tianhe District Convenience Store,9/29/2017,5.5,1,5.5,Tea Beverage
dp343235170929095042889,Vitasoy Original Flavor Soy Milk,Yuexiu District Convenience Store,9/29/2017,3.5,1,3.5,Plant-based protein
dp524775170929102551428,P盼P Hand-Torn Bread,Baiyun District Convenience Store,9/29/2017,4.0,1,4.0,Biscuits and Pastries
dp343235170929110513442,Mimi Shrimp Strips Malaysian Flavor,Yuexiu District Convenience Store,9/29/2017,0.8,2,1.6,Puffed Food
dp663099170929122703524,Willy's Kissing Burned Braised Beef Flavor,Tianhe District Convenience Store,9/29/2017,1.5,1,1.5,Meat Dried Products/Bean Products/Eggs
dp663099170929122703524,Sprite,Tianhe District Convenience Store,9/29/2017,3.5,1,3.5,Carbonated beverage
dp524775170929123804971,Vitasoy Lemon Tea,Baiyun District Convenience Store,9/29/2017,3.5,1,3.5,Tea Beverage
dp524775170929134159563,Nestlé Coffee,Baiyun District Convenience Store,9/29/2017,7.5,1,7.5,Coffee
dp524775170929134304181,Wangzai Milk,Baiyun District Convenience Store,9/29/2017,2.8,3,8.4,Dairy Products
dp524775170929160055907,Cola Cola,Baiyun District Convenience Store,9/29/2017,3.5,1,3.5,Carbonated beverage
dp663099170929170832113,Chocolate Cream Flavor Cake,Tianhe District Convenience Store,9/29/2017,3.0,1,3.0,Biscuits and Pastries
dp663099170929170832113,New Malt Trend Natural Yeast Bread (Milk Flavor),Tianhe District Convenience Store,9/29/2017,4.0,1,4.0,Biscuits and Pastries
dp663099170929181050581,Lizhi Cheese Nabati Cheese Wafer Crackers,Tianhe District Convenience Store,9/29/2017,3.5,1,3.5,Biscuits and Pastries
dp663099170929181050581,Korean HaePyo Seaweed,Tianhe District Convenience Store,9/29/2017,1.6,2,3.2,Seafood Snacks
dp663099170929184754734,Vietnam LIPO Milk Flavor Crackers 100g,Tianhe District Convenience Store,9/29/2017,8.0,1,8.0,Biscuits and Pastries
dp663099170929184754734,Sizhou Su Yishao Barbecue Flavor,Tianhe District Convenience Store,9/29/2017,9.0,1,9.0,Puffed Food
dp663099170929192958718,Sprite,Tianhe District Convenience Store,9/29/2017,3.5,1,3.5,Carbonated beverage
dp663099170930084128893,Jiabobao,Tianhe District Convenience Store,9/30/2017,4.5,1,4.5,Tea Beverage
dp343235170930090755837,Japanese-style fish cake,Yuexiu District Convenience Store,9/30/2017,4.0,1,4.0,Puffed Food
dp524775170930091443645,Yantang Red Date Milk,Baiyun District Convenience Store,9/30/2017,4.5,1,4.5,Dairy Products
dp663099170930092836686,Yantang Sweet Milk,Tianhe District Convenience Store,9/30/2017,4.5,1,4.5,Dairy Products
dp524775170930100520955,Nestlé Coffee,Baiyun District Convenience Store,9/30/2017,7.5,2,15.0,Coffee
dp524775170930110213835,Tayi Baobao Porridge,Baiyun District Convenience Store,9/30/2017,7.0,1,7.0,Convenient Instant Food
dp524775170930132656436,Nongfu Orchard,Baiyun District Convenience Store,9/30/2017,5.5,2,11.0,Fruit and Vegetable Drink
dp524775170930141639187,Red Bull,Baiyun District Convenience Store,9/30/2017,7.5,1,7.5,Energy Drink
dp524775170930143906866,Red Bull,Baiyun District Convenience Store,9/30/2017,7.5,1,7.5,Energy Drink
dp663099170930150003546,Mimi Shrimp Strips Malaysian Flavor,Tianhe District Convenience Store,9/30/2017,0.8,1,0.8,Puffed Food
dp343235170930150240810,Powerade (Green Lime),Yuexiu District Convenience Store,9/30/2017,5.0,1,5.0,Energy Drink
dp524775170930155837645,Nestlé Coffee,Baiyun District Convenience Store,9/30/2017,7.5,1,7.5,Coffee
dp524775170930163318999,Sunbao Nine-Prepared Plum,Baiyun District Convenience Store,9/30/2017,5.0,1,5.0,Dried Fruits/Candied Fruits
dp524775170930163318999,Mimi Shrimp Strips Malaysian Flavor,Baiyun District Convenience Store,9/30/2017,0.8,4,3.2,Puffed Food
dp524775170930163318999,Willy's Kissing Burned Braised Beef Flavor,Baiyun District Convenience Store,9/30/2017,1.5,2,3.0,Meat Dried Products/Bean Products/Eggs
dp524775170930163859963,New Wheat Trend Natural Yeast Bread (Ling's Goods),Baiyun District Convenience Store,9/30/2017,4.0,1,4.0,Biscuits and Pastries
dp524775170930163859963,Mimi Shrimp Strips Malaysian Flavor,Baiyun District Convenience Store,9/30/2017,0.8,3,2.4,Puffed Food
dp524775170930164401462,Wuqiong Honey Roasted Chicken Legs,Baiyun District Convenience Store,9/30/2017,3.0,1,3.0,Meat Dried Products/Bean Products/Eggs
dp524775170930164401462,Wuqiong Farm Salt-Baked Egg,Baiyun District Convenience Store,9/30/2017,2.5,1,2.5,Meat Dried Products/Bean Products/Eggs
dp663099170930165652112,Nestlé Coffee,Tianhe District Convenience Store,9/30/2017,7.5,1,7.5,Coffee
dp663099170930170929347,Yih tea,Tianhe District Convenience Store,9/30/2017,5.5,1,5.5,Tea Beverage
dp663099170930170929347,Wuqiong Farm Salt-Baked Egg,Tianhe District Convenience Store,9/30/2017,2.5,2,5.0,Meat Dried Products/Bean Products/Eggs
dp524775170930175222264,Minute Maid Orange Juice with Pulpy Bits,Baiyun District Convenience Store,9/30/2017,4.0,2,8.0,Fruit and Vegetable Drink
dp524775170930175434679,Nongfu Orchard,Baiyun District Convenience Store,9/30/2017,5.5,1,5.5,Fruit and Vegetable Drink
dp524775170930192243201,Mimi Shrimp Strips Malaysian Flavor,Baiyun District Convenience Store,9/30/2017,0.8,8,6.4,Puffed Food
dp524775170930201155791,Uni-President Spicy Old Fermentation Pickled Cabbage Beef Noodles,Baiyun District Convenience Store,9/30/2017,5.5,1,5.5,Convenient Instant Food
dp524775170930204803983,Vitasoy (Chocolate Flavor),Baiyun District Convenience Store,9/30/2017,3.5,1,3.5,Plant-based protein
dp524775170930204856611,Vitasoy Lemon Tea,Baiyun District Convenience Store,9/30/2017,3.5,1,3.5,Tea Beverage
dp524775170930204856611,Red Bull,Baiyun District Convenience Store,9/30/2017,7.5,1,7.5,Energy Drink
