日期,监测点位,二氧化硫,二氧化氮,可吸入颗粒物,一氧化碳,臭氧,细颗粒物,空气质量指数,首要污染物,AQI指数级别,AQI指数类别
2021-02-08,汉口江滩,6,24,75,19,38,74,75,PM10,二级,良
2021-02-08,汉口江滩,6,24,75,19,38,74,75,PM10,二级,良
2021-02-07,汉口江滩,6,64,64,31,13,74,74,PM2.5,二级,良
2021-02-07,汉口江滩,6,64,64,31,13,74,74,PM2.5,二级,良
2021-02-06,汉口江滩,5,49,44,19,34,50,50,--,一级,优
2021-02-06,汉口江滩,5,49,44,19,34,50,50,--,一级,优
2021-02-05,汉口江滩,5,37,57,18,33,67,67,PM2.5,二级,良
2021-02-05,汉口江滩,5,37,57,18,33,67,67,PM2.5,二级,良
2021-02-04,汉口江滩,7,53,75,22,30,90,90,PM2.5,二级,良
2021-02-04,汉口江滩,7,53,75,22,30,92,92,PM2.5,二级,良
2021-02-03,汉口江滩,7,79,72,26,18,97,97,PM2.5,二级,良
2021-02-03,汉口江滩,7,79,72,26,18,97,97,PM2.5,二级,良
2021-02-02,汉口江滩,8,70,63,34,24,68,70,NO2,二级,良
2021-02-02,汉口江滩,8,70,63,34,24,68,70,NO2,二级,良
2021-02-01,汉口江滩,5,70,59,22,14,73,73,PM2.5,二级,良
2021-02-01,汉口江滩,5,70,59,22,14,73,73,PM2.5,二级,良
2021-01-31,汉口江滩,10,92,92,31,5,92,92,NO2:PM2.5:PM10,二级,良
2021-01-31,汉口江滩,10,92,92,31,5,92,92,NO2:PM2.5:PM10,二级,良
2021-01-30,汉口江滩,13,85,91,22,10,74,91,PM10,二级,良
2021-01-30,汉口江滩,13,85,91,22,10,74,91,PM10,二级,良
2021-01-29,汉口江滩,9,67,107,15,32,54,107,PM10,三级,轻度污染
2021-01-29,汉口江滩,9,68,107,15,32,54,107,PM10,三级,轻度污染
2021-01-28,汉口江滩,6,57,88,22,30,79,88,PM10,二级,良
2021-01-28,汉口江滩,6,57,88,22,30,79,88,PM10,二级,良
2021-01-27,汉口江滩,6,63,83,31,14,134,134,PM2.5,三级,轻度污染
2021-01-27,汉口江滩,6,63,83,31,14,134,134,PM2.5,三级,轻度污染
2021-01-26,汉口江滩,6,60,89,31,30,166,166,PM2.5,四级,中度污染
2021-01-26,汉口江滩,6,60,89,31,30,166,166,PM2.5,四级,中度污染
2021-01-25,汉口江滩,5,37,65,27,19,110,110,PM2.5,三级,轻度污染
2021-01-25,汉口江滩,5,37,65,27,19,110,110,PM2.5,三级,轻度污染
2021-01-24,汉口江滩,6,37,44,22,30,50,50,--,一级,优
2021-01-24,汉口江滩,6,37,44,22,30,50,50,--,一级,优
2021-01-23,汉口江滩,5,45,78,28,25,147,147,PM2.5,三级,轻度污染
2021-01-23,汉口江滩,5,45,78,28,25,147,147,PM2.5,三级,轻度污染
2021-01-22,汉口江滩,6,57,74,20,22,107,107,PM2.5,三级,轻度污染
2021-01-22,汉口江滩,6,57,74,20,22,107,107,PM2.5,三级,轻度污染
2021-01-21,汉口江滩,6,85,76,24,5,122,122,PM2.5,三级,轻度污染
2021-01-21,汉口江滩,6,85,76,24,5,122,122,PM2.5,三级,轻度污染
2021-01-20,汉口江滩,13,101,72,24,11,79,101,NO2,三级,轻度污染
2021-01-20,汉口江滩,13,101,72,24,11,79,101,NO2,三级,轻度污染
2021-01-19,汉口江滩,16,82,74,21,38,72,82,NO2,二级,良
2021-01-19,汉口江滩,16,82,74,21,38,72,82,NO2,二级,良
2021-01-18,汉口江滩,9,87,71,16,31,62,87,NO2,二级,良
2021-01-18,汉口江滩,9,87,71,16,31,62,87,NO2,二级,良
2021-01-17,汉口江滩,8,47,73,12,32,63,73,PM10,二级,良
2021-01-17,汉口江滩,8,47,73,12,32,63,73,PM10,二级,良
2021-01-16,汉口江滩,8,40,120,15,29,85,120,PM10,三级,轻度污染
2021-01-16,汉口江滩,8,40,120,15,29,85,120,PM10,三级,轻度污染
2021-01-15,汉口江滩,15,77,111,22,39,105,111,PM10,三级,轻度污染
2021-01-15,汉口江滩,15,77,111,22,39,105,111,PM10,三级,轻度污染
2021-01-14,汉口江滩,18,107,91,36,21,92,107,NO2,三级,轻度污染
2021-01-14,汉口江滩,18,107,91,36,21,92,107,NO2,三级,轻度污染
2021-01-13,汉口江滩,10,103,74,24,27,74,103,NO2,三级,轻度污染
2021-01-13,汉口江滩,10,103,74,24,27,74,103,NO2,三级,轻度污染
2021-01-12,汉口江滩,8,67,76,13,37,57,76,PM10,二级,良
2021-01-12,汉口江滩,8,67,76,13,37,57,76,PM10,二级,良
2021-01-11,汉口江滩,11,57,70,15,34,46,70,PM10,二级,良
2021-01-11,汉口江滩,11,57,70,15,34,46,70,PM10,二级,良
2021-01-10,汉口江滩,10,55,60,14,34,52,60,PM10,二级,良
2021-01-10,汉口江滩,10,55,60,14,34,52,60,PM10,二级,良
2021-01-09,汉口江滩,10,77,59,13,27,60,77,NO2,二级,良
2021-01-09,汉口江滩,10,77,59,13,27,60,77,NO2,二级,良
2021-01-08,汉口江滩,7,47,51,9,25,35,51,PM10,二级,良
2021-01-08,汉口江滩,7,47,51,9,25,36,51,PM10,二级,良
2021-01-07,汉口江滩,7,24,65,10,29,19,65,PM10,二级,良
2021-01-07,汉口江滩,7,24,65,10,29,19,65,PM10,二级,良
2021-01-06,汉口江滩,6,42,76,26,21,112,112,PM2.5,三级,轻度污染
2021-01-06,汉口江滩,6,42,76,26,21,112,112,PM2.5,三级,轻度污染
2021-01-05,汉口江滩,6,55,105,33,16,224,224,PM2.5,五级,重度污染
2021-01-05,汉口江滩,6,55,108,33,16,224,224,PM2.5,五级,重度污染
2021-01-04,汉口江滩,14,77,90,33,27,166,166,PM2.5,四级,中度污染
2021-01-04,汉口江滩,14,77,90,33,27,166,166,PM2.5,四级,中度污染
2021-01-03,汉口江滩,9,78,71,19,15,102,102,PM2.5,三级,轻度污染
2021-01-03,汉口江滩,9,78,71,19,15,102,102,PM2.5,三级,轻度污染
2021-01-02,汉口江滩,13,80,68,27,25,88,88,PM2.5,二级,良
2021-01-02,汉口江滩,13,80,68,27,25,88,88,PM2.5,二级,良
2021-01-01,汉口江滩,8,72,53,16,26,60,72,NO2,二级,良
2021-01-01,汉口江滩,8,72,53,16,26,60,72,NO2,二级,良
2020-12-31,汉口江滩,6,43,36,11,28,13,43,--,一级,优
2020-12-31,汉口江滩,6,45,35,11,28,18,45,--,一级,优
2020-12-30,汉口江滩,6,20,42,14,32,29,42,--,一级,优
2020-12-30,汉口江滩,6,20,42,14,32,29,42,--,一级,优
2020-12-29,汉口江滩,5,32,59,27,19,70,70,PM2.5,二级,良
2020-12-29,汉口江滩,5,32,59,27,19,70,70,PM2.5,二级,良
2020-12-28,汉口江滩,15,89,106,35,39,185,185,PM2.5,四级,中度污染
2020-12-28,汉口江滩,15,89,106,35,39,185,185,PM2.5,四级,中度污染
2020-12-27,汉口江滩,22,114,128,36,28,223,223,PM2.5,五级,重度污染
2020-12-27,汉口江滩,22,114,128,36,28,223,223,PM2.5,五级,重度污染
2020-12-26,汉口江滩,18,121,132,37,8,227,227,PM2.5,五级,重度污染
2020-12-26,汉口江滩,18,121,132,37,8,227,227,PM2.5,五级,重度污染
2020-12-25,汉口江滩,15,98,91,23,42,150,150,PM2.5,三级,轻度污染
2020-12-25,汉口江滩,15,98,91,23,42,150,150,PM2.5,三级,轻度污染
2020-12-24,汉口江滩,13,80,85,25,49,128,128,PM2.5,三级,轻度污染
2020-12-24,汉口江滩,13,80,87,25,49,128,128,PM2.5,三级,轻度污染
2020-12-23,汉口江滩,18,111,90,33,13,123,123,PM2.5,三级,轻度污染
2020-12-23,汉口江滩,18,111,90,33,13,123,123,PM2.5,三级,轻度污染
2020-12-22,汉口江滩,25,106,88,30,31,119,119,PM2.5,三级,轻度污染
2020-12-22,汉口江滩,24,105,88,29,30,119,119,PM2.5,三级,轻度污染
2020-12-21,汉口江滩,15,113,87,31,25,119,119,PM2.5,三级,轻度污染
2020-12-21,汉口江滩,15,113,87,31,25,119,119,PM2.5,三级,轻度污染
2020-12-20,汉口江滩,15,90,82,23,40,129,129,PM2.5,三级,轻度污染
2020-12-20,汉口江滩,15,90,82,23,40,129,129,PM2.5,三级,轻度污染
2020-12-19,汉口江滩,13,63,88,20,31,158,158,PM2.5,四级,中度污染
2020-12-19,汉口江滩,13,63,88,20,31,158,158,PM2.5,四级,中度污染
2020-12-18,汉口江滩,11,65,67,17,19,92,92,PM2.5,二级,良
2020-12-18,汉口江滩,11,65,67,17,19,92,92,PM2.5,二级,良
2020-12-17,汉口江滩,12,73,66,18,8,74,74,PM2.5,二级,良
2020-12-17,汉口江滩,12,73,66,18,8,74,74,PM2.5,二级,良
2020-12-16,汉口江滩,12,67,60,23,17,64,67,NO2,二级,良
2020-12-16,汉口江滩,12,67,60,23,17,64,67,NO2,二级,良
2020-12-15,汉口江滩,12,48,50,16,17,49,50,--,一级,优
2020-12-15,汉口江滩,12,48,50,16,17,49,50,--,一级,优
2020-12-14,汉口江滩,6,24,39,10,27,29,39,--,一级,优
2020-12-14,汉口江滩,6,24,39,10,27,29,39,--,一级,优
2020-12-13,汉口江滩,8,55,77,17,29,68,77,PM10,二级,良
2020-12-13,汉口江滩,8,55,77,17,29,68,77,PM10,二级,良
2020-12-12,汉口江滩,12,102,93,38,16,112,112,PM2.5,三级,轻度污染
2020-12-12,汉口江滩,12,102,93,38,16,112,112,PM2.5,三级,轻度污染
2020-12-11,汉口江滩,9,92,94,31,6,120,120,PM2.5,三级,轻度污染
2020-12-11,汉口江滩,9,92,94,31,6,120,120,PM2.5,三级,轻度污染
2020-12-10,汉口江滩,8,64,75,26,14,79,79,PM2.5,二级,良
2020-12-10,汉口江滩,8,64,73,26,14,79,79,PM2.5,二级,良
2020-12-09,汉口江滩,8,55,85,33,5,89,89,PM2.5,二级,良
2020-12-09,汉口江滩,8,55,85,33,5,89,89,PM2.5,二级,良
2020-12-08,汉口江滩,6,52,73,26,17,83,83,PM2.5,二级,良
2020-12-08,汉口江滩,6,52,73,26,17,83,83,PM2.5,二级,良
2020-12-07,汉口江滩,5,37,50,17,25,55,55,PM2.5,二级,良
2020-12-07,汉口江滩,5,37,50,17,25,55,55,PM2.5,二级,良
2020-12-06,汉口江滩,11,84,76,28,9,93,93,PM2.5,二级,良
2020-12-06,汉口江滩,11,84,76,28,9,93,93,PM2.5,二级,良
2020-12-05,汉口江滩,11,83,63,23,22,74,83,NO2,二级,良
2020-12-05,汉口江滩,11,83,63,23,22,74,83,NO2,二级,良
2020-12-04,汉口江滩,8,38,63,18,42,83,83,PM2.5,二级,良
2020-12-04,汉口江滩,8,38,63,18,42,83,83,PM2.5,二级,良
2020-12-03,汉口江滩,6,30,74,19,29,103,103,PM2.5,三级,轻度污染
2020-12-03,汉口江滩,6,30,75,19,29,103,103,PM2.5,三级,轻度污染
2020-12-02,汉口江滩,5,37,58,18,23,59,59,PM2.5,二级,良
2020-12-02,汉口江滩,5,37,57,18,23,59,59,PM2.5,二级,良
2020-12-01,汉口江滩,6,50,71,19,25,85,85,PM2.5,二级,良
2020-12-01,汉口江滩,6,50,71,19,25,85,85,PM2.5,二级,良
2020-11-30,汉口江滩,9,59,66,23,25,68,68,PM2.5,二级,良
2020-11-30,汉口江滩,9,59,66,23,25,68,68,PM2.5,二级,良
2020-11-29,汉口江滩,7,54,66,21,21,72,72,PM2.5,二级,良
2020-11-29,汉口江滩,7,54,66,21,21,72,72,PM2.5,二级,良
2020-11-28,汉口江滩,6,47,73,21,16,95,95,PM2.5,二级,良
2020-11-28,汉口江滩,6,47,73,21,16,95,95,PM2.5,二级,良
2020-11-27,汉口江滩,6,42,70,18,23,82,82,PM2.5,二级,良
2020-11-27,汉口江滩,6,42,70,18,23,82,82,PM2.5,二级,良
2020-11-26,汉口江滩,5,30,37,16,21,38,38,--,一级,优
2020-11-26,汉口江滩,5,30,37,16,21,38,38,--,一级,优
2020-11-25,汉口江滩,5,35,15,19,6,20,35,--,一级,优
2020-11-25,汉口江滩,5,35,15,19,6,20,35,--,一级,优
2020-11-24,汉口江滩,5,33,17,18,11,20,33,--,一级,优
2020-11-24,汉口江滩,5,33,17,18,11,20,33,--,一级,优
2020-11-23,汉口江滩,5,29,25,21,13,23,29,--,一级,优
2020-11-23,汉口江滩,5,29,25,21,13,23,29,--,一级,优
2020-11-22,汉口江滩,5,24,27,16,23,20,27,--,一级,优
2020-11-22,汉口江滩,5,24,27,16,23,20,27,--,一级,优
2020-11-21,汉口江滩,5,29,17,12,20,12,29,--,一级,优
2020-11-21,汉口江滩,5,29,17,12,20,12,29,--,一级,优
2020-11-20,汉口江滩,6,27,45,16,39,49,49,--,一级,优
2020-11-20,汉口江滩,6,27,45,16,39,52,52,PM2.5,二级,良
2020-11-19,汉口江滩,5,44,32,22,19,25,44,--,一级,优
2020-11-19,汉口江滩,5,44,32,22,19,25,44,--,一级,优
2020-11-18,汉口江滩,6,50,38,26,14,26,50,--,一级,优
2020-11-18,汉口江滩,6,50,38,26,14,26,50,--,一级,优
2020-11-17,汉口江滩,7,44,55,27,40,53,55,PM10,二级,良
2020-11-17,汉口江滩,7,44,55,27,40,53,55,PM10,二级,良
2020-11-16,汉口江滩,9,88,71,27,40,68,88,NO2,二级,良
2020-11-16,汉口江滩,9,88,71,27,40,68,88,NO2,二级,良
2020-11-15,汉口江滩,10,105,68,26,48,60,105,NO2,三级,轻度污染
2020-11-15,汉口江滩,10,105,68,26,48,60,105,NO2,三级,轻度污染
2020-11-14,汉口江滩,9,90,54,19,64,43,90,NO2,二级,良
2020-11-14,汉口江滩,9,90,54,19,64,43,90,NO2,二级,良
2020-11-13,汉口江滩,12,89,68,25,40,60,89,NO2,二级,良
2020-11-13,汉口江滩,12,89,68,25,40,60,89,NO2,二级,良
2020-11-12,汉口江滩,16,106,63,22,43,59,106,NO2,三级,轻度污染
2020-11-12,汉口江滩,16,106,64,22,43,59,106,NO2,三级,轻度污染
2020-11-11,汉口江滩,15,94,62,17,65,43,94,NO2,二级,良
2020-11-11,汉口江滩,15,94,62,17,65,43,94,NO2,二级,良
2020-11-10,汉口江滩,18,103,87,21,68,64,103,NO2,三级,轻度污染
2020-11-10,汉口江滩,18,103,87,21,68,64,103,NO2,三级,轻度污染
2020-11-09,汉口江滩,16,103,76,23,57,64,103,NO2,三级,轻度污染
2020-11-09,汉口江滩,16,103,76,23,57,64,103,NO2,三级,轻度污染
2020-11-08,汉口江滩,9,78,69,12,47,42,78,NO2,二级,良
2020-11-08,汉口江滩,9,78,69,12,47,42,78,NO2,二级,良
2020-11-07,汉口江滩,10,107,76,23,42,75,107,NO2,三级,轻度污染
2020-11-07,汉口江滩,10,107,76,23,42,75,107,NO2,三级,轻度污染
2020-11-06,汉口江滩,0,0,0,0,0,0,0,--,--,--
2020-11-06,汉口江滩,12,94,63,22,39,59,94,NO2,二级,良
2020-11-05,汉口江滩,0,0,0,0,0,0,0,--,--,--
2020-11-05,汉口江滩,0,0,0,0,0,0,0,--,--,--
2020-11-04,汉口江滩,0,0,0,0,0,0,0,--,--,--
2020-11-04,汉口江滩,0,0,0,0,0,0,0,--,--,--
2020-11-03,汉口江滩,0,0,0,0,0,0,0,--,--,--
2020-11-03,汉口江滩,0,0,0,0,0,0,0,--,--,--
2020-11-02,汉口江滩,9,58,66,17,58,38,66,PM10,二级,良
2020-11-02,汉口江滩,9,58,66,17,58,38,66,PM10,二级,良
2020-11-01,汉口江滩,6,50,46,18,23,36,50,--,一级,优
2020-11-01,汉口江滩,6,50,46,18,23,36,50,--,一级,优
2020-10-31,汉口江滩,6,47,51,18,35,45,51,PM10,二级,良
2020-10-31,汉口江滩,6,47,51,18,35,45,51,PM10,二级,良
2020-10-30,汉口江滩,8,68,68,21,46,62,68,NO2:PM10,二级,良
2020-10-30,汉口江滩,8,68,68,21,46,62,68,NO2:PM10,二级,良
2020-10-29,汉口江滩,7,70,73,23,35,62,73,PM10,二级,良
2020-10-29,汉口江滩,7,70,73,23,35,62,73,PM10,二级,良
2020-10-28,汉口江滩,9,49,75,23,42,72,75,PM10,二级,良
2020-10-28,汉口江滩,9,49,75,23,42,72,75,PM10,二级,良
2020-10-27,汉口江滩,9,78,65,23,74,57,78,NO2,二级,良
2020-10-27,汉口江滩,9,78,65,23,74,57,78,NO2,二级,良
2020-10-26,汉口江滩,14,111,84,31,40,75,111,NO2,三级,轻度污染
2020-10-26,汉口江滩,14,111,84,31,40,75,111,NO2,三级,轻度污染
2020-10-25,汉口江滩,15,87,64,21,32,49,87,NO2,二级,良
2020-10-25,汉口江滩,15,87,64,21,32,49,87,NO2,二级,良
2020-10-24,汉口江滩,15,75,79,17,38,48,79,PM10,二级,良
2020-10-24,汉口江滩,15,75,79,17,38,48,79,PM10,二级,良
2020-10-23,汉口江滩,14,84,94,22,82,63,94,PM10,二级,良
2020-10-23,汉口江滩,14,79,94,22,82,63,94,PM10,二级,良
2020-10-22,汉口江滩,9,89,66,23,39,49,89,NO2,二级,良
2020-10-22,汉口江滩,9,89,66,23,39,48,89,NO2,二级,良
2020-10-21,汉口江滩,6,50,38,20,34,28,50,--,一级,优
2020-10-21,汉口江滩,6,50,38,20,34,28,50,--,一级,优
2020-10-20,汉口江滩,8,69,61,28,35,63,69,NO2,二级,良
2020-10-20,汉口江滩,8,69,61,28,35,63,69,NO2,二级,良
2020-10-19,汉口江滩,7,72,58,23,50,45,72,NO2,二级,良
2020-10-19,汉口江滩,7,72,58,24,50,45,72,NO2,二级,良
2020-10-18,汉口江滩,7,77,66,24,22,60,77,NO2,二级,良
2020-10-18,汉口江滩,7,77,66,24,22,60,77,NO2,二级,良
2020-10-17,汉口江滩,5,38,45,19,34,46,46,--,一级,优
2020-10-17,汉口江滩,5,38,45,19,34,46,46,--,一级,优
2020-10-16,汉口江滩,5,25,13,17,35,9,35,--,一级,优
2020-10-16,汉口江滩,5,25,13,17,35,9,35,--,一级,优
2020-10-15,汉口江滩,5,34,26,22,17,20,34,--,一级,优
2020-10-15,汉口江滩,5,34,25,22,17,20,34,--,一级,优
2020-10-14,汉口江滩,6,44,57,21,30,46,57,PM10,二级,良
2020-10-14,汉口江滩,6,44,57,21,30,46,57,PM10,二级,良
2020-10-13,汉口江滩,7,48,65,22,55,57,65,PM10,二级,良
2020-10-13,汉口江滩,7,48,65,22,55,57,65,PM10,二级,良
2020-10-12,汉口江滩,7,38,60,18,59,49,60,PM10,二级,良
2020-10-12,汉口江滩,7,38,60,18,59,49,60,PM10,二级,良
2020-10-11,汉口江滩,7,78,59,21,65,40,78,NO2,二级,良
2020-10-11,汉口江滩,7,78,59,21,65,40,78,NO2,二级,良
2020-10-10,汉口江滩,8,94,61,23,57,50,94,NO2,二级,良
2020-10-10,汉口江滩,8,94,61,23,57,50,94,NO2,二级,良
2020-10-09,汉口江滩,7,90,54,22,47,39,90,NO2,二级,良
2020-10-09,汉口江滩,7,90,54,22,47,39,90,NO2,二级,良
2020-10-08,汉口江滩,6,44,45,20,65,39,65,O3_8h,二级,良
2020-10-08,汉口江滩,6,44,45,20,65,43,65,O3_8h,二级,良
2020-10-07,汉口江滩,5,44,34,18,14,45,45,--,一级,优
2020-10-07,汉口江滩,5,44,34,17,14,0,44,--,一级,优
2020-10-06,汉口江滩,5,37,34,16,13,36,37,--,一级,优
2020-10-06,汉口江滩,5,37,34,16,13,36,37,--,一级,优
2020-10-05,汉口江滩,6,34,39,13,20,18,39,--,一级,优
2020-10-05,汉口江滩,6,34,39,13,20,18,39,--,一级,优
2020-10-04,汉口江滩,5,28,28,17,26,26,28,--,一级,优
2020-10-04,汉口江滩,5,28,28,17,26,26,28,--,一级,优
2020-10-03,汉口江滩,5,30,6,20,22,5,30,--,一级,优
2020-10-03,汉口江滩,5,30,6,20,22,5,30,--,一级,优
2020-10-02,汉口江滩,7,72,57,23,29,60,72,NO2,二级,良
2020-10-02,汉口江滩,7,72,57,23,29,60,72,NO2,二级,良
2020-10-01,汉口江滩,9,93,50,19,80,42,93,NO2,二级,良
2020-10-01,汉口江滩,9,93,51,19,80,42,93,NO2,二级,良
2020-09-30,汉口江滩,6,58,53,19,90,42,90,O3_8h,二级,良
2020-09-30,汉口江滩,6,58,53,19,90,42,90,O3_8h,二级,良
2020-09-29,汉口江滩,5,48,46,22,37,46,48,--,一级,优
2020-09-29,汉口江滩,5,48,46,22,37,46,48,--,一级,优
2020-09-28,汉口江滩,7,82,57,22,85,50,85,O3_8h,二级,良
2020-09-28,汉口江滩,7,82,57,22,85,50,85,O3_8h,二级,良
2020-09-27,汉口江滩,6,53,52,20,96,42,96,O3_8h,二级,良
2020-09-27,汉口江滩,6,53,52,20,96,42,96,O3_8h,二级,良
2020-09-26,汉口江滩,6,58,59,21,70,54,70,O3_8h,二级,良
2020-09-26,汉口江滩,6,58,59,21,70,54,70,O3_8h,二级,良
2020-09-25,汉口江滩,7,109,69,29,19,55,109,NO2,三级,轻度污染
2020-09-25,汉口江滩,7,109,69,29,19,55,109,NO2,三级,轻度污染
2020-09-24,汉口江滩,6,89,60,31,45,59,89,NO2,二级,良
2020-09-24,汉口江滩,6,89,60,31,45,59,89,NO2,二级,良
2020-09-23,汉口江滩,5,48,36,24,42,36,48,--,一级,优
2020-09-23,汉口江滩,5,48,36,24,42,36,48,--,一级,优
2020-09-22,汉口江滩,5,27,14,19,39,15,39,--,一级,优
2020-09-22,汉口江滩,5,27,14,19,39,15,39,--,一级,优
2020-09-21,汉口江滩,6,35,18,30,40,15,40,--,一级,优
2020-09-21,汉口江滩,6,35,18,30,40,15,40,--,一级,优
2020-09-20,汉口江滩,7,44,25,24,41,20,44,--,一级,优
2020-09-20,汉口江滩,7,44,25,24,41,20,44,--,一级,优
2020-09-19,汉口江滩,6,68,40,24,25,32,68,NO2,二级,良
2020-09-19,汉口江滩,6,68,40,24,25,32,68,NO2,二级,良
2020-09-18,汉口江滩,6,57,40,23,92,35,92,O3_8h,二级,良
2020-09-18,汉口江滩,6,57,40,23,92,35,92,O3_8h,二级,良
2020-09-17,汉口江滩,6,25,21,15,52,13,52,O3_8h,二级,良
2020-09-17,汉口江滩,6,25,21,15,52,13,52,O3_8h,二级,良
2020-09-16,汉口江滩,6,39,24,21,35,18,39,--,一级,优
2020-09-16,汉口江滩,6,39,24,21,35,18,39,--,一级,优
2020-09-15,汉口江滩,6,45,19,22,35,15,45,--,一级,优
2020-09-15,汉口江滩,6,45,19,22,35,15,45,--,一级,优
2020-09-14,汉口江滩,6,38,45,22,45,39,45,--,一级,优
2020-09-14,汉口江滩,6,38,45,22,45,39,45,--,一级,优
2020-09-13,汉口江滩,7,48,53,21,84,49,84,O3_8h,二级,良
2020-09-13,汉口江滩,7,48,53,21,84,49,84,O3_8h,二级,良
2020-09-12,汉口江滩,6,28,49,17,78,39,78,O3_8h,二级,良
2020-09-12,汉口江滩,6,28,49,17,78,39,78,O3_8h,二级,良
2020-09-11,汉口江滩,5,27,37,15,69,38,69,O3_8h,二级,良
2020-09-11,汉口江滩,5,27,37,15,69,38,69,O3_8h,二级,良
2020-09-10,汉口江滩,5,30,37,15,58,28,58,O3_8h,二级,良
2020-09-10,汉口江滩,5,30,33,15,58,28,58,O3_8h,二级,良
2020-09-09,汉口江滩,10,92,70,25,96,68,96,O3_8h,二级,良
2020-09-09,汉口江滩,10,92,70,25,96,68,96,O3_8h,二级,良
2020-09-08,汉口江滩,6,77,54,16,108,48,108,O3_8h,三级,轻度污染
2020-09-08,汉口江滩,6,77,54,16,108,48,108,O3_8h,三级,轻度污染
2020-09-07,汉口江滩,9,60,53,16,102,43,102,O3_8h,三级,轻度污染
2020-09-07,汉口江滩,9,60,53,16,102,43,102,O3_8h,三级,轻度污染
2020-09-06,汉口江滩,11,70,58,22,115,55,115,O3_8h,三级,轻度污染
2020-09-06,汉口江滩,11,70,58,22,115,55,115,O3_8h,三级,轻度污染
2020-09-05,汉口江滩,8,44,53,18,140,43,140,O3_8h,三级,轻度污染
2020-09-05,汉口江滩,8,44,53,18,140,43,140,O3_8h,三级,轻度污染
2020-09-04,汉口江滩,7,65,58,14,85,35,85,O3_8h,二级,良
2020-09-04,汉口江滩,7,65,58,14,85,35,85,O3_8h,二级,良
2020-09-03,汉口江滩,7,78,55,14,100,33,100,O3_8h,二级,良
2020-09-03,汉口江滩,7,78,55,14,100,33,100,O3_8h,二级,良
2020-09-02,汉口江滩,7,37,54,17,98,38,98,O3_8h,二级,良
2020-09-02,汉口江滩,7,37,54,17,98,38,98,O3_8h,二级,良
2020-09-01,汉口江滩,6,34,53,15,91,38,91,O3_8h,二级,良
2020-09-01,汉口江滩,6,34,53,15,91,38,91,O3_8h,二级,良
2020-08-31,汉口江滩,5,44,58,19,100,53,100,O3_8h,二级,良
2020-08-31,汉口江滩,5,44,58,19,100,53,100,O3_8h,二级,良
2020-08-30,汉口江滩,6,50,53,21,115,42,115,O3_8h,三级,轻度污染
2020-08-30,汉口江滩,6,50,53,21,115,42,115,O3_8h,三级,轻度污染
2020-08-29,汉口江滩,7,59,49,0,85,25,85,O3_8h,二级,良
2020-08-29,汉口江滩,7,59,49,0,85,25,85,O3_8h,二级,良
2020-08-28,汉口江滩,6,65,51,20,111,43,111,O3_8h,三级,轻度污染
2020-08-28,汉口江滩,6,68,55,20,115,43,115,O3_8h,三级,轻度污染
2020-08-27,汉口江滩,7,74,50,18,89,38,89,O3_8h,二级,良
2020-08-27,汉口江滩,7,74,50,18,89,38,89,O3_8h,二级,良
2020-08-26,汉口江滩,7,28,39,16,75,25,75,O3_8h,二级,良
2020-08-26,汉口江滩,7,28,39,16,75,25,75,O3_8h,二级,良
2020-08-25,汉口江滩,6,28,32,17,54,18,54,O3_8h,二级,良
2020-08-25,汉口江滩,6,28,32,17,54,18,54,O3_8h,二级,良
2020-08-24,汉口江滩,5,43,40,15,65,29,65,O3_8h,二级,良
2020-08-24,汉口江滩,5,43,40,15,65,28,65,O3_8h,二级,良
2020-08-23,汉口江滩,6,40,44,18,84,32,84,O3_8h,二级,良
2020-08-23,汉口江滩,6,40,44,18,84,32,84,O3_8h,二级,良
2020-08-22,汉口江滩,5,44,45,23,93,38,93,O3_8h,二级,良
2020-08-22,汉口江滩,5,44,45,23,93,38,93,O3_8h,二级,良
2020-08-21,汉口江滩,5,19,21,19,50,18,50,--,一级,优
2020-08-21,汉口江滩,5,19,21,19,50,18,50,--,一级,优
2020-08-20,汉口江滩,6,28,29,17,62,20,62,O3_8h,二级,良
2020-08-20,汉口江滩,6,28,29,17,62,23,62,O3_8h,二级,良
2020-08-19,汉口江滩,7,58,53,19,49,38,58,NO2,二级,良
2020-08-19,汉口江滩,7,58,53,19,49,38,58,NO2,二级,良
2020-08-18,汉口江滩,16,70,48,24,96,35,96,O3_8h,二级,良
2020-08-18,汉口江滩,16,70,48,24,96,35,96,O3_8h,二级,良
2020-08-17,汉口江滩,8,62,38,19,50,26,62,NO2,二级,良
2020-08-17,汉口江滩,8,62,38,19,50,26,62,NO2,二级,良
2020-08-16,汉口江滩,7,49,30,15,54,18,54,O3_8h,二级,良
2020-08-16,汉口江滩,0,0,0,0,0,0,0,--,--,--
2020-08-15,汉口江滩,6,40,25,15,52,9,52,O3_8h,二级,良
2020-08-15,汉口江滩,6,40,25,15,52,9,52,O3_8h,二级,良
2020-08-14,汉口江滩,0,0,0,0,40,0,40,--,一级,优
2020-08-14,汉口江滩,0,0,0,0,0,0,0,--,--,--
2020-08-13,汉口江滩,6,37,21,7,45,13,45,--,一级,优
2020-08-13,汉口江滩,6,37,21,7,45,13,45,--,一级,优
2020-08-12,汉口江滩,5,37,35,14,33,23,37,--,一级,优
2020-08-12,汉口江滩,5,37,35,14,33,23,37,--,一级,优
2020-08-11,汉口江滩,5,44,37,18,49,32,49,--,一级,优
