销售员,区域,订单日期,回签日期,客户订单号,客户名称,产品规格,单价,数量,合计,发货日期,发货数量,批号,厂商,账期,开票日期,发票号,开票金额,理论收款日,收款年份,实际到款日,实际到款金额,"2023年其中
逾期应收账款",客户承诺付款日,信用额度,备注
申建,四川省,45217,45217,HA20231018,山东聊城华安商贸有限公司,M200,48.0,1000,48000,45217,1000,C2308027,明台,款到发货,45224,110329717,48000,#VALUE!,2023,45217,48000.0,#VALUE!,45217,,
申建,重庆市,45225,45231,CGDD-2023100090,北大医药股份有限公司,M102,49.0,25,1225,45231,25,C2307104,明台,7,45238,123931727,1225,45245,2023,45281,1225.0,0,45290,,
申建,重庆市,45232,45232,ZEJF-TCL-2310-029,植恩生物技术股份有限公司金凤分公司,CN40H PLUS,293.0,20,5850,45189,20,CFN40H-110039,乐天,30,45238,123937234,5850,45268,,,,5850,45366,,先发货后补合同
申建,重庆市,45232,45232,ZEJF-TCL-2310-029,植恩生物技术股份有限公司金凤分公司,CN10M,293.0,60,17550,45223,60,CQP10M-310020,乐天,30,45238,123937234,17550,45268,,,,17550,45366,,先发货后补合同
申建,四川省,45232,45232,4500301070,扬子江药业集团四川海蓉药业有限公司,M101,45.0,2300,102580,45233,2300,"C2307116   1575KG,C2307130    725KG",明台,30,45245,130995486,102580,45275,2023,45272,102580.0,0,45275,,
申建,四川省,45232,,,扬子江药业集团四川海蓉药业有限公司,M101LM,,,,45233,25,C2212104,明台,30,补货,,,#VALUE!,,,,#VALUE!,45275,,补货
申建,四川省,45236,45237,HA20231106,山东聊城华安商贸有限公司,M200,48.0,1000,48000,45237,1000,C2308027,明台,款到发货,45245,130980453,48000,#VALUE!,2023,45237,48000.0,#VALUE!,45237,,
申建,四川省,45036,45036,ZENNOVA-2023-0031,诺峰药业（成都）有限公司,M102,,,,45259,550,"C2306104   200KG,C2307111   350KG",明台,款到发货,45266,153670309,29700,#VALUE!,2023,45212,29700.0,#VALUE!,45578,,
申建,重庆市,45260,45260,ZEJF-LTT-2311-009,植恩生物技术股份有限公司金凤分公司,M102,54.0,25,1355,45268,25,C2307111,明台,30,45279,167643306,1355,45309,23年发货，24年开红字，此单发票作废，发票、收款信息看24年表格,,,0,45402,,单价包含了130元运费
申建,四川省,45265,45265,HA20231205,山东聊城华安商贸有限公司,M200,48.0,2000,96000,45266,2000,C230901,明台,款到发货,45273,160727141,96000,#VALUE!,2023,45266,96000.0,#VALUE!,45632,,
申建,重庆市,45268,45268,ZEJF-LTT-2312-001,植恩生物技术股份有限公司金凤分公司,CN40H PLUS,245.0,20,4900,45268,20,CFN40H-320205,乐天,30,45279,167643306,5400,45309,23年发货，24年开红字，此单发票作废，发票、收款信息看24年表格,,,0,45402,,石总同意先发货，20kg发货是算在后面大合同里的，以单价245元计算
申建,四川省,45275,45275,4500305463,扬子江药业集团四川海蓉药业有限公司,M101,45.0,2275,101465,45275,2275,C2308109,明台,30,45285,174243226,101465,45315,2024,45355,101465.0,0,2月30日,,内袋破损50kg，明台同意补货
申建,山西省,1月,,,云鹏医药集团有限公司,T-314,800.0,100,80000,44957,100,4022050,corel,款到发货,44964,2950985,80000,#VALUE!,2023,44955,80000.0,#VALUE!,45320,,其中50KG是北京福元调的货
申建,山西省,3月,,,亚宝药业集团股份有限公司,M101,45.0,4000,180000,,4000,,明台,30,45012,"43172221
43172222",180000,45042,2023,45057,180000.0,0,45423,,
申建,山西省,45064,45065,2023-SC-CGGLB-FL05015 1/3,亚宝药业集团股份有限公司,M101,45.0,3000,135000,45070,3000,C2303122  525KG C2303138  2475KG,明台,30,45085,24987668,135000,45115,2023,45120,135000.0,0,45122,,
申建,山西省,45096,45097,,亚宝药业集团股份有限公司,M101,45.0,6000,270000,45098,6000,C2302109,明台,30,45113,36123661,270000,45143,2023,45152,270000.0,0,45518,,
申建,山西省,45105,45106,SXTD20230628,山西同达药业有限公司,HP55,698.0,100,69800,45110,100,PF55-310017,乐天,款到发货,45118,38098794,69800,#VALUE!,2023,45110,69800.0,#VALUE!,45476,,
申建,山西省,45155,45156,,亚宝药业集团股份有限公司,M101,45.0,5000,225000,45156,5000,C2306110,明台,30,45161,62287338,225000,45191,2023,45216,225000.0,0,45582,,
申建,山西省,45245,45245,,亚宝药业集团股份有限公司,M101,45.0,4000,180000,45246,4000,C2308108,明台,30,45251,136951981,180000,45281,2023,45283,180000.0,0,45649,,
申建,山西省,45272,45275,2023-SC-CGGLB-FL12020,亚宝药业集团股份有限公司,M101,45.0,2000,90000,45275,2000,"C2308108  700KG,C2308109  1300KG",明台,30,45285,174235451,90000,45315,2024,45344,90000.0,0,45344,,
申建,山西省,45285,45287,,亚宝药业集团股份有限公司,M101,45.0,3000,135000,45287,3000,C2308109,明台,30,45288,179338165,135000,45318,2024,45370,135000.0,0,45397,,
王洪翔,浙江省,1月,,,浙江赛默制药有限公司,C91,210.0,100,21000,,100,,明台,款到发货,44964,2956385,21000,44964,2023,44942,21000.0,0,,,
王洪翔,浙江省,1月,,,浙江赛默制药有限公司,T-314,800.0,25,20000,,25,,Corel,款到发货,44964,2955479,20000,44964,2023,44938,20000.0,0,,,
王洪翔,浙江省,2月,,,宁波美诺华天康药业有限公司,M102,54.0,25,1350,,25,,明台,款到发货,44981,5065096,1350,44981,2023,44974,1350.0,0,,56000,
王洪翔,浙江省,2月,,,浙江东亚药业股份有限公司,M101,50.0,50,2500,,50,,明台,款到发货,44981,5062590,2500,44981,2023,44971,2500.0,0,,,
王洪翔,浙江省,2月,,,浙江金华康恩贝生物制药有限公司,M101,50.0,100,5000,,100,,明台,30,44981,5065107,5000,44981,2023,45013,5000.0,0,,8000,
王洪翔,浙江省,2月,,,杭州民生药业有限公司,244FP,185.0,40,7400,,40,,Grace,款到发货,44992,6482463,7400,44992,2023,44984,7400.0,0,,,
王洪翔,浙江省,2月,,,宁波美诺华天康药业有限公司,244FP,205.0,50,10250,,50,,Grace,款到发货,44981,5065096,10250,44981,2023,44979,10250.0,0,,,
王洪翔,浙江省,2月,,,浙江海正药业股份有限公司,XL-10,150.0,25,3750,,25,,南杭,30,44972,3777897,3750,44972,2023,45008,3750.0,0,,3750,
王洪翔,浙江省,2月,,,浙江赛默制药有限公司,244FP,220.0,30,6600,,30,,Grace,款到发货,44992,6491716,6600,44992,2023,44978,6600.0,0,,,
王洪翔,浙江省,2月,,,浙江赛默制药有限公司,E30D,280.0,10,2800,,10,,Corel,款到发货,44992,6491716,2800,44992,2023,44978,2800.0,0,,,
王洪翔,浙江省,3月,,,花园药业股份有限公司,C91,210.0,125,26250,,125,,明台,预付50%，剩余10天,45012,9416140,26250,45012,2023,44999,26250.0,0,,220000,
王洪翔,浙江省,3月,,,正大青春宝药业有限公司,M101,50.0,50,2500,,50,,明台,款到发货,45007,43172220,2500,45007,2023,44998,2500.0,0,,,
王洪翔,浙江省,3月,,,杭州华东医药集团新药研究院有限公司,K30,125.0,25,3125,,25,,南杭,款到发货,45007,8694607,3125,45007,2023,44998,3125.0,0,,,
王洪翔,浙江省,3月,,,宁波双成药业有限公司,T-314,800.0,100,80000,,100,,Corel,款到发货,45007,8692016,80000,45007,2023,44971,80000.0,0,,,
王洪翔,浙江省,3月,,,浙江艾森药业有限公司,244FP（美）,220.0,41,8976,,41,,Grace,款到发货,45007,8691384,8976,45007,2023,44998,8976.0,0,,,
王洪翔,浙江省,3月,,,浙江华海药业股份有限公司,HP55,620.0,80,49600,,80,,乐天,60,45012,9422954,49600,45012,2023,45212,49600.0,0,,15500,
王洪翔,浙江省,4月,,,浙江中同药业有限公司,HP55,620.0,1000,620000,,1000,,乐天,预付50%定金,45041,14648094,620000,#VALUE!,2023,44994,620000.0,#VALUE!,,95000,
王洪翔,浙江省,4月,,,浙江中同药业有限公司,HP55,620.0,500,,45082,500,,乐天,预付50%定金,45090,26625481,310000,#VALUE!,2023,"04/20
06/01",310000.0,#VALUE!,,,
王洪翔,浙江省,44995,45050,,花园药业股份有限公司,M105,68.0,5500,374000,45050,5500,C2304505/C2304506,明台,预付50%，剩余10天,45056,17262733,374000,45056,2023,"03/14
05/24",374000.0,0,,,
王洪翔,浙江省,45033,45034,,浙江方格药业有限公司,VA64,210.0,25,5250,45051,25,VA64-230321F41,南杭,款到发货,45056,17270300,5250,45056,2023,45043,5250.0,0,,,
王洪翔,浙江省,45054,45054,JX(CG)YLCG-2023-05-001,浙江京新药业股份有限公司,M112,68.0,50,3400,45055,50,C2211114,明台,30,45063,18747326,3400,45063,2023,45090,3400.0,0,,100000,
王洪翔,浙江省,45057,45058,JX(CG)YLCG-Z-20230-05-007,浙江京新药业股份有限公司,HP55,650.0,200,130000,45061,160,310011,乐天,30,45071,20926327,104000,45101,2023,45149,104000.0,0,,,
王洪翔,浙江省,45056,45056,,如新（中国）保健品湖州分公司,244FP（美）,225.0,41,9180,45061,41,5210237438/C2304102,Grace,60,45154,57721400,9180,45214,2023,45128,9180.0,0,,2300,"补货一箱M102,补货款已包含在单价中"
王洪翔,浙江省,45028,45028,MNH20230412,宁波美诺华天康药业有限公司,M102,52.0,1700,88400,45062,1700,C2304102/C2305113,明台,款到发货,45071,20952931,88400,#VALUE!,2023,45035,88400.0,#VALUE!,,,
王洪翔,浙江省,44973,44973,ZJSM20230216,浙江赛默制药有限公司,E30D,280.0,30,8400,45068,30,40022003,Corel,款到发货,45071,21136985,8400,#VALUE!,2023,44978,8400.0,#VALUE!,,,
王洪翔,浙江省,44973,44973,ZJSM20230216,浙江赛默制药有限公司,244FP,220.0,60,13200,45068,60,1000393760,Grace,款到发货,45071,21136985,13200,#VALUE!,2023,45029,13200.0,#VALUE!,,,
王洪翔,浙江省,45022,45022,ZJSM20230406,浙江赛默制药有限公司,E30D,280.0,10,2800,45068,10,40022003,Corel,款到发货,45071,21136985,2800,#VALUE!,2023,45029,2800.0,#VALUE!,,,
王洪翔,浙江省,45078,45090,,杭州华东医药集团新药研究院有限公司,K30,125.0,25,3125,45089,25,PK30-221113F13,南杭,款到发货,45097,29340011,3125,#VALUE!,2023,45106,3125.0,#VALUE!,,,
王洪翔,浙江省,45078,45090,,杭州华东医药集团新药研究院有限公司,XL,145.0,25,3625,45089,25,PP221116XL,南杭,款到发货,45097,29340011,3625,#VALUE!,2023,45106,3625.0,#VALUE!,,,
王洪翔,浙江省,45072,45076,ZJKR20230526,浙江凯润药业股份有限公司,M102,54.0,125,6750,45090,125,C2305113,明台,款到发货,45097,29346870,6750,#VALUE!,2023,45089,6750.0,#VALUE!,,,
王洪翔,浙江省,45093,45097,QZPU-2023-159,浙江艾森药业有限公司,244FP（美）,220.0,27,5984,45096,27,5210237438,Grace,款到发货,45104,31931620,5984,#VALUE!,2023,45096,5984.0,#VALUE!,,,
王洪翔,浙江省,45097,45103,ZJSM20230620,浙江赛默制药有限公司,T-314,800.0,25,20000,45103,25,4022105,Corel,款到发货,45113,36088854,20000,#VALUE!,2023,45102,20000.0,#VALUE!,,,
王洪翔,浙江省,45104,45105,ZJ20230627,浙江江北药业有限公司,M102,48.0,25,1200,45105,25,C2305128,明台,30,45113,36103304,1200,45143,2023,45191,1200.0,0,,35000,
王洪翔,浙江省,45089,45091,JX(CG)YLCG-Z-20230-06-016,浙江京新药业股份有限公司,HP55,650.0,60,39000,45105,60,310017,乐天,30,45113,36104349,39000,45143,2023,45149,39000.0,0,,,
王洪翔,浙江省,45089,45091,JX(CG)YLCG-Z-20230-06-016,浙江京新药业股份有限公司,HP50,650.0,100,65000,45105,100,310013,乐天,30,45113,36104349,65000,45143,2023,45149,65000.0,0,,,
王洪翔,浙江省,45057,45058,JX(CG)YLCG-Z-20230-05-007,浙江京新药业股份有限公司,HP55,650.0,40,26000,45105,40,310017,乐天,30,45113,36104349,26000,45143,2023,45149,26000.0,0,,,
王洪翔,浙江省,45104,45107,ZJ20230627,浙江海正药业股份有限公司,XL-10,150.0,25,3750,45110,25,PP230513XL-10,南杭,30,45113,36109556,3750,45143,2023,45183,3750.0,0,45177,,南杭直发
王洪翔,浙江省,45110,45110,EZ230048,杭州中美华东制药有限公司,M101,47.0,50,2350,45110,50,C2304121,明台,30,45113,36108746,2350,45143,2023,45271,2350.0,0,,2400,
王洪翔,浙江省,45113,45117,JX(CG)YLCG-Z-20230-07-005,浙江京新药业股份有限公司,HP55,650.0,120,78000,45117,120,PF55-310017,乐天,30,45126,41887137,78000,45156,2023,45189,78000.0,0,45184,,
王洪翔,浙江省,45121,45121,ZJ20230714,浙江江北药业有限公司,M112,65.0,2000,130000,45121,2000,C221114    875KG  C2301108  1125KG,明台,30,45126,41894449,130000,45156,2023,45161,130000.0,0,,,
王洪翔,浙江省,45117,45118,ZJ20230710,浙江昂利康制药股份有限公司,M102,54.0,175,9450,45131,175,C2306104,明台,款到发货,45134,46618771,9450,#VALUE!,2023,45126,9450.0,#VALUE!,,,
王洪翔,浙江省,45125,45140,MNH20230718,宁波美诺华天康药业有限公司,M102,52.0,1000,52000,45159,1000,C2306104,明台,款到发货,45164,65281309,52000,#VALUE!,2023,45146,52000.0,#VALUE!,,,
王洪翔,浙江省,45118,45135,NBSC20230711-001,宁波双成药业有限公司,T-314,800.0,100,80000,45146,100,4022105,Corel,款到发货,45154,57742588,80000,#VALUE!,2023,45145,80000.0,#VALUE!,,,
王洪翔,浙江省,45134,45135,CG2023070775,浙江华海药业股份有限公司,HP55,620.0,20,12400,45166,20,PF55-310017,乐天,60,45175,72021993,12400,45235,2023,45265,12400.0,0,11月17,,
王洪翔,浙江省,45142,45146,MNH20230804,宁波美诺华天康药业有限公司,M102,54.0,25,1350,45159,25,C2306104,明台,款到发货,45166,65283828,1350,#VALUE!,2023,45156,1350.0,#VALUE!,,,
王洪翔,浙江省,45142,45146,MNH20230804,宁波美诺华天康药业有限公司,CCS,180.0,25,4500,45159,25,D2212001,明台,款到发货,45166,65283828,4500,#VALUE!,2023,45156,4500.0,#VALUE!,,,
王洪翔,浙江省,45146,45146,KY-ZJ-2023-148,浙江普洛康裕制药有限公司,244FP,220.0,30,6600,45148,30,1000393760,Grace,30,45154,57743986,6600,45184,2023,45195,6600.0,0,,1650,
王洪翔,浙江省,45153,45163,ZJ20230815,浙江海正药业股份有限公司,XL-10,150.0,25,3750,45167,30,PP230521XL-10,南杭,30,45175,72030775,3750,45205,2023,45239,3750.0,0,10月13,,
王洪翔,浙江省,45163,45168,,浙江中同药业有限公司,HP55,618.0,4500,2781000,45197,2960,"PF55-310085   1520KG,PF55-310086   1440KG",乐天,预付50%的货款，余款30天到账，第2笔款2024年1月20日前付,45210,97721448,1829280,#VALUE!,2023,"08/31
11/09",1829280.0,#VALUE!,,,"发货3000kg，安钢出库破损40kg，实际收货2960
2023/11月已返利"
王洪翔,浙江省,45177,45182,JHK20230908,浙江金华康恩贝生物制药有限公司,M101,50.0,125,6250,45182,125,C2307116,明台,30,45189,82804020,6250,45219,2023,45218,6250.0,0,,,
王洪翔,浙江省,45181,45181,,杭州中美华东制药有限公司,M101,47.0,150,7050,45182,150,C2307116,明台,30,45189,82815884,7050,45219,2023,45271,7050.0,0,,,
王洪翔,浙江省,45183,45184,GWD20230914,浙江歌文达生物医药科技有限公司,AN3,300.0,25,7500,45206,25,AFN003-230334,乐天,款到发货,45210,97763195,7500,#VALUE!,2023,45189,7500.0,#VALUE!,,,
王洪翔,浙江省,45187,45188,HDXY20230918,杭州华东医药集团新药研究院有限公司,K30,125.0,25,3125,45191,25,PK30-221113F13,南杭,款到发货,45210,97756721,3125,#VALUE!,2023,45190,3125.0,#VALUE!,,,
王洪翔,浙江省,45187,45188,HDXY20230918,杭州华东医药集团新药研究院有限公司,XL,145.0,50,7250,45191,50,PP230424XL,南杭,款到发货,45210,97756721,7250,#VALUE!,2023,45190,7250.0,#VALUE!,,,
王洪翔,浙江省,45188,45190,ZJSM20230919,浙江赛默制药有限公司,244FP,220.0,10,2200,45194,10,1000393760,Grace,款到发货,45210,97761361,2200,#VALUE!,2023,45191,2200.0,#VALUE!,,,
王洪翔,浙江省,45189,45189,JX(CG)YLCG-Z-2023-09-035,浙江京新药业股份有限公司,HP50,650.0,80,52000,45189,80,PF50-310013,乐天,30,45194,86898627,52000,45224,2023,45258,52000.0,0,11月20,,
王洪翔,浙江省,45194,45195,BJ20230925,杭州民生滨江制药有限公司,M105,73.0,350,25550,45215,350,C2304506,明台,款到发货,45224,110296447,25550,#VALUE!,2023,45210,25550.0,#VALUE!,,,
王洪翔,浙江省,45194,45195,BJ20230925,杭州民生滨江制药有限公司,244FP,220.0,30,6600,45215,30,1000393760,Grace,款到发货,45224,110296447,6600,#VALUE!,2023,45210,6600.0,#VALUE!,,,
王洪翔,浙江省,45211,45211,,浙江中同药业有限公司,HP55,618.0,2800,1730400,45236,920,"PF55-310020   400KG, PF55-310041    420KG,  PF55-310091    100KG",乐天,预付50%的货款，余款30天到账，第2笔款2024年2月20日前付,45238,123910306,568560,#VALUE!,2023,45225,568560.0,#VALUE!,12月15,,2024/3 月已返利 领之贤开票
王洪翔,浙江省,45229,,KL20231027,康龙化成（宁波）科技发展有限公司,M102,55.0,25,1375,45238,25,C2307104,明台,款到发货,45245,130998727,1375,#VALUE!,2023,45238,1375.0,#VALUE!,,,
王洪翔,浙江省,45163,45168,,浙江中同药业有限公司,HP55,,,,45236,1500,PF55-310091,乐天,预付50%的货款，余款30天到账，第2笔款2024年1月20日前付,45238,123910306,927000,#VALUE!,2023,"10/26
12/26",922140.0,#VALUE!,,,2024/3 月已返利 领之贤开票
王洪翔,浙江省,45163 ,45168 ,,浙江中同药业有限公司,HP55,,,,45236 ,1500 ,PF55-310091,乐天,预付50%的货款，余款30天到账，第2笔款2024年1月20日前付,45238 ,123910306,927000 ,#VALUE!,2024,45350,4860.0,,,,
王洪翔,浙江省,45237,45251,ZJ20231107,浙江海正药业股份有限公司,XL-10,150.0,25,3750,45251,25,PP230913XL-10,南杭,30,45258,144907058,3750,45288,2024,45328,3750.0,0,,,
王洪翔,浙江省,45251,45251,JK20231113005,浙江金华康恩贝生物制药有限公司,M101,50.0,300,15000,45252,300,C2308108,明台,30,45258,144912862,15000,45288,2023,45288,15000.0,0,,,
王洪翔,浙江省,45279,45280,,浙江昂利康制药股份有限公司,C91,200.0,15,3000,45288,15,N2306005-S,明台,款到发货,45288,179372981,3000,#VALUE!,2023,45287,3000.0,#VALUE!,,,
王洪翔,海南省,1月,,,海南先声药业有限公司,M101,46.0,8175,376050,,8175,,明台,30,"01/10


03/14","43172098
43172099
43172100
07474536",374900,#VALUE!,2023,"03/07
03/14
04/28",374900.0,#VALUE!,,320000,破损25kg
王洪翔,海南省,1月,,,海南先声药业有限公司,M101,46.0,10000,460000,,10000,,明台,30,44964,2948454,476350,44964,2023,45037,476350.0,0,,,
王洪翔,海南省,2月,,,海南先声药业有限公司,M101,48.0,9375,450000,,9375,,明台,30,44981,5057760,450000,44981,2023,"04/21
04/28",450000.0,0,,,
王洪翔,海南省,2月,,,海南先声药业有限公司,M101,48.0,10275,493200,,10275,,明台,30,44999,7474116,493200,44999,2023,45044,43200.0,0,,,
王洪翔,海南省,2月,,,海南华益泰康药业股份有限公司,HP50,600.0,80,48000,,80,,乐天,30,44971,43172058,48000,44971,2023,45013,48000.0,0,,163000,
王洪翔,海南省,2月,,,海南林恒制药股份有限公司,K30,120.0,150,18000,,150,,南杭,30,44981,5069362,18000,44981,2023,44972,18000.0,0,,4500,
王洪翔,海南省,3月,,,海南海神同洲制药有限公司,M102,52.0,50,2600,,50,,明台,款到发货,45022,11060072,2600,45022,2023,45007,2600.0,0,,,
王洪翔,海南省,3月,,,海南华益泰康药业股份有限公司,M200,57.0,10600,604200,,10600,,明台,30,44999,7470058,604200,44999,2023,45044,604200.0,0,,,
王洪翔,海南省,45261,,LH20231201,海南林恒制药股份有限公司,K30,120.0,75,9000,45274,75,PK30-221113F13,南杭,款到发货,45285,174248236,9000,#VALUE!,2023,45274,9000.0,#VALUE!,,,
王洪翔,海南省,45275,45279,20231214-HN-754,海南先声药业有限公司,M105,75.0,150,11250,45279,150,C2309503,明台,30,45308,17728043,11250,45338,2024,45341,11250.0,0,,,
王洪翔,浙江省,4月,,,浙江江北药业有限公司,硬脂酸钙,500.0,20,10000,,20,,NITIKA,30,45056,17260185,10000,45086,2023,45124,10000.0,0,,,
王洪翔,浙江省,4月,,,浙江金华康恩贝生物制药有限公司,M101,50.0,100,5000,,100,,明台,30,45056,17259191,5000,45086,2023,45088,5000.0,0,,,
王洪翔,浙江省,4月,,,宁波美诺华天康药业有限公司,M102,52.0,1250,65000,,1250,,明台,,"04/06
04/25","11058445
14648023",65700,#VALUE!,2023,"03/30
04/19",65700.0,#VALUE!,,,
王洪翔,浙江省,4月,,,浙江京新药业股份有限公司,M112,68.0,125,8500,,125,,明台,,45041,14661460,8500,45041,2023,45090,8500.0,0,,,
王洪翔,辽宁省,2月,,,沈阳双鼎制药有限公司,HP50,750.0,20,15000,44963,20,310001,乐天,款到发货,44971,3692954,15000,#VALUE!,2023,44960,15000.0,#VALUE!,,,
王洪翔,辽宁省,45266,45271,SYHHS20231206,辽宁上药好护士药业（集团）有限公司,244FP,270.0,10,2700,45271,10,1000402280,GRACE,款到发货,45279,167609507,2700,#VALUE!,2023,45268,2700.0,#VALUE!,,,
王洪翔,辽宁省,45279,,SYHHS20231219,辽宁上药好护士药业（集团）有限公司,244FP,270.0,10,2700,45285,10,1000402280,GRACE,款到发货,45288,179427506,2700,#VALUE!,2023,45283,2700.0,#VALUE!,,,
杨译强,山东省,1月,,,科偲（山东）创业服务有限公司,974P,430.0,5,2150,44929,5,22321001,Corel,款到发货,44936,43172140,2150,#VALUE!,2022,22/12/30,2150.0,#VALUE!,45037,,
杨译强,河北省,1月,,,石家庄欧意和医药销售有限公司,CN10T,128.0,12000,1536000,,12000,,乐天,45,44992,43172192-43172206,1536000,45037,2023,45051,1536000.0,0,,1800000,
杨译强,河北省,2月,,,华北制药股份有限公司,硬脂酸钙,690.0,20,13800,44964,20,CAST9L2002,NITIKA,款到发货,44972,43172178,13800,#VALUE!,2023,44963,13800.0,#VALUE!,,15000,
杨译强,河北省,2月,,,石家庄欧意和医药销售有限公司,CN10T Plus,128.0,7600,972800,,7600,,乐天,45,44984,5354558,972800,45029,2023,45089,972800.0,0,,,
杨译强,北京市,3月,,,北京福元医药股份有限公司,T-314,440.0,850,374000,45008,850,04022053  450kg  04022054  400kg,corel,30,45022,11051746,374000,45052,2023,"01/13
05/24",374000.0,0,,350000,之前多付款44000（100kg），本次予以扣除
杨译强,天津市,3月,,,天津信合瑞生物科技有限公司,971P,310.0,20,6200,,20,,Corel,款到发货,45012,9420619,6200,#VALUE!,2023,45007,6200.0,#VALUE!,,,
杨译强,河北省,3月,,,河北龙海药业有限公司,T-314,920.0,25,23000,44999,25,4022053,Corel,款到发货,45008,8803145,23000,#VALUE!,2023,44987,23000.0,#VALUE!,,,
杨译强,河北省,3月,,,华北制药股份有限公司,硬脂酸钙,690.0,40,27600,3月7日，3月28日,40,CAST9L2002,NITIKA,款到发货,"03/14
04/06","43172216
43172223",27600,#VALUE!,2023,"3月6日
3月27日",27600.0,#VALUE!,,,
杨译强,北京市,4月,,,北京柏雅联合药物研究所有限公司,974P,495.0,5,2475,45041,5,22321001,Corel,款到发货,45056,17278236,2475,#VALUE!,2023,45041,2475.0,#VALUE!,,,
杨译强,北京市,44995,,15512,葆婴有限公司,244FP（美）,268.0,204,54672,45033,204,5210227381,Grace,30,45043,15150957,47382,45073,2023,45070,47382.0,0,,46000,
杨译强,北京市,4月,,,华润紫竹药业有限公司,BN40H,380.0,160,60720,45035,160,150096,乐天,60,45041,14654379,60720,45101,2023,45126,60720.0,0,,15000,
杨译强,河北省,4月,,,石家庄欧意和医药销售有限公司,CN10T Plus,128.0,3000,384000,45020,3000,320019 880kg  320022  520kg  320035  1000kg  320039  600kg,乐天,45,45029,12293414,384000,45074,2023,45089,384000.0,0,,,
杨译强,河北省,4月,,,石家庄市普力制药有限公司,T-314,800.0,50,40000,45035,50,4022054,Corel,款到发货,45041,14655693,40000,#VALUE!,2023,45035,40000.0,#VALUE!,,,
杨译强,山东省,4月,,,威海百合生物技术股分有限公司,XL,145.0,200,29000,45033,200,PP221116XL,南杭,30,45041,14657045,29000,45071,2023,45096,29000.0,0,,27000,
杨译强,北京市,44872,45267,FY04221115,北京福元医药股份有限公司,T-314,440.0,750,330000,45071,750,04022104  550KG  04022105  200KG,COREL,30,45085,24988296,330000,45115,2023,45161,330000.0,0,,,
杨译强,河北省,45043,45142,112-22-20230427-0012,华北制药股份有限公司,硬脂酸钙,690.0,40,27600,45070,40,CAST9L2002,NITIKA,款到发货,45085,5616110,27600,#VALUE!,2023,45070,27600.0,#VALUE!,,,
杨译强,北京市,45055,不需要,15613,葆婴有限公司,244FP（美）,268.0,204,54672,45082,204,5210237438,GRACE,30,45090,26629218,51027,45120,2023,45120,51027.0,0,,,少开13.6kg发票
杨译强,山东省,45072,45072,SD20230526,山东信谊制药有限公司,T-314,730.0,15,10950,45072,15,4022054,COREL,款到发货,45075,21858136,10950,#VALUE!,2023,45244,10950.0,#VALUE!,,,特批先发货，验收合格开票再付款。实际发货25KG
杨译强,山东省,45098,45103,,威海百合生物技术股分有限公司,XL,145.0,100,14500,45103,75,PP221116XL,南杭,30,45113,36088240,10875,45143,2023,45207,10875.0,0,,,发货75kg
杨译强,山东省,45092,45107,ZY20230615,浙江众延医药科技有限公司,硬脂富马酸钠,2500.0,20,50000,45106,20,SSFM4L192,NITIKA,款到发货,45113,36124391,50000,#VALUE!,2023,45105,50000.0,#VALUE!,,,发货青岛黄海制药
杨译强,河北省,45119,45120,2307130988,石家庄欧意和医药销售有限公司,CN10T Plus,143.0,30000,4290000,45121,10120,320039   720KG       320121   4820KG    320122  1380KG    320123  3200KG,乐天,45,45134,46621839,1447160,45179,2023,45187,1447160.0,0,,,
杨译强,北京市,45125,不需要,15674-1,葆婴有限公司,244FP（美）,268.0,204,54672,45152,204,5210237438,GRACE,30,45161,62274167,51027,45191,2023,45191,51027.0,0,,,少开13.6kg发票
杨译强,北京市,45070,45207,FY04230553,北京福元医药股份有限公司,T-314,462.0,1500,693000,45209,900,04022103   550kg，04022105  50kg，04022106   300kg,COREL,30,45217,103758383,415800,45247,2023,45268,415800.0,0,,,
杨译强,河北省,45119,45120,2307130988,石家庄欧意和医药销售有限公司,CN10T Plus,143.0,,,45147,10440,320085   1140kg，320140   4820kg， 320141   4480kg,乐天,45,45154,57727274,1492920,45199,2023,45215,1492920.0,0,,,
杨译强,河北省,45119,45120,2307130988,石家庄欧意和医药销售有限公司,CN10T Plus,143.0,,,45163,9600,320148  4820kg，320155   4780kg,乐天,45,45175,72014561,1372800,45220,2023,45237,1372800.0,0,,,
杨译强,山东省,45187,45187,,威海百合生物技术股份有限公司,XL,145.0,100,14500,45187,100,PP230424XL,南杭,30,45194,86878351,14500,45224,2023,45237,14500.0,0,,,
杨译强,北京市,45188,不需要,15674-2,葆婴有限公司,244FP（美）,268.0,204,54672,45236,204,5210237457,GRACE,30,45245,130986103,32803,45275,2023,45259,32803.0,0,,,"破损6袋，客户拒收
少开票81.6KG"
杨译强,山东省,45225,45225,XSD1304231028301,山东新时代药业有限公司,硬脂酸镁,440.0,25,11000,45236,25,MGST0L2322,NITIKA,30,45245,130988209,11000,45275,2024,45314,11000.0,0,,2750,
杨译强,山东省,45231,45236,,威海百合生物技术股份有限公司,羟丙基淀粉GA P100,36.0,75,2700,45238,75,BBS1230-09,宜瑞安,30,45251,136931595,2700,45281,2024,45299,2700.0,0,,,
杨译强,山东省,45237,45239,,威海百合生物技术股份有限公司,XL,145.0,200,29000,45243,200,"PP230424XL   50KG,PP230708XL   150KG",南杭,30,45251,136931595,29000,45281,2024,45299,29000.0,0,,,
