序号,商品分类,商品名称,sku名称,skuID,零售价,特价,库存,条形码,店内码,货道/货架,进货价格,我的售价,姐的售价,调价,满减价格
229,爱侣情趣,【229】情趣面罩面具夫妻调情眼罩化装舞会性感蕾丝黑色镂空蕾丝成人面具,【229】情趣面罩面具夫妻调情眼罩化装舞会性感蕾丝黑色镂空蕾丝成人面具,1001015767,28.0,,0,424932161,,55,2,,7.0,10.0,20
230,爱侣情趣,【230】猫咪耳朵发箍铃铛头饰狐狸cos兽耳发夹尾巴lolita手作狼女仆发饰,【230】猫咪耳朵发箍铃铛头饰狐狸cos兽耳发夹尾巴lolita手作狼女仆发饰,1001015766,68.0,0.0,1,662649418,,56,6,26.0,17.0,60.0,30
231,爱侣情趣,【231】cosplay下半框禁欲风装饰眼镜网红无边框二次元御姐女jk软妹镜架,【231】cosplay下半框禁欲风装饰眼镜网红无边框二次元御姐女jk软妹镜架,1001015826,38.0,0.0,2,613571904,,57,4,20.0,16.0,20.0,25
232,爱侣情趣,【232】黑色原宿风暗黑洛丽塔少女蕾丝手套网纱透明薄款lolita,【232】黑色原宿风暗黑洛丽塔少女蕾丝手套网纱透明薄款lolita,1001015824,118.0,0.0,1,524335237,,58,7,40.0,21.0,40.0,34
233,爱侣情趣,【233】人用项圈女m项链情趣女仆牵引绳脖子夏季颈带人戴choker锁骨链sm,【233】人用项圈女m项链情趣女仆牵引绳脖子夏季颈带人戴choker锁骨链sm,1001015823,88.0,0.0,1,315180404,,59,8,120.0,24.0,120.0,36
234,爱侣情趣,【234】人间嗲妹 气质温柔蕾丝蝴蝶结颈链百搭短款锁骨链项链女,【234】人间嗲妹 气质温柔蕾丝蝴蝶结颈链百搭短款锁骨链项链女,1001015822,76.0,0.0,1,464986421,,60,5,20.0,10.0,20.0,28
235,爱侣情趣,【235】XINUD猫系韩妹 蝴蝶结项链黑蕾丝镂空绑带颈链项圈性感choker,【235】XINUD猫系韩妹 蝴蝶结项链黑蕾丝镂空绑带颈链项圈性感choker,1001015821,38.0,0.0,1,324149218,,61,3,25.0,7.0,25.0,22
236,爱侣情趣,【236】[眼罩绑带]可以当束缚带使用的眼罩谜姬 眼罩（玫瑰红）,【236】[眼罩绑带]可以当束缚带使用的眼罩谜姬 眼罩（玫瑰红）,1001015819,78.0,0.0,1,212460944,,62,5,20.0,24.0,20.0,26
237,爱侣情趣,【237】激情睫毛蕾丝眼罩夜店面具调情性感捆绑绑带蒙眼手铐捆绑用品,【237】激情睫毛蕾丝眼罩夜店面具调情性感捆绑绑带蒙眼手铐捆绑用品,1001015818,78.0,,0,371955060,,427,8,,36.0,38.0,35
238,爱侣情趣,【238】黑色蕾丝小铃铛项链女choker锁骨链脖子颈环软妹女仆项圈,【238】黑色蕾丝小铃铛项链女choker锁骨链脖子颈环软妹女仆项圈,1001015816,48.0,0.0,1,717474453,,212,5,55.0,51.0,55.0,28
239,爱侣情趣,【239】BIY 白色蕾丝小铃铛项链女choker锁骨链脖子颈环软妹女仆项圈,【239】BIY 白色蕾丝小铃铛项链女choker锁骨链脖子颈环软妹女仆项圈,1001015815,48.0,0.0,1,509188780,,213,5,55.0,51.0,55.0,28
240,爱侣情趣,【240】黑色 人间嗲妹 气质温柔蕾丝蝴蝶结颈链百搭短款锁骨链项链女,【240】黑色 人间嗲妹 气质温柔蕾丝蝴蝶结颈链百搭短款锁骨链项链女,1001015813,48.0,0.0,1,375672253,,214,5,40.0,36.0,40.0,28
241,爱侣情趣,【241】纹身贴四款随机发（单拍不发）,【241】纹身贴四款随机发（单拍不发）,1001015811,18.0,,0,178148559,,428,1,,7.0,10.0,18
242,爱侣情趣,【242】久爱SM-红黑道七件套男女角色扮演情趣穿戴套装,【242】久爱SM-红黑道七件套男女角色扮演情趣穿戴套装,1001015809,388.0,,0,390698160,,429,45,,211.0,188.0,128
243,女用玩具,【243】[口塞+乳夹阴蒂夹]SM口阴乳夹,【243】[口塞+乳夹阴蒂夹]SM口阴乳夹,1001015808,228.0,0.0,1,210605095,,63,18,45.0,35.0,38.0,61
244,爱侣情趣,【244】[门上秋千]解锁新玩法，摇起来的快乐谜姬 门上秋千,【244】[门上秋千]解锁新玩法，摇起来的快乐谜姬 门上秋千,1001015806,208.0,,0,361049120,,430,24,,92.0,88.0,74
245,爱侣情趣,【245】[捆绑七件套]毛绒款，SM毛绒皮七件套,【245】[捆绑七件套]毛绒款，SM毛绒皮七件套,1001015805,158.0,,0,774280783,,431,16,,75.0,68.0,55
246,爱侣情趣,【246】[藤条鞭打]建议先用水泡，泡水后更具韧性洗藤条 打屁股惩罚,【246】[藤条鞭打]建议先用水泡，泡水后更具韧性洗藤条 打屁股惩罚,1001015803,78.0,0.0,2,425216062,,64,4,30.0,25.0,20.0,26
247,爱侣情趣,【247】红色[嘴型张口环]防止咬到，谜姬 SM嘴型口环,【247】红色[嘴型张口环]防止咬到，谜姬 SM嘴型口环,1001015802,128.0,0.0,2,668272634,,65,10,35.0,24.0,20.0,41
248,爱侣情趣,"【248】[四条捆绑带]束手绑腿带，多种组合SM束手分腿带,睡床绑带","【248】[四条捆绑带]束手绑腿带，多种组合SM束手分腿带,睡床绑带",1001015801,118.0,0.0,2,605763591,,66,9,50.0,27.0,28.0,38
249,爱侣情趣,【249】[毛绒手铐]毛绒手铐，快捆住你的犯人，带钥匙,【249】[毛绒手铐]毛绒手铐，快捆住你的犯人，带钥匙,1001015799,68.0,,0,447245897,,67,4,,16.0,10.0,25
250,爱侣情趣,【250】[捆绑十二件套]更全面的调教SM毛绒皮十二件套,【250】[捆绑十二件套]更全面的调教SM毛绒皮十二件套,1001015798,258.0,0.0,1,348783436,,323,30,110.0,105.0,98.0,91
251,SM器具,【251】[全身束缚带]全身捆绑，动弹不得,【251】[全身束缚带]全身捆绑，动弹不得,1001015687,88.0,0.0,1,419900458,,215,10,48.0,44.0,38.0,40
252,SM器具,【252】[捆绑十件套]谜姬 SM毛绒皮革十件套黑色,【252】[捆绑十件套]谜姬 SM毛绒皮革十件套黑色,1001015690,198.0,0.0,1,291272278,,281,23,130.0,124.0,108.0,72
253,SM器具,【253】[情趣眼罩]剥夺视觉后，身体敏感提升50%，SM情趣毛绒眼罩,【253】[情趣眼罩]剥夺视觉后，身体敏感提升50%，SM情趣毛绒眼罩,1001015693,38.0,0.0,2,570077358,,282,4,22.0,19.0,18.0,26
254,SM器具,【254】[捆绑扎带]硬核捆绑束缚，真正的动弹不得束缚带白色,【254】[捆绑扎带]硬核捆绑束缚，真正的动弹不得束缚带白色,1001015696,3.8,0.0,5,753991938,,216,0,10.0,7.0,10.0,16
255,爱侣情趣,【255】[强制张口器]防止被咬到，口交新体验,【255】[强制张口器]防止被咬到，口交新体验,1001015699,18.0,0.0,2,151754609,,217,2,10.0,7.0,10.0,20
256,SM器具,【256】黑色[毛绒捆绑带]束缚开发更多的姿势黑色,【256】黑色[毛绒捆绑带]束缚开发更多的姿势黑色,1001015701,68.0,0.0,1,423321324,,218,6,30.0,26.0,30.0,31
257,SM器具,【257】[分腿束缚+手腕束缚]束缚分腿枕,【257】[分腿束缚+手腕束缚]束缚分腿枕,1001015704,228.0,,0,210740925,,432,25,,95.0,99.0,78
258,SM器具,【258】[分腿铐手带]魔术分腿带,【258】[分腿铐手带]魔术分腿带,1001015705,198.0,0.0,1,377820812,,283,23,88.0,83.0,88.0,72
259,爱侣情趣,【259】红[硅胶狗骨头]快让你的狗狗含住它，狗骨头情趣口塞,【259】红[硅胶狗骨头]快让你的狗狗含住它，狗骨头情趣口塞,1001015708,138.0,,0,707047674,,503,15,,48.0,58.0,53
260,SM器具,【260】[静电胶带]捆绑专用胶带，谜姬 静电束缚胶带多色,【260】[静电胶带]捆绑专用胶带，谜姬 静电束缚胶带多色,1001015710,48.0,,0,737669051,,68,4,,7.0,15.0,26
261,SM器具,【261】[反手束缚+口塞设计]让她羞耻，口塞反背手铐黑色,【261】[反手束缚+口塞设计]让她羞耻，口塞反背手铐黑色,1001015712,98.0,,0,634715493,,504,11,,64.0,68.0,43
262,爱侣情趣,【262】捆绑用麻绳 日式绳艺捆绑进口黄麻,【262】捆绑用麻绳 日式绳艺捆绑进口黄麻,1001015714,48.0,0.0,1,599430547,,219,4,30.0,26.0,30.0,26
263,SM器具,【263】红色[5米捆绑绳]主仆调教sm自缚绳棉绳捆绑带绳股绳,【263】红色[5米捆绑绳]主仆调教sm自缚绳棉绳捆绑带绳股绳,1001015716,78.0,0.0,2,346230161,,69,4,30.0,7.0,20.0,24
264,SM器具,【264】黑色[5米捆绑绳]主仆调教sm自缚绳棉绳捆绑带绳股绳,【264】黑色[5米捆绑绳]主仆调教sm自缚绳棉绳捆绑带绳股绳,1001015718,78.0,0.0,2,354950877,,70,4,30.0,7.0,20.0,24
265,爱侣情趣,【265】《粉色胶带》成人另类玩具静电胶带情趣用品捆绑封口束身衣胶布夫妻游戏道具,【265】《粉色胶带》成人另类玩具静电胶带情趣用品捆绑封口束身衣胶布夫妻游戏道具,1001015721,76.0,,0,228295424,,71,5,,7.0,,28
266,女用玩具,【266】wildone东瀛白龙系列国产振动棒摇摆自慰,【266】wildone东瀛白龙系列国产振动棒摇摆自慰,1001015724,1288.0,,0,786990595,,433,179,,291.0,290.0,463
267,女用玩具,【267】铃铛乳夹 女用另类刺激乳夹 女性自慰调情快乐器成人情趣用品,【267】铃铛乳夹 女用另类刺激乳夹 女性自慰调情快乐器成人情趣用品,1001015726,38.0,0.0,2,574826686,,72,3,39.0,7.0,39.0,22
268,爱侣情趣,【268】[低温蜡烛短款]滴在皮肤上，刺激不烫低温蜡烛 长 短段装,【268】[低温蜡烛短款]滴在皮肤上，刺激不烫低温蜡烛 长 短段装,1001015728,48.0,0.0,2,430343180,,73,3,22.0,7.0,22.0,22
269,SM器具,【269】另类情趣用品黑色小皮鞭成人女性性玩具鞭子外贸短皮鞭调情拍打,【269】另类情趣用品黑色小皮鞭成人女性性玩具鞭子外贸短皮鞭调情拍打,1001015729,48.0,0.0,2,405973473,,74,3,25.0,7.0,25.0,23
270,爱侣情趣,【270】情趣用品 成人拍子 情趣羽毛拍 调情挑逗夫妻玩具,【270】情趣用品 成人拍子 情趣羽毛拍 调情挑逗夫妻玩具,1001015730,118.0,0.0,2,507380407,,75,7,30.0,21.0,30.0,34
271,SM器具,【271】黑色[情趣羽毛]前戏调情专用羽毛 调情羽毛 黑、红,【271】黑色[情趣羽毛]前戏调情专用羽毛 调情羽毛 黑、红,1001015731,38.0,0.0,2,398212597,,76,3,30.0,4.0,30.0,22
272,双人情趣,【272】黑色[嘴型张口环]防止咬到，谜姬 SM嘴型口环,【272】黑色[嘴型张口环]防止咬到，谜姬 SM嘴型口环,1001015732,128.0,0.0,2,214133235,,77,10,40.0,17.0,40.0,41
273,SM器具,【273】粉色[硅胶狗骨头]快让你的狗狗含住它，狗骨头情趣口塞,【273】粉色[硅胶狗骨头]快让你的狗狗含住它，狗骨头情趣口塞,1001015733,158.0,0.0,1,248153797,,78,15,67.0,32.0,67.0,53
274,其它,【274】大号灌肠肛门冲洗球式清肠情趣后庭灌肠工具男女清洁器具 肛门清洗器,【274】大号灌肠肛门冲洗球式清肠情趣后庭灌肠工具男女清洁器具 肛门清洗器,1001015734,128.0,0.0,2,208399951,,79,8,30.0,21.0,30.0,34
275,其它,【275】[灌肠专用盐包]，灌肠清洗专用盐包1包,【275】[灌肠专用盐包]，灌肠清洗专用盐包1包,1001015735,10.0,0.0,5,217515595,,80,1,10.0,0.0,10.0,17
276,其它,【276】[事后湿巾]雅润事后湿巾，10片装,【276】[事后湿巾]雅润事后湿巾，10片装,1001015736,38.0,0.0,2,280166373,,81,2,10.0,1.0,10.0,21
277,女用玩具,【277】扩阴器,【277】扩阴器,1001015737,108.0,,0,208108980,,434,12,,45.0,28.0,46
278,SM器具,【278】黑[质感皮鞭]不听话的工具手鞭 皮鞭の情趣SM,【278】黑[质感皮鞭]不听话的工具手鞭 皮鞭の情趣SM,1001015738,58.0,0.0,2,641335141,,82,3,25.0,7.0,25.0,23
279,爱侣情趣,【279】《短款低温蜡烛》情趣用品m刑具按摩油低温蜡烛另类玩具蜡烛,【279】《短款低温蜡烛》情趣用品m刑具按摩油低温蜡烛另类玩具蜡烛,1001015739,88.0,0.0,1,375537415,,83,8,30.0,23.0,30.0,36
280,双人情趣,【280】[低温蜡烛长款]滴在皮肤上，刺激不烫低温蜡烛 长 短段装,【280】[低温蜡烛长款]滴在皮肤上，刺激不烫低温蜡烛 长 短段装,1001015740,88.0,0.0,1,398781918,,84,8,30.0,23.0,30.0,36
281,双人情趣,【281】粉[情趣羽毛]前戏调情专用羽毛 调情羽毛 黑、红,【281】粉[情趣羽毛]前戏调情专用羽毛 调情羽毛 黑、红,1001015741,38.0,0.0,2,741939515,,85,3,16.0,4.0,16.0,22
282,女用玩具,【282】[硅胶口球]硅胶口球含起来更舒服，更亲和口腔 黑色,【282】[硅胶口球]硅胶口球含起来更舒服，更亲和口腔 黑色,1001015742,158.0,0.0,2,146824843,,86,15,50.0,27.0,50.0,52
283,爱侣情趣,【283】玩范摇签桶夫妻娱乐抽签游戏道具成人情趣性用品,【283】玩范摇签桶夫妻娱乐抽签游戏道具成人情趣性用品,1001015743,58.0,0.0,1,108136182,,87,6,19.0,15.0,19.0,29
284,其它,【284】[XXOO手拍]皮质手拍，自带文身功能，拍一下就纹住,【284】[XXOO手拍]皮质手拍，自带文身功能，拍一下就纹住,1001015744,128.0,0.0,2,367132604,,88,8,40.0,27.0,40.0,34
285,延时助勃,【285】[锁精环]取悦如意金刚环锁精环,【285】[锁精环]取悦如意金刚环锁精环,1001015745,68.0,0.0,2,6922359305190,,89,6,43.0,23.0,43.0,30
286,双人情趣,【286】[情趣小游戏]情趣扑克牌（单拍不发）,【286】[情趣小游戏]情趣扑克牌（单拍不发）,1001015746,38.0,0.0,2,248710037,,90,3,10.0,2.0,10.0,22
287,双人情趣,【287】情趣蒙面头套弹力布蒙面头套全包,【287】情趣蒙面头套弹力布蒙面头套全包,1001015747,88.0,0.0,2,621999028,,91,8,35.0,23.0,35.0,36
288,女用玩具,【288】调情女用G点手指狼牙水晶套毛毛虫抠抠套带刺情趣成人性用品 颗粒,【288】调情女用G点手指狼牙水晶套毛毛虫抠抠套带刺情趣成人性用品 颗粒,1001015748,14.0,0.0,5,477910796,,92,1,20.0,1.0,20.0,17
289,女用玩具,【289】肛塞不锈钢 绒布袋包装 （温柔小号款）,【289】肛塞不锈钢 绒布袋包装 （温柔小号款）,1001015749,58.0,0.0,1,397551468,,93,6,59.0,30.0,20.0,29
290,女用玩具,【290】肛塞不锈钢 绒布袋包装 （温柔中号款）,【290】肛塞不锈钢 绒布袋包装 （温柔中号款）,1001015750,128.0,0.0,3,327032302,,94,7,88.0,33.0,38.0,33
291,女用玩具,【291】肛塞不锈钢 绒布袋包装 （温柔大号款）,【291】肛塞不锈钢 绒布袋包装 （温柔大号款）,1001015751,98.0,,0,398247643,,435,10,,181.0,45.0,41
292,女用玩具,【292】震动拉珠10频,【292】震动拉珠10频,1001015752,118.0,,0,344571976,,436,12,,93.0,56.0,45
293,双人情趣,【293】男女电动后庭震动拉珠肛塞拉珠Gg点刺激肛门塞,【293】男女电动后庭震动拉珠肛塞拉珠Gg点刺激肛门塞,1001015753,58.0,,0,675971094,,437,6,,51.0,35.0,30
294,双人情趣,【294】[后庭震动拉珠]云曼挑逗棒电动后庭拉珠肛门男女性震动肛塞,【294】[后庭震动拉珠]云曼挑逗棒电动后庭拉珠肛门男女性震动肛塞,1001015754,278.0,,0,359938221,,438,30,,115.0,99.0,91
295,双人情趣,【295】[拉珠震动后庭神器]悦庭男用前列腺按摩器男用后庭炮机拉珠肛塞肛门,【295】[拉珠震动后庭神器]悦庭男用前列腺按摩器男用后庭炮机拉珠肛塞肛门,1001015755,508.0,,0,567035095,,439,59,,213.0,199.0,161
296,双人情趣,【296】[充气肛塞]想要多满足，就充多少气久爱充气肛塞,【296】[充气肛塞]想要多满足，就充多少气久爱充气肛塞,1001015756,108.0,0.0,3,376578998,,284,12,77.0,72.0,66.0,45
297,爱侣情趣,【297】[肛塞尾巴]白,【297】[肛塞尾巴]白,1001015758,88.0,0.0,1,155614084,,220,9,40.0,36.0,32.0,38
298,爱侣情趣,【298】[肛塞尾巴]黑,【298】[肛塞尾巴]黑,1001015759,88.0,0.0,1,158032397,,221,9,40.0,36.0,32.0,38
299,爱侣情趣,【299】[肛塞尾巴]银白,【299】[肛塞尾巴]银白,1001015760,88.0,0.0,1,558291660,,222,9,70.0,66.0,62.0,38
300,SM器具,【300】粉[兔兔尾巴]可爱粉嫩兔兔尾兔尾巴肛塞 白。粉の情趣SM调教,【300】粉[兔兔尾巴]可爱粉嫩兔兔尾兔尾巴肛塞 白。粉の情趣SM调教,1001015761,78.0,0.0,1,213686039,,95,7,40.0,27.0,23.0,32
301,SM器具,【301】白[金属肛塞]白色毛球兔后庭尾巴肛门塞SM另类性玩具情趣用品学生女用肛塞小号,【301】白[金属肛塞]白色毛球兔后庭尾巴肛门塞SM另类性玩具情趣用品学生女用肛塞小号,1001015577,88.0,0.0,1,226618843,,96,7,40.0,27.0,23.0,32
302,SM器具,【302】小号球形灌肠器 150ml,【302】小号球形灌肠器 150ml,1001015578,38.0,,0,511504127,,440,4,,38.0,33.0,25
303,SM器具,【303】[硅胶肛塞]塞住才好玩，小号规格黑色硅胶肛塞の情趣SM调教,【303】[硅胶肛塞]塞住才好玩，小号规格黑色硅胶肛塞の情趣SM调教,1001015581,38.0,,0,492165058,,441,5,,46.0,42.0,27
304,SM器具,【304】[硅胶肛塞]塞住才好玩，中号规格黑色硅胶肛塞の情趣SM调教,【304】[硅胶肛塞]塞住才好玩，中号规格黑色硅胶肛塞の情趣SM调教,1001015583,58.0,,0,782182277,,442,6,,181.0,74.0,30
305,SM器具,【305】[硅胶肛塞]塞住才好玩，大号规格黑色硅胶肛塞の情趣SM调教,【305】[硅胶肛塞]塞住才好玩，大号规格黑色硅胶肛塞の情趣SM调教,1001015585,88.0,,0,353228830,,443,10,,80.0,106.0,39
306,SM器具,【306】硅胶肛塞 快乐水手单拍不送,【306】硅胶肛塞 快乐水手单拍不送,1001015592,14.0,0.0,2,198683528,,97,1,10.0,0.0,,17
307,SM器具,【307】[水晶拉珠]被水晶珠填满的快感水晶后庭拉珠长串 迷你号,【307】[水晶拉珠]被水晶珠填满的快感水晶后庭拉珠长串 迷你号,1001015594,38.0,,0,771976795,,444,4,,22.0,20.0,26
308,SM器具,【308】[水晶拉珠]被水晶珠填满的快感水晶后庭拉珠长串 中号,【308】[水晶拉珠]被水晶珠填满的快感水晶后庭拉珠长串 中号,1001015596,98.0,,0,660354031,,445,11,,83.0,50.0,43
309,情趣内衣,【309】斩男丝袜 撞色罗口吊带一体袜情趣丝袜制服成人用具情趣用品,【309】斩男丝袜 撞色罗口吊带一体袜情趣丝袜制服成人用具情趣用品,1001015598,58.0,0.0,1,190792808,,285,5,68.0,64.0,60.0,28
310,SM器具,【310】[狐狸尾巴]超性感毛绒狐狸女性感狐狸尾巴超大号硅胶肛塞,【310】[狐狸尾巴]超性感毛绒狐狸女性感狐狸尾巴超大号硅胶肛塞,1001015599,158.0,0.0,1,197779437,,286,17,60.0,17.0,39.0,58
311,物料区,【311】[肛门冲洗器]多功能对接口，方便实用肛门冲洗器，三插头多功能对接,【311】[肛门冲洗器]多功能对接口，方便实用肛门冲洗器，三插头多功能对接,1001015602,128.0,,0,478682807,,446,14,,54.0,54.0,50
312,SM器具,【312】[拉珠肛塞]后庭硅胶拉珠肛塞 小规格,【312】[拉珠肛塞]后庭硅胶拉珠肛塞 小规格,1001015604,128.0,,0,479365440,,447,14,,83.0,67.0,49
313,SM器具,【313】[拉珠肛塞]后庭硅胶拉珠肛塞 大规格,【313】[拉珠肛塞]后庭硅胶拉珠肛塞 大规格,1001015605,168.0,,0,177600713,,448,18,,83.0,79.0,60
314,物料区,【314】后庭，大容量150ml,【314】后庭，大容量150ml,1001015608,68.0,,0,382405783,,449,7,,41.0,37.0,32
315,生活用品,【315】一次性消毒湿巾，单片装（单拍不发）,【315】一次性消毒湿巾，单片装（单拍不发）,1001015610,3.8,,0,6951933410104,,450,0,,0.0,0.0,16
316,生活用品,【316】一次性大号浴巾旅行装出差酒店洗澡巾洗浴用的纯棉压缩毛巾70X100cm,【316】一次性大号浴巾旅行装出差酒店洗澡巾洗浴用的纯棉压缩毛巾70X100cm,1001015613,28.0,0.0,2,6245673766288,,98,3,18.0,7.0,14.0,22
317,生活用品,【317】[单包卫生纸]清风原木纯品卫生纸（单拍不发）,【317】[单包卫生纸]清风原木纯品卫生纸（单拍不发）,1001015614,4.0,0.0,5,153841369,,99,0,4.0,1.0,1.0,16
318,生活用品,【318】一次性马桶垫旅行粘贴便携马桶贴坐垫纸产妇无纺布防水通用坐便套,【318】一次性马桶垫旅行粘贴便携马桶贴坐垫纸产妇无纺布防水通用坐便套,1001015617,6.0,0.0,5,227015306,,100,4,3.0,0.0,1.0,26
319,情趣内衣,【319】网红同款ins字母B印花黑丝袜,【319】网红同款ins字母B印花黑丝袜,1001015619,28.0,0.0,1,140235041,,101,1,40.0,13.0,10.0,19
320,生活用品,【320】指甲钳 光面指甲剪刀（单拍不发),【320】指甲钳 光面指甲剪刀（单拍不发),1001015620,12.0,0.0,5,104230099,,102,1,10.0,0.0,1.0,17
321,生活用品,【321】S无纺布独立装男女旅行一次性三角裤（单拍不送）,【321】S无纺布独立装男女旅行一次性三角裤（单拍不送）,1001015623,4.0,0.0,5,405443167,,103,0,6.0,0.0,,16
322,爱侣情趣,【322】OLO莞式口娇水8支装,【322】OLO莞式口娇水8支装,1001015625,68.0,0.0,1,6972282505433,,104,6,38.0,23.0,,31
323,爱侣情趣,【323】条装口交水热感,【323】条装口交水热感,1001015628,18.0,0.0,10,6972282509301,,105,1,17.0,3.0,,17
324,爱侣情趣,【324】盒装口交水8只装,【324】盒装口交水8只装,1001015630,78.0,0.0,1,6972282508069,,106,6,39.0,26.0,,31
325,爱侣情趣,【325】条装口交水冰感,【325】条装口交水冰感,1001015633,18.0,0.0,10,6972282500087,,107,1,19.0,5.0,,17
326,生活用品,【326】[漱口水]一次性果冻杯漱口水 便携式颗粒（单拍不送）,【326】[漱口水]一次性果冻杯漱口水 便携式颗粒（单拍不送）,1001015634,12.4,0.0,5,736976518,,108,1,10.0,3.0,,17
327,生活用品,【327】柠檬[大瓶漱口水]晶神果味漱口水250ml清新口气便携涑口水,【327】柠檬[大瓶漱口水]晶神果味漱口水250ml清新口气便携涑口水,1001015637,88.0,,0,445144772,,505,10,,26.0,,39
328,生活用品,【328】草莓[口腔喷雾]晶神口气清新剂喷雾口腔护理口喷清洁口腔护理,【328】草莓[口腔喷雾]晶神口气清新剂喷雾口腔护理口喷清洁口腔护理,1001015641,58.0,0.0,1,208626743,,109,3,25.0,21.0,,24
329,避孕套,【329】名流狼牙套凸点大颗粒水晶套柔软舒适成人情趣用品,【329】名流狼牙套凸点大颗粒水晶套柔软舒适成人情趣用品,1001015643,38.0,0.0,2,6936296772083,,110,2,30.0,,,21
330,安全避孕,【330】一次性尿杯,【330】一次性尿杯,1001015646,1.5,0.0,10,439354804,,111,0,1.0,0.0,,15
331,安全避孕,【331】[毓婷]人绒毛膜促性腺激素检测试纸(验孕棒) 1支装,【331】[毓婷]人绒毛膜促性腺激素检测试纸(验孕棒) 1支装,1001015648,28.0,0.0,2,6953123500763,,112,3,19.0,17.0,,22
332,安全避孕,【332】[毓婷]人绒毛膜促性腺激素条型1人份(板型)/盒,【332】[毓婷]人绒毛膜促性腺激素条型1人份(板型)/盒,1001015649,28.0,0.0,2,6953123500749,,113,3,30.0,19.0,,22
333,安全避孕,【333】[大卫]早早孕(HCG)检测试盒1支/盒,【333】[大卫]早早孕(HCG)检测试盒1支/盒,1001015651,28.0,,0,6938444900515,,506,4,,16.0,,24
334,安全避孕,【334】[雅讯验孕棒]1只装,【334】[雅讯验孕棒]1只装,1001015662,28.0,0.0,5,6970871342582,,114,1,30.0,3.0,,18
335,安全避孕,【335】[秀儿]人绒毛膜促性腺激素(HCG)检测试纸(条型)10人份/盒,【335】[秀儿]人绒毛膜促性腺激素(HCG)检测试纸(条型)10人份/盒,1001015668,48.0,0.0,1,6937579902418,,115,5,35.0,13.0,,28
336,安全避孕,【336】[毓婷]人绒毛膜促性腺激素(HCG)检测试纸10人份/盒,【336】[毓婷]人绒毛膜促性腺激素(HCG)检测试纸10人份/盒,1001015673,48.0,0.0,2,6953123500756,,116,4,30.0,19.0,,25
337,女用玩具,【337】谜姬舌舞恋曲舌舔震动棒情趣用品自慰器具阳具按摩棒,【337】谜姬舌舞恋曲舌舔震动棒情趣用品自慰器具阳具按摩棒,1001015677,428.0,,0,257806318,,451,49,,193.0,,137
338,男用玩具,【338】[前列腺震动器]男用前列腺按摩G点自慰器毒龙钻振同志情趣后庭震动肛塞,【338】[前列腺震动器]男用前列腺按摩G点自慰器毒龙钻振同志情趣后庭震动肛塞,1001015681,128.0,0.0,1,6939168900621,,117,11,55.0,39.0,,43
339,男用玩具,【339】[后庭强震]云曼肌肉男前列腺按摩器震动男用自慰器后庭刺激情趣用品,【339】[后庭强震]云曼肌肉男前列腺按摩器震动男用自慰器后庭刺激情趣用品,1001015685,248.0,,0,132016566,,452,27,,95.0,,83
340,男用玩具,【340】[无精高潮]DMM-K2男用前列腺按摩器遥控版后庭肛塞充电硅胶震动后庭爆款,【340】[无精高潮]DMM-K2男用前列腺按摩器遥控版后庭肛塞充电硅胶震动后庭爆款,1001015688,588.0,0.0,1,6936183900179,,236,70,300.0,291.0,,191
341,物料区,【341】[马眼刺激]比射精高潮强烈10倍马眼金属棒多规格4mm,【341】[马眼刺激]比射精高潮强烈10倍马眼金属棒多规格4mm,1001015692,78.0,0.0,1,600167653,,118,8,40.0,31.0,,35
342,物料区,【342】[马眼刺激]比射精高潮强烈10倍马眼金属棒多规格8mm,【342】[马眼刺激]比射精高潮强烈10倍马眼金属棒多规格8mm,1001015698,138.0,0.0,1,520634198,,119,12,89.0,37.0,,44
343,物料区,【343】[马眼刺激]比射精高潮强烈10倍马眼金属棒多规格12mm,【343】[马眼刺激]比射精高潮强烈10倍马眼金属棒多规格12mm,1001015700,158.0,,0,136889357,,507,16,,62.0,,54
344,物料区,【344】硅胶马眼尿道管男女用震动棒跳蛋自慰后庭同志性工具,【344】硅胶马眼尿道管男女用震动棒跳蛋自慰后庭同志性工具,1001015703,198.0,0.0,1,6934595424283,,237,23,78.0,73.0,,72
345,延时助勃,【345】[安太医]外用延时喷剂（中式温感装加强版）10mI*1瓶/盒,【345】[安太医]外用延时喷剂（中式温感装加强版）10mI*1瓶/盒,1001015706,398.0,0.0,1,6924986300098,,238,58,280.0,271.0,,159
346,延时助勃,【346】享久1代延时喷剂持久神油男用延迟喷雾持久不麻木,【346】享久1代延时喷剂持久神油男用延迟喷雾持久不麻木,1001015902,298.0,,0,6971254180029,,324,61,,295.0,,166
347,延时助勃,【347】[享久2代]外用延时喷剂不麻木性爱控时（加强版）6ml,【347】[享久2代]外用延时喷剂不麻木性爱控时（加强版）6ml,1001015903,450.0,0.0,1,6971254180012,,334,79,528.0,450.0,,213
348,延时助勃,【348】享久3代喷剂15分钟迅速起效快感提升不麻木,【348】享久3代喷剂15分钟迅速起效快感提升不麻木,1001015715,668.0,,0,6971254189992,,325,113,,447.0,,298
349,延时助勃,【349】金邦德男用延时喷剂,【349】金邦德男用延时喷剂,1001015719,138.0,0.0,3,6934403300129,,120,7,78.0,52.0,,34
350,延时助勃,【350】延时龙水6ml,【350】延时龙水6ml,1001015722,308.0,0.0,1,6971254182344,,239,43,269.0,261.0,,122
