月份,项目店,区域,经营模式,有无预算,科目,本月计划,本月完成,备注
3月,国华肃宁货车物业,河北子公司,托管,有预算,销售毛利,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,外包档口收入,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,外包档口成本,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,外包档口毛利,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,其他收入,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,其他成本,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,其他毛利,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,人事费用,10512,10801,
3月,国华肃宁货车物业,河北子公司,托管,有预算,工资,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,监管工资,750,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,绩效考核奖,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,公司承担外包费,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,公司缴纳五险,8262,9559,3月公司缴纳五险：14人
3月,国华肃宁货车物业,河北子公司,托管,有预算,外包五险,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,商业保险费,0,59,雇主责任险
3月,国华肃宁货车物业,河北子公司,托管,有预算,外包管理费,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,福利费,1000,683,"三八福利450元
郭庆云大生化体检费233元"
3月,国华肃宁货车物业,河北子公司,托管,有预算,员工宿舍费,500,500,韩会琴报销装卸司机配送司机租赁宿舍费500元
3月,国华肃宁货车物业,河北子公司,托管,有预算,能源费用,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,水费,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,电费,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,燃气费,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,暖气费,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,运营费用,3250,1068,
3月,国华肃宁货车物业,河北子公司,托管,有预算,办公费,50,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,差旅费,50,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,汽车费用,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,营销费用,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,低值物料,3000,668,"韩会琴报销购买防虫胶带10卷*26.8元=268元
韩会琴报销购买杀菌药、涂抹苹果树费用合计400元"
3月,国华肃宁货车物业,河北子公司,托管,有预算,目视化费用,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,修理费,150,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,招待费,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,运输费用,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,其他,0,400,2月伯乐奖400元
3月,国华肃宁货车物业,河北子公司,托管,有预算,固定费用,13366,13366,
3月,国华肃宁货车物业,河北子公司,托管,有预算,租金,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,管理费,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,市场开发费,1358,1358,国华肃宁货车物业中标服务费（2024.01.01—2024.12.31），每月摊销1358.36元
3月,国华肃宁货车物业,河北子公司,托管,有预算,折旧,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,各项摊提,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,上交总部管理费,3396,3396,
3月,国华肃宁货车物业,河北子公司,托管,有预算,计提税金及附加,8612,8612,
3月,国华肃宁货车物业,河北子公司,托管,有预算,营业外收支,0,(1000),3月考核1000元
3月,国华肃宁货车物业,河北子公司,托管,有预算,自营业务利润,27545,20137,
3月,国华肃宁货车物业,河北子公司,托管,有预算,外包业务利润,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,项目部经营利润,27545,20137,
3月,国华肃宁货车物业,河北子公司,托管,有预算,区域管理费用,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,运行费用,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,两节费用,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,公关费,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,项目店净利润,27545,20137,
3月,国华肃宁货车物业,河北子公司,托管,有预算,项目合作分红,0,0,
3月,国华肃宁货车物业,河北子公司,托管,有预算,项目店可分配利润,27545,20137,
3月,生态园,河北子公司,非学校自营,无预算,综合收入,0,0,未发生业务
3月,生态园,河北子公司,非学校自营,无预算,综合成本,0,0,
3月,生态园,河北子公司,非学校自营,无预算,综合毛利,0,0,
3月,生态园,河北子公司,非学校自营,无预算,劳务收入,0,0,
3月,生态园,河北子公司,非学校自营,无预算,劳务成本,0,0,
3月,生态园,河北子公司,非学校自营,无预算,劳务毛利,0,0,
3月,生态园,河北子公司,非学校自营,无预算,餐饮收入,0,0,
3月,生态园,河北子公司,非学校自营,无预算,餐饮成本,0,0,
3月,生态园,河北子公司,非学校自营,无预算,餐饮毛利,0,0,
3月,生态园,河北子公司,非学校自营,无预算,销售收入,0,0,
3月,生态园,河北子公司,非学校自营,无预算,销售成本,0,0,
3月,生态园,河北子公司,非学校自营,无预算,销售毛利,0,0,
3月,生态园,河北子公司,非学校自营,无预算,外包档口收入,0,0,
3月,生态园,河北子公司,非学校自营,无预算,外包档口成本,0,0,
3月,生态园,河北子公司,非学校自营,无预算,外包档口毛利,0,0,
3月,生态园,河北子公司,非学校自营,无预算,其他收入,0,0,
3月,生态园,河北子公司,非学校自营,无预算,其他成本,0,0,
3月,生态园,河北子公司,非学校自营,无预算,其他毛利,0,0,
3月,生态园,河北子公司,非学校自营,无预算,人事费用,0,0,
3月,生态园,河北子公司,非学校自营,无预算,工资,0,0,
3月,生态园,河北子公司,非学校自营,无预算,监管工资,0,0,
3月,生态园,河北子公司,非学校自营,无预算,绩效考核奖,0,0,
3月,生态园,河北子公司,非学校自营,无预算,公司承担外包费,0,0,
3月,生态园,河北子公司,非学校自营,无预算,公司缴纳五险,0,0,
3月,生态园,河北子公司,非学校自营,无预算,外包五险,0,0,
3月,生态园,河北子公司,非学校自营,无预算,商业保险费,0,0,
3月,生态园,河北子公司,非学校自营,无预算,外包管理费,0,0,
3月,生态园,河北子公司,非学校自营,无预算,福利费,0,0,
3月,生态园,河北子公司,非学校自营,无预算,员工宿舍费,0,0,
3月,生态园,河北子公司,非学校自营,无预算,能源费用,0,0,
3月,生态园,河北子公司,非学校自营,无预算,水费,0,0,
3月,生态园,河北子公司,非学校自营,无预算,电费,0,0,
3月,生态园,河北子公司,非学校自营,无预算,燃气费,0,0,
3月,生态园,河北子公司,非学校自营,无预算,暖气费,0,0,
3月,生态园,河北子公司,非学校自营,无预算,运营费用,0,0,
3月,生态园,河北子公司,非学校自营,无预算,办公费,0,0,
3月,生态园,河北子公司,非学校自营,无预算,差旅费,0,0,
3月,生态园,河北子公司,非学校自营,无预算,汽车费用,0,0,
3月,生态园,河北子公司,非学校自营,无预算,营销费用,0,0,
3月,生态园,河北子公司,非学校自营,无预算,低值物料,0,0,
3月,生态园,河北子公司,非学校自营,无预算,目视化费用,0,0,
3月,生态园,河北子公司,非学校自营,无预算,修理费,0,0,
3月,生态园,河北子公司,非学校自营,无预算,招待费,0,0,
3月,生态园,河北子公司,非学校自营,无预算,运输费用,0,0,
3月,生态园,河北子公司,非学校自营,无预算,其他,0,0,
3月,生态园,河北子公司,非学校自营,无预算,固定费用,0,0,
3月,生态园,河北子公司,非学校自营,无预算,租金,0,0,
3月,生态园,河北子公司,非学校自营,无预算,管理费,0,0,
3月,生态园,河北子公司,非学校自营,无预算,市场开发费,0,0,
3月,生态园,河北子公司,非学校自营,无预算,折旧,0,0,
3月,生态园,河北子公司,非学校自营,无预算,各项摊提,0,0,
3月,生态园,河北子公司,非学校自营,无预算,上交总部管理费,0,0,
3月,生态园,河北子公司,非学校自营,无预算,计提税金及附加,0,0,
3月,生态园,河北子公司,非学校自营,无预算,营业外收支,0,0,
3月,生态园,河北子公司,非学校自营,无预算,自营业务利润,0,0,
3月,生态园,河北子公司,非学校自营,无预算,外包业务利润,0,0,
3月,生态园,河北子公司,非学校自营,无预算,项目部经营利润,0,0,
3月,生态园,河北子公司,非学校自营,无预算,区域管理费用,0,0,
3月,生态园,河北子公司,非学校自营,无预算,运行费用,0,0,
3月,生态园,河北子公司,非学校自营,无预算,两节费用,0,0,
3月,生态园,河北子公司,非学校自营,无预算,公关费,0,0,
3月,生态园,河北子公司,非学校自营,无预算,项目店净利润,0,0,
3月,生态园,河北子公司,非学校自营,无预算,项目合作分红,0,0,
3月,生态园,河北子公司,非学校自营,无预算,项目店可分配利润,0,0,
3月,白音华煤业,河北子公司,托管,有预算,综合收入,209138,209138,
3月,白音华煤业,河北子公司,托管,有预算,综合成本,133400,124220,
3月,白音华煤业,河北子公司,托管,有预算,综合毛利,75738,84918,
3月,白音华煤业,河北子公司,托管,有预算,劳务收入,209138,209138,合同41人，现编制33人，人员工资，保险，管理费，培训费，住宿费，交通费，工服费，税费，其他相关费用
3月,白音华煤业,河北子公司,托管,有预算,劳务成本,133400,124220,33人工资；缺勤扣款21780元
3月,白音华煤业,河北子公司,托管,有预算,劳务毛利,75738,84918,
3月,白音华煤业,河北子公司,托管,有预算,餐饮收入,0,0,
3月,白音华煤业,河北子公司,托管,有预算,餐饮成本,0,0,
3月,白音华煤业,河北子公司,托管,有预算,餐饮毛利,0,0,
3月,白音华煤业,河北子公司,托管,有预算,销售收入,0,0,
3月,白音华煤业,河北子公司,托管,有预算,销售成本,0,0,
3月,白音华煤业,河北子公司,托管,有预算,销售毛利,0,0,
3月,白音华煤业,河北子公司,托管,有预算,外包档口收入,0,0,
3月,白音华煤业,河北子公司,托管,有预算,外包档口成本,0,0,
3月,白音华煤业,河北子公司,托管,有预算,外包档口毛利,0,0,
3月,白音华煤业,河北子公司,托管,有预算,其他收入,0,0,
3月,白音华煤业,河北子公司,托管,有预算,其他成本,0,0,
3月,白音华煤业,河北子公司,托管,有预算,其他毛利,0,0,
3月,白音华煤业,河北子公司,托管,有预算,人事费用,17512,18941,
3月,白音华煤业,河北子公司,托管,有预算,工资,0,0,
3月,白音华煤业,河北子公司,托管,有预算,监管工资,450,375,朱红章375元
3月,白音华煤业,河北子公司,托管,有预算,绩效考核奖,1300,2880,孙永顺1872元，郝志祥1008元
3月,白音华煤业,河北子公司,托管,有预算,公司承担外包费,0,0,
3月,白音华煤业,河北子公司,托管,有预算,公司缴纳五险,15042,15042,13人公司承担社保部分15042.1元
3月,白音华煤业,河北子公司,托管,有预算,外包五险,0,0,
3月,白音华煤业,河北子公司,托管,有预算,商业保险费,0,44,平安雇主责任险44.23元
3月,白音华煤业,河北子公司,托管,有预算,外包管理费,0,0,
3月,白音华煤业,河北子公司,托管,有预算,福利费,720,600,2024年三八福利600元
3月,白音华煤业,河北子公司,托管,有预算,员工宿舍费,0,0,
3月,白音华煤业,河北子公司,托管,有预算,能源费用,0,0,
3月,白音华煤业,河北子公司,托管,有预算,水费,0,0,
3月,白音华煤业,河北子公司,托管,有预算,电费,0,0,
3月,白音华煤业,河北子公司,托管,有预算,燃气费,0,0,
3月,白音华煤业,河北子公司,托管,有预算,暖气费,0,0,
3月,白音华煤业,河北子公司,托管,有预算,运营费用,3250,15616,
3月,白音华煤业,河北子公司,托管,有预算,办公费,150,115,邮寄费115元
3月,白音华煤业,河北子公司,托管,有预算,差旅费,800,1362,"刘娜巡店工作对接差旅费254元
范冬飞报销朱总去白音华巡店产生的过路费643元
孙永顺差旅费465元"
3月,白音华煤业,河北子公司,托管,有预算,汽车费用,1500,1500,接送员工上早班车辆费用1500元
3月,白音华煤业,河北子公司,托管,有预算,营销费用,0,0,
3月,白音华煤业,河北子公司,托管,有预算,低值物料,0,0,
3月,白音华煤业,河北子公司,托管,有预算,目视化费用,800,0,
3月,白音华煤业,河北子公司,托管,有预算,修理费,0,0,
3月,白音华煤业,河北子公司,托管,有预算,招待费,0,12639,"孙永顺餐费招待1239元
从总公司领用馆藏汾酒（55度）6瓶11400元"
3月,白音华煤业,河北子公司,托管,有预算,运输费用,0,0,
3月,白音华煤业,河北子公司,托管,有预算,其他,0,0,
3月,白音华煤业,河北子公司,托管,有预算,固定费用,21088,21718,
3月,白音华煤业,河北子公司,托管,有预算,租金,0,0,
3月,白音华煤业,河北子公司,托管,有预算,管理费,0,0,
3月,白音华煤业,河北子公司,托管,有预算,市场开发费,2182,2812,"白音华中标服务费摊销（2022.10--2024.8）2,182.31元"
3月,白音华煤业,河北子公司,托管,有预算,折旧,0,0,
3月,白音华煤业,河北子公司,托管,有预算,各项摊提,418,418,白音华开办费摊销2022年9月1日-2024年8月31日417.79元
3月,白音华煤业,河北子公司,托管,有预算,上交总部管理费,5228,5228,根据比例计提总部管理费
3月,白音华煤业,河北子公司,托管,有预算,计提税金及附加,13259,13259,根据比例计提总部税金
3月,白音华煤业,河北子公司,托管,有预算,营业外收支,0,30,考勤违纪30元
3月,白音华煤业,河北子公司,托管,有预算,自营业务利润,33888,28673,
3月,白音华煤业,河北子公司,托管,有预算,外包业务利润,0,0,
3月,白音华煤业,河北子公司,托管,有预算,项目部经营利润,33888,28673,
3月,白音华煤业,河北子公司,托管,有预算,区域管理费用,0,20000,
3月,白音华煤业,河北子公司,托管,有预算,运行费用,0,0,
3月,白音华煤业,河北子公司,托管,有预算,两节费用,0,0,
3月,白音华煤业,河北子公司,托管,有预算,公关费,0,20000,
3月,白音华煤业,河北子公司,托管,有预算,项目店净利润,33888,8673,
3月,白音华煤业,河北子公司,托管,有预算,项目合作分红,0,0,
3月,白音华煤业,河北子公司,托管,有预算,项目店可分配利润,33888,8673,
3月,京能电厂,河北子公司,托管,有预算,综合收入,523750,727746,
3月,京能电厂,河北子公司,托管,有预算,综合成本,405540,510607,
3月,京能电厂,河北子公司,托管,有预算,综合毛利,118210,217140,
3月,京能电厂,河北子公司,托管,有预算,劳务收入,369750,370158,本月实际劳务收入为369750元（管理费8000元，人员工资359750元，设备折旧2000元，），3月点餐费408.25元。
3月,京能电厂,河北子公司,托管,有预算,劳务成本,289740,295059,76人工资295059元；缺勤扣款64502元
3月,京能电厂,河北子公司,托管,有预算,劳务毛利,80010,75099,
3月,京能电厂,河北子公司,托管,有预算,餐饮收入,24000,196620,消防9300元+维修队4075元+特消1200+检修队182045元（较预算增加172620元，原因为本月检修队入驻）
3月,京能电厂,河北子公司,托管,有预算,餐饮成本,14400,93696,3月甲方来了些维修机组人员，就餐人数较平时增加了300人左右；
3月,京能电厂,河北子公司,托管,有预算,餐饮毛利,9600,102924,厨师对菜品进行优化，原材料利用的很好，厨师自己做一些半成品丸子类做炖菜，鸡肉类用的比较多，节约成本；食堂外来就餐人员增多。
3月,京能电厂,河北子公司,托管,有预算,销售收入,130000,160968,本月销售收入较预算增加30968元，原因为检修人员入驻。
3月,京能电厂,河北子公司,托管,有预算,销售成本,101400,121852,
3月,京能电厂,河北子公司,托管,有预算,销售毛利,28600,39116,甲方机组检修一部分外来工人销售方便食品，矿泉水类较多；
3月,京能电厂,河北子公司,托管,有预算,外包档口收入,0,0,
3月,京能电厂,河北子公司,托管,有预算,外包档口成本,0,0,
3月,京能电厂,河北子公司,托管,有预算,外包档口毛利,0,0,
3月,京能电厂,河北子公司,托管,有预算,其他收入,0,0,
3月,京能电厂,河北子公司,托管,有预算,其他成本,0,0,
3月,京能电厂,河北子公司,托管,有预算,其他毛利,0,0,
3月,京能电厂,河北子公司,托管,有预算,人事费用,22375,20011,
3月,京能电厂,河北子公司,托管,有预算,工资,0,0,
3月,京能电厂,河北子公司,托管,有预算,监管工资,450,0,
3月,京能电厂,河北子公司,托管,有预算,绩效考核奖,2000,491,2月绩效工资1人
3月,京能电厂,河北子公司,托管,有预算,公司承担外包费,0,0,
3月,京能电厂,河北子公司,托管,有预算,公司缴纳五险,10255,10287,8人公司承担社保部分
3月,京能电厂,河北子公司,托管,有预算,外包五险,0,0,
3月,京能电厂,河北子公司,托管,有预算,商业保险费,0,0,
3月,京能电厂,河北子公司,托管,有预算,外包管理费,0,0,
3月,京能电厂,河北子公司,托管,有预算,福利费,9670,9233,"2024年三八福利1,080元
范冬飞报销朱总、李鸣凤、京能电厂巡店产生的餐费75元
3月京能电厂小食堂货款8,500元"
3月,京能电厂,河北子公司,托管,有预算,员工宿舍费,0,0,
3月,京能电厂,河北子公司,托管,有预算,能源费用,0,0,
3月,京能电厂,河北子公司,托管,有预算,水费,0,0,
3月,京能电厂,河北子公司,托管,有预算,电费,0,0,
3月,京能电厂,河北子公司,托管,有预算,燃气费,0,0,
3月,京能电厂,河北子公司,托管,有预算,暖气费,0,0,
3月,京能电厂,河北子公司,托管,有预算,运营费用,3700,1679,
3月,京能电厂,河北子公司,托管,有预算,办公费,200,18,李志慧报销邮寄费18元
3月,京能电厂,河北子公司,托管,有预算,差旅费,1000,822,刘娜巡店工作对接差旅费821.97元
3月,京能电厂,河北子公司,托管,有预算,汽车费用,1000,0,
3月,京能电厂,河北子公司,托管,有预算,营销费用,0,0,
3月,京能电厂,河北子公司,托管,有预算,低值物料,700,(10),
3月,京能电厂,河北子公司,托管,有预算,目视化费用,400,0,
3月,京能电厂,河北子公司,托管,有预算,修理费,400,0,
3月,京能电厂,河北子公司,托管,有预算,招待费,0,0,
3月,京能电厂,河北子公司,托管,有预算,运输费用,0,0,
3月,京能电厂,河北子公司,托管,有预算,其他,0,849,"二维码收入手续费448.57元
2月伯乐奖400元"
3月,京能电厂,河北子公司,托管,有预算,固定费用,46526,57843,
3月,京能电厂,河北子公司,托管,有预算,租金,2500,2583,"京能电厂（二楼前厅库房超市）2,583.33元租赁摊销2024年1月1日-2024年12月31日"
3月,京能电厂,河北子公司,托管,有预算,管理费,0,0,
3月,京能电厂,河北子公司,托管,有预算,市场开发费,0,0,
3月,京能电厂,河北子公司,托管,有预算,折旧,2421,2421,"2024年3月固定资产折旧2,421.20元"
3月,京能电厂,河北子公司,托管,有预算,各项摊提,449,449,京能电厂开办费分摊2022年9月1日-2025年8月31日448.84元
3月,京能电厂,河北子公司,托管,有预算,上交总部管理费,13094,18194,计提总部管理费
3月,京能电厂,河北子公司,托管,有预算,计提税金及附加,28062,34196,计提税金
3月,京能电厂,河北子公司,托管,有预算,营业外收支,0,(140),"考勤违纪160元
营业外支出包含甲方考核300元。"
3月,京能电厂,河北子公司,托管,有预算,自营业务利润,45609,137467,
3月,京能电厂,河北子公司,托管,有预算,外包业务利润,0,0,
3月,京能电厂,河北子公司,托管,有预算,项目部经营利润,45609,137467,
3月,京能电厂,河北子公司,托管,有预算,区域管理费用,0,0,
3月,京能电厂,河北子公司,托管,有预算,运行费用,0,0,
3月,京能电厂,河北子公司,托管,有预算,两节费用,0,0,
3月,京能电厂,河北子公司,托管,有预算,公关费,0,0,
3月,京能电厂,河北子公司,托管,有预算,项目店净利润,45609,137467,
3月,京能电厂,河北子公司,托管,有预算,项目合作分红,0,0,
3月,京能电厂,河北子公司,托管,有预算,项目店可分配利润,45609,137467,
3月,山东聊城,河北子公司,托管自营,有预算,综合收入,280412,264581,
3月,山东聊城,河北子公司,托管自营,有预算,综合成本,230075,228061,
3月,山东聊城,河北子公司,托管自营,有预算,综合毛利,50337,36520,
3月,山东聊城,河北子公司,托管自营,有预算,劳务收入,141662,141662,合同金额为5099816.88元/三年（含税），劳务费按月进行费用结算，141661.58元/月
3月,山东聊城,河北子公司,托管自营,有预算,劳务成本,116300,111398,3月：31人工资，缺勤扣款262元
3月,山东聊城,河北子公司,托管自营,有预算,劳务毛利,25362,30264,
3月,山东聊城,河北子公司,托管自营,有预算,餐饮收入,138750,122919,山东聊城本月收入为122919.01元。包含刷卡收入87993.01元、运行餐及客饭34926元。
3月,山东聊城,河北子公司,托管自营,有预算,餐饮成本,113775,116663,
3月,山东聊城,河北子公司,托管自营,有预算,餐饮毛利,24975,6256,甲方管控价格，不允许更换供应商不能提点
3月,山东聊城,河北子公司,托管自营,有预算,销售收入,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,销售成本,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,销售毛利,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,外包档口收入,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,外包档口成本,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,外包档口毛利,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,其他收入,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,其他成本,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,其他毛利,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,人事费用,6638,3668,
3月,山东聊城,河北子公司,托管自营,有预算,工资,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,监管工资,1200,0,
3月,山东聊城,河北子公司,托管自营,有预算,绩效考核奖,1850,1793,2月：2人
3月,山东聊城,河北子公司,托管自营,有预算,公司承担外包费,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,公司缴纳五险,2129,1065,3月公司缴纳保险：1人
3月,山东聊城,河北子公司,托管自营,有预算,外包五险,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,商业保险费,769,681,平安雇主责任险680.75元
3月,山东聊城,河北子公司,托管自营,有预算,外包管理费,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,福利费,690,130,郭令超员工体检费130元
3月,山东聊城,河北子公司,托管自营,有预算,员工宿舍费,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,能源费用,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,水费,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,电费,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,燃气费,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,暖气费,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,运营费用,7900,7453,
3月,山东聊城,河北子公司,托管自营,有预算,办公费,200,72,邮寄费72元
3月,山东聊城,河北子公司,托管自营,有预算,差旅费,300,2020,"周利差旅费627元
郝梁差旅费766.5元
王洪林差旅费626元"
3月,山东聊城,河北子公司,托管自营,有预算,汽车费用,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,营销费用,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,低值物料,6500,5330,购买餐巾纸、洗洁精、保鲜膜等1630元
3月,山东聊城,河北子公司,托管自营,有预算,目视化费用,400,0,
3月,山东聊城,河北子公司,托管自营,有预算,修理费,500,0,
3月,山东聊城,河北子公司,托管自营,有预算,招待费,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,运输费用,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,其他,0,32,二维码收入手续费31.80元
3月,山东聊城,河北子公司,托管自营,有预算,固定费用,22325,21454,
3月,山东聊城,河北子公司,托管自营,有预算,租金,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,管理费,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,市场开发费,1417,1417,"山东聊城中标服务费摊销1,416.62元（2023年1月-2025年12月）"
3月,山东聊城,河北子公司,托管自营,有预算,折旧,417,417,2024年3月固定资产折旧416.94元
3月,山东聊城,河北子公司,托管自营,有预算,各项摊提,337,337,开办费摊销2023年1月1日起至2025年12月31日337.22元
3月,山东聊城,河北子公司,托管自营,有预算,上交总部管理费,7010,6615,根据比例计提总部管理费
3月,山东聊城,河北子公司,托管自营,有预算,计提税金及附加,13144,12669,根据比例计提总部税金
3月,山东聊城,河北子公司,托管自营,有预算,营业外收支,0,1,调整供应商山东亿沣吉客加商贸有限公司多返款余额0.75元
3月,山东聊城,河北子公司,托管自营,有预算,自营业务利润,13473,3944,
3月,山东聊城,河北子公司,托管自营,有预算,外包业务利润,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,项目部经营利润,13473,3944,
3月,山东聊城,河北子公司,托管自营,有预算,区域管理费用,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,运行费用,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,两节费用,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,公关费,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,项目店净利润,13473,3944,
3月,山东聊城,河北子公司,托管自营,有预算,项目合作分红,0,0,
3月,山东聊城,河北子公司,托管自营,有预算,项目店可分配利润,13473,3944,
3月,肃宁朔黄物业,河北子公司,托管,有预算,综合收入,49788,26863,
3月,肃宁朔黄物业,河北子公司,托管,有预算,综合成本,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,综合毛利,49788,26863,
3月,肃宁朔黄物业,河北子公司,托管,有预算,劳务收入,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,劳务成本,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,劳务毛利,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,餐饮收入,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,餐饮成本,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,餐饮毛利,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,销售收入,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,销售成本,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,销售毛利,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,外包档口收入,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,外包档口成本,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,外包档口毛利,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,其他收入,49788,26863,调减1月预估分成收入3136.7元，3月预估分成收入30000元
3月,肃宁朔黄物业,河北子公司,托管,有预算,其他成本,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,其他毛利,49788,26863,
3月,肃宁朔黄物业,河北子公司,托管,有预算,人事费用,500,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,工资,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,监管工资,500,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,绩效考核奖,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,公司承担外包费,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,公司缴纳五险,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,外包五险,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,商业保险费,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,外包管理费,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,福利费,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,员工宿舍费,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,能源费用,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,水费,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,电费,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,燃气费,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,暖气费,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,运营费用,1000,1182,
3月,肃宁朔黄物业,河北子公司,托管,有预算,办公费,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,差旅费,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,汽车费用,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,营销费用,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,低值物料,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,目视化费用,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,修理费,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,招待费,0,0,
3月,肃宁朔黄物业,河北子公司,托管,有预算,运输费用,0,0,
