序号,一级类,二级类,名字,地区,最高价,平均价,最低价,发布日期
627,水果,梨类,库尔勒香梨,,5.9,4.7,3.5,2024-06-26 00:00:00
628,水果,梨类,红香酥梨,,2.6,2.55,2.5,2024-06-26 00:00:00
629,水果,梨类,秋月梨,,4.0,3.8,3.6,2024-06-26 00:00:00
630,水果,柑橘类,丑橘,,4.3,3.65,3.0,2024-06-26 00:00:00
631,水果,柑橘类,沃柑,,5.5,5.25,5.0,2024-06-26 00:00:00
632,水果,柑橘类,伦晚脐橙,,3.2,2.85,2.5,2024-06-26 00:00:00
633,水果,柑橘类,夏橙,,3.2,2.85,2.5,2024-06-26 00:00:00
634,水果,桃李杏类,油桃,,6.0,3.9,1.8,2024-06-26 00:00:00
635,水果,桃李杏类,蟠桃,,6.0,4.75,3.5,2024-06-26 00:00:00
636,水果,桃李杏类,水蜜桃,,13.0,10.5,8.0,2024-06-26 00:00:00
637,水果,桃李杏类,春雪,,12.0,9.5,7.0,2024-06-26 00:00:00
638,水果,桃李杏类,黄油桃,,8.0,6.0,4.0,2024-06-26 00:00:00
639,水果,桃李杏类,黄毛桃,,10.0,9.0,8.0,2024-06-26 00:00:00
640,水果,桃李杏类,突围,,4.5,3.5,2.5,2024-06-26 00:00:00
641,水果,桃李杏类,黄油蟠,,10.0,9.5,9.0,2024-06-26 00:00:00
642,水果,桃李杏类,猕猴桃,,7.0,6.75,6.5,2024-06-26 00:00:00
643,水果,桃李杏类,李子,,6.0,3.75,1.5,2024-06-26 00:00:00
644,水果,桃李杏类,小白杏,,3.0,2.25,1.5,2024-06-26 00:00:00
645,水果,桃李杏类,串红杏,,2.5,2.15,1.8,2024-06-26 00:00:00
646,水果,桃李杏类,杏梅,,4.0,3.5,3.0,2024-06-26 00:00:00
647,水果,西瓜类,无籽小号-大号,,1.0,0.9,0.8,2024-06-26 00:00:00
648,水果,西瓜类,麒麟,,2.0,1.75,1.5,2024-06-26 00:00:00
649,水果,西瓜类,特小凤,,2.3,2.15,2.0,2024-06-26 00:00:00
650,水果,西瓜类,L600吊秧瓜,,1.8,1.65,1.5,2024-06-26 00:00:00
651,水果,西瓜类,甜王,,0.9,0.78,0.65,2024-06-26 00:00:00
652,水果,西瓜类,金城5号,,1.0,0.9,0.8,2024-06-26 00:00:00
653,水果,西瓜类,蜜童,,1.8,1.55,1.3,2024-06-26 00:00:00
654,水果,西瓜类,8424西瓜,,1.5,1.35,1.2,2024-06-26 00:00:00
655,水果,香蕉类,国产香蕉,,3.8,3.4,3.0,2024-06-26 00:00:00
656,水果,香蕉类,进口香蕉,,4.6,4.2,3.8,2024-06-26 00:00:00
657,水果,香蕉类,泰国香蕉,,11.0,10.5,10.0,2024-06-26 00:00:00
658,水果,香蕉类,苹果蕉,,5.0,4.5,4.0,2024-06-26 00:00:00
659,水果,甜瓜类,晓蜜25号,,2.3,2.05,1.8,2024-06-26 00:00:00
660,水果,甜瓜类,玉菇,,2.1,2.0,1.9,2024-06-26 00:00:00
661,水果,甜瓜类,网纹,,6.0,5.5,5.0,2024-06-26 00:00:00
662,水果,甜瓜类,景甜甜瓜,,2.4,1.95,1.5,2024-06-26 00:00:00
663,水果,甜瓜类,白糖罐,,2.5,2.15,1.8,2024-06-26 00:00:00
664,水果,甜瓜类,羊角蜜,,3.0,2.2,1.4,2024-06-26 00:00:00
665,水果,甜瓜类,花蕾甜瓜,,3.0,2.75,2.5,2024-06-26 00:00:00
666,水果,甜瓜类,脆梨,,1.8,1.75,1.7,2024-06-26 00:00:00
667,水果,甜瓜类,绿宝甜瓜,,3.0,2.7,2.4,2024-06-26 00:00:00
668,水果,甜瓜类,博阳,,3.0,2.1,1.2,2024-06-26 00:00:00
669,水果,甜瓜类,红金蜜,,1.8,1.65,1.5,2024-06-26 00:00:00
670,水果,甜瓜类,东北甜瓜,,3.5,3.25,3.0,2024-06-26 00:00:00
671,水果,甜瓜类,久红瑞,,1.8,1.65,1.5,2024-06-26 00:00:00
672,水果,苹果类,富士,,4.3,3.15,2.0,2024-06-26 00:00:00
673,水果,苹果类,富士,,2.6,2.2,1.8,2024-06-26 00:00:00
674,水果,苹果类,富士,,5.5,5.0,4.5,2024-06-26 00:00:00
675,水果,苹果类,黄元帅,,3.6,3.05,2.5,2024-06-26 00:00:00
676,水果,苹果类,花牛,,5.0,3.5,2.0,2024-06-26 00:00:00
677,水果,苹果类,阿克苏,新疆,4.6,4.15,3.7,2024-06-26 00:00:00
678,水果,苹果类,国光,,3.5,3.0,2.5,2024-06-26 00:00:00
679,水果,葡萄类,阳光玫瑰,,28.0,20.0,12.0,2024-06-26 00:00:00
680,水果,葡萄类,红提葡萄,,13.0,12.0,11.0,2024-06-26 00:00:00
681,水果,葡萄类,玫瑰香,,13.0,11.0,9.0,2024-06-26 00:00:00
682,水果,葡萄类,克伦生,,16.0,12.0,8.0,2024-06-26 00:00:00
683,水果,葡萄类,夏黑葡萄,,13.0,11.5,10.0,2024-06-26 00:00:00
684,水果,葡萄类,郁金香,,13.0,9.5,6.0,2024-06-26 00:00:00
685,水果,葡萄类,美人指,,11.0,10.25,9.5,2024-06-26 00:00:00
686,水果,葡萄类,巨峰葡萄,,9.0,7.5,6.0,2024-06-26 00:00:00
687,水果,葡萄类,青提（维多利亚）,,8.0,6.5,5.0,2024-06-26 00:00:00
688,水果,葡萄类,乒乓球葡萄,,12.0,10.5,9.0,2024-06-26 00:00:00
689,水果,芒果类,台农,,6.0,5.5,5.0,2024-06-26 00:00:00
690,水果,芒果类,台农,,6.0,5.5,5.0,2024-06-26 00:00:00
691,水果,芒果类,青皮,,5.5,5.0,4.5,2024-06-26 00:00:00
692,水果,芒果类,象牙芒,,6.5,6.0,5.5,2024-06-26 00:00:00
693,水果,芒果类,贵妃芒,,7.5,7.0,6.5,2024-06-26 00:00:00
694,水果,芒果类,澳芒,,9.0,8.0,7.0,2024-06-26 00:00:00
695,水果,芒果类,水仙芒果,,8.5,8.0,7.5,2024-06-26 00:00:00
696,水果,荔枝类,妃子笑,,17.0,15.5,14.0,2024-06-26 00:00:00
697,水果,樱桃类,美早,,52.0,30.0,8.0,2024-06-26 00:00:00
698,水果,樱桃类,南阳,,30.0,25.0,20.0,2024-06-26 00:00:00
699,水果,樱桃类,巴托,,15.0,12.0,9.0,2024-06-26 00:00:00
700,水果,樱桃类,金顶红,,18.0,14.0,10.0,2024-06-26 00:00:00
701,水果,樱桃类,沙蜜托,,20.0,15.0,10.0,2024-06-26 00:00:00
702,肉禽蛋,猪肉类,白条猪,,11.5,11.5,11.5,2024-06-26 00:00:00
703,肉禽蛋,猪肉类,白条猪,,10.35,10.35,10.35,2024-06-26 00:00:00
704,肉禽蛋,猪肉类,前臀尖,,11.0,11.0,11.0,2024-06-26 00:00:00
705,肉禽蛋,猪肉类,前臀尖,,10.5,10.25,10.0,2024-06-26 00:00:00
706,肉禽蛋,猪肉类,后臀尖,,11.0,11.0,11.0,2024-06-26 00:00:00
707,肉禽蛋,猪肉类,后臀尖,,10.5,10.5,10.5,2024-06-26 00:00:00
708,肉禽蛋,猪肉类,五花肉,,13.5,13.25,13.0,2024-06-26 00:00:00
709,肉禽蛋,猪肉类,五花肉,,13.0,12.75,12.5,2024-06-26 00:00:00
710,肉禽蛋,猪肉类,五花头,,11.5,11.25,11.0,2024-06-26 00:00:00
711,肉禽蛋,猪肉类,纯通脊,,14.0,13.5,13.0,2024-06-26 00:00:00
712,肉禽蛋,猪肉类,通脊,,11.5,11.25,11.0,2024-06-26 00:00:00
713,肉禽蛋,猪肉类,小里脊,,16.0,15.5,15.0,2024-06-26 00:00:00
714,肉禽蛋,猪肉类,梅花肉,,14.0,13.75,13.5,2024-06-26 00:00:00
715,肉禽蛋,猪肉类,纯瘦肉,,12.5,12.25,12.0,2024-06-26 00:00:00
716,肉禽蛋,猪肉类,护心肉,,23.0,20.0,17.0,2024-06-26 00:00:00
717,肉禽蛋,猪肉类,前肘,,10.0,9.75,9.5,2024-06-26 00:00:00
718,肉禽蛋,猪肉类,后肘,,8.5,8.0,7.5,2024-06-26 00:00:00
719,肉禽蛋,猪肉类,月牙骨,,23.0,21.5,20.0,2024-06-26 00:00:00
720,肉禽蛋,猪肉类,猪尾巴,,45.0,42.5,40.0,2024-06-26 00:00:00
721,肉禽蛋,猪肉类,猪蹄,,19.0,18.0,17.0,2024-06-26 00:00:00
722,肉禽蛋,猪肉类,纯排骨,,23.0,21.5,20.0,2024-06-26 00:00:00
723,肉禽蛋,猪肉类,纯腔骨,,8.0,7.5,7.0,2024-06-26 00:00:00
724,肉禽蛋,猪肉类,腔排骨,,15.0,14.5,14.0,2024-06-26 00:00:00
725,肉禽蛋,猪肉类,梅花骨,,10.0,9.5,9.0,2024-06-26 00:00:00
726,肉禽蛋,猪肉类,棒骨,,9.5,9.0,8.5,2024-06-26 00:00:00
727,肉禽蛋,猪肉类,猪头,,10.0,9.75,9.5,2024-06-26 00:00:00
728,肉禽蛋,猪肉类,猪口条,,14.0,13.75,13.5,2024-06-26 00:00:00
729,肉禽蛋,猪肉类,猪耳,,25.0,24.0,23.0,2024-06-26 00:00:00
730,肉禽蛋,猪肉类,猪脑,,22.0,21.0,20.0,2024-06-26 00:00:00
731,肉禽蛋,猪肉类,猪肚,,22.0,20.0,18.0,2024-06-26 00:00:00
732,肉禽蛋,猪肉类,猪板油,,6.0,5.75,5.5,2024-06-26 00:00:00
733,肉禽蛋,猪肉类,肥膘肉,,6.0,5.25,4.5,2024-06-26 00:00:00
734,肉禽蛋,猪肉类,猪腰子,,32.0,31.5,31.0,2024-06-26 00:00:00
735,肉禽蛋,猪肉类,猪心,,8.5,8.25,8.0,2024-06-26 00:00:00
736,肉禽蛋,猪肉类,猪肝,,6.5,6.25,6.0,2024-06-26 00:00:00
737,肉禽蛋,猪肉类,猪肺,,4.0,3.75,3.5,2024-06-26 00:00:00
738,肉禽蛋,猪肉类,猪皮,,6.0,5.25,4.5,2024-06-26 00:00:00
739,肉禽蛋,猪肉类,猪肠头,,20.0,19.5,19.0,2024-06-26 00:00:00
740,肉禽蛋,猪肉类,猪肠,,18.0,17.5,17.0,2024-06-26 00:00:00
741,肉禽蛋,牛肉类,整牛,,24.0,23.25,22.5,2024-06-26 00:00:00
742,肉禽蛋,牛肉类,牛前腱,,29.0,28.5,28.0,2024-06-26 00:00:00
743,肉禽蛋,牛肉类,牛后腱,,28.0,28.0,28.0,2024-06-26 00:00:00
744,肉禽蛋,牛肉类,牛前腿,,24.0,24.0,24.0,2024-06-26 00:00:00
745,肉禽蛋,牛肉类,牛后腿,,24.0,24.0,24.0,2024-06-26 00:00:00
746,肉禽蛋,牛肉类,牛腰窝,,27.0,26.0,25.0,2024-06-26 00:00:00
747,肉禽蛋,牛肉类,肥牛,,33.0,29.5,26.0,2024-06-26 00:00:00
748,肉禽蛋,牛肉类,牛柳,,30.0,30.0,30.0,2024-06-26 00:00:00
749,肉禽蛋,牛肉类,精牛柳,,32.0,32.0,32.0,2024-06-26 00:00:00
750,肉禽蛋,牛肉类,牛腩,,24.0,24.0,24.0,2024-06-26 00:00:00
751,肉禽蛋,牛肉类,牛林,,24.0,24.0,24.0,2024-06-26 00:00:00
752,肉禽蛋,牛肉类,牛金钱腱,,45.0,45.0,45.0,2024-06-26 00:00:00
753,肉禽蛋,牛肉类,牛筋头巴脑,,22.0,21.5,21.0,2024-06-26 00:00:00
754,肉禽蛋,牛肉类,牛宝,,18.0,17.5,17.0,2024-06-26 00:00:00
755,肉禽蛋,牛肉类,牛鞭,,60.0,59.0,58.0,2024-06-26 00:00:00
756,肉禽蛋,牛肉类,牛油,,5.0,5.0,5.0,2024-06-26 00:00:00
757,肉禽蛋,牛肉类,牛心,,7.0,6.75,6.5,2024-06-26 00:00:00
758,肉禽蛋,牛肉类,牛舌,,25.0,24.5,24.0,2024-06-26 00:00:00
759,肉禽蛋,牛肉类,牛骨,,4.5,4.25,4.0,2024-06-26 00:00:00
760,肉禽蛋,牛肉类,牛排骨,,25.0,25.0,25.0,2024-06-26 00:00:00
761,肉禽蛋,牛肉类,牛蹄筋,,24.0,23.5,23.0,2024-06-26 00:00:00
762,肉禽蛋,牛肉类,牛板筋,,28.0,27.5,27.0,2024-06-26 00:00:00
763,肉禽蛋,牛肉类,牛心管,,35.0,32.5,30.0,2024-06-26 00:00:00
764,肉禽蛋,牛肉类,牛肚,,20.0,18.5,17.0,2024-06-26 00:00:00
765,肉禽蛋,牛肉类,牛腰子,,12.0,11.0,10.0,2024-06-26 00:00:00
766,肉禽蛋,牛肉类,牛尾,,32.0,28.5,25.0,2024-06-26 00:00:00
767,肉禽蛋,牛肉类,牛百叶,,33.0,31.5,30.0,2024-06-26 00:00:00
768,肉禽蛋,牛肉类,牛上脑,,24.0,24.0,24.0,2024-06-26 00:00:00
769,肉禽蛋,羊肉类,整羊,,20.0,20.0,20.0,2024-06-26 00:00:00
770,肉禽蛋,羊肉类,去骨羊前腿,,28.0,28.0,28.0,2024-06-26 00:00:00
771,肉禽蛋,羊肉类,去骨羊后腿,,30.0,30.0,30.0,2024-06-26 00:00:00
772,肉禽蛋,羊肉类,羊腰窝,,27.0,26.5,26.0,2024-06-26 00:00:00
773,肉禽蛋,羊肉类,羊肉片,,32.0,28.5,25.0,2024-06-26 00:00:00
774,肉禽蛋,羊肉类,羊腰子,,12.0,11.5,11.0,2024-06-26 00:00:00
775,肉禽蛋,羊肉类,羊蝎子,,10.0,10.0,10.0,2024-06-26 00:00:00
776,肉禽蛋,羊肉类,羊蝎子,,20.0,19.5,19.0,2024-06-26 00:00:00
777,肉禽蛋,羊肉类,羊排骨,,21.0,20.5,20.0,2024-06-26 00:00:00
778,肉禽蛋,羊肉类,羊尾巴油,,10.0,9.25,8.5,2024-06-26 00:00:00
779,肉禽蛋,羊肉类,羊小腿,,18.0,18.0,18.0,2024-06-26 00:00:00
780,肉禽蛋,羊肉类,羊腱子肉,,32.0,31.5,31.0,2024-06-26 00:00:00
781,肉禽蛋,羊肉类,羊蹄,,15.0,14.5,14.0,2024-06-26 00:00:00
782,肉禽蛋,羊肉类,羊头,,12.0,12.0,12.0,2024-06-26 00:00:00
783,肉禽蛋,羊肉类,羊肝,,6.0,6.0,6.0,2024-06-26 00:00:00
784,肉禽蛋,羊肉类,羊心,,15.0,15.0,15.0,2024-06-26 00:00:00
785,肉禽蛋,羊肉类,羊肠,,14.0,14.0,14.0,2024-06-26 00:00:00
786,肉禽蛋,羊肉类,羊肚,,18.0,17.5,17.0,2024-06-26 00:00:00
787,肉禽蛋,羊肉类,羊鞭,,75.0,72.5,70.0,2024-06-26 00:00:00
788,肉禽蛋,羊肉类,羊宝,,35.0,35.0,35.0,2024-06-26 00:00:00
789,肉禽蛋,羊肉类,羊骨头,,10.0,9.0,8.0,2024-06-26 00:00:00
790,肉禽蛋,羊肉类,羊上脑,,31.0,30.5,30.0,2024-06-26 00:00:00
791,肉禽蛋,羊肉类,羊腩,,24.0,23.0,22.0,2024-06-26 00:00:00
792,肉禽蛋,羊肉类,羊里脊,,29.0,28.5,28.0,2024-06-26 00:00:00
793,肉禽蛋,禽蛋类,淘汰鸡,,11.0,11.0,11.0,2024-06-26 00:00:00
794,肉禽蛋,禽蛋类,淘汰鸡,,10.0,9.75,9.5,2024-06-26 00:00:00
795,肉禽蛋,禽蛋类,仔鸡,,7.0,6.75,6.5,2024-06-26 00:00:00
796,肉禽蛋,禽蛋类,肉鸡,,7.0,6.9,6.8,2024-06-26 00:00:00
797,肉禽蛋,禽蛋类,鸡胸,,7.0,6.5,6.0,2024-06-26 00:00:00
798,肉禽蛋,禽蛋类,鸡翅,,11.0,11.0,11.0,2024-06-26 00:00:00
799,肉禽蛋,禽蛋类,鸡翅尖,,7.5,7.25,7.0,2024-06-26 00:00:00
800,肉禽蛋,禽蛋类,鸡翅中,,20.0,20.0,20.0,2024-06-26 00:00:00
801,肉禽蛋,禽蛋类,鸡翅根,,7.0,7.0,7.0,2024-06-26 00:00:00
802,肉禽蛋,禽蛋类,鸡边腿,,6.5,6.25,6.0,2024-06-26 00:00:00
803,肉禽蛋,禽蛋类,鸡排腿,,7.0,6.9,6.8,2024-06-26 00:00:00
804,肉禽蛋,禽蛋类,鸡琵琶腿,,7.0,6.75,6.5,2024-06-26 00:00:00
805,肉禽蛋,禽蛋类,鸡胗,,12.0,11.0,10.0,2024-06-26 00:00:00
806,肉禽蛋,禽蛋类,鸡爪,,20.0,20.0,20.0,2024-06-26 00:00:00
807,肉禽蛋,禽蛋类,鸡心,,5.0,5.0,5.0,2024-06-26 00:00:00
808,肉禽蛋,禽蛋类,鸡肝,,3.0,3.0,3.0,2024-06-26 00:00:00
809,肉禽蛋,禽蛋类,鸡脖子,,5.0,4.9,4.8,2024-06-26 00:00:00
810,肉禽蛋,禽蛋类,鸡头,,3.0,2.75,2.5,2024-06-26 00:00:00
811,肉禽蛋,禽蛋类,鸡油,,5.5,5.5,5.5,2024-06-26 00:00:00
812,肉禽蛋,禽蛋类,鸡架子,,4.0,3.75,3.5,2024-06-26 00:00:00
813,肉禽蛋,禽蛋类,白条乌鸡,,12.0,11.75,11.5,2024-06-26 00:00:00
814,肉禽蛋,禽蛋类,黑爪公鸡,,13.0,12.0,11.0,2024-06-26 00:00:00
815,肉禽蛋,禽蛋类,白条鹅,,13.0,12.0,11.0,2024-06-26 00:00:00
816,肉禽蛋,禽蛋类,白条湖鸭,,7.5,7.25,7.0,2024-06-26 00:00:00
817,肉禽蛋,禽蛋类,鸭肠,,7.5,7.25,7.0,2024-06-26 00:00:00
818,肉禽蛋,禽蛋类,鸭肝,,2.5,2.5,2.5,2024-06-26 00:00:00
819,肉禽蛋,禽蛋类,鸭头,,11.0,10.25,9.5,2024-06-26 00:00:00
820,肉禽蛋,禽蛋类,鸭心,,5.0,4.75,4.5,2024-06-26 00:00:00
821,肉禽蛋,禽蛋类,鸭腿,,6.0,5.5,5.0,2024-06-26 00:00:00
822,肉禽蛋,禽蛋类,鸭胗,,15.0,14.75,14.5,2024-06-26 00:00:00
823,肉禽蛋,禽蛋类,鸭脖子,,10.0,9.5,9.0,2024-06-26 00:00:00
824,肉禽蛋,禽蛋类,白条乳鸽,,23.0,22.0,21.0,2024-06-26 00:00:00
825,肉禽蛋,禽蛋类,白条兔,,23.0,23.0,23.0,2024-06-26 00:00:00
826,肉禽蛋,禽蛋类,箱鸡蛋,,173.0,170.5,168.0,2024-06-26 00:00:00
827,肉禽蛋,禽蛋类,箱鸡蛋,,3.93,3.88,3.82,2024-06-26 00:00:00
828,肉禽蛋,禽蛋类,散鸡蛋,,4.5,4.4,4.3,2024-06-26 00:00:00
829,肉禽蛋,禽蛋类,生鸭蛋,,7.5,7.25,7.0,2024-06-26 00:00:00
830,肉禽蛋,禽蛋类,熟鸭蛋,,9.0,8.65,8.3,2024-06-26 00:00:00
831,肉禽蛋,禽蛋类,松花蛋,,9.0,8.25,7.5,2024-06-26 00:00:00
832,肉禽蛋,禽蛋类,鹅蛋,,18.5,17.5,16.5,2024-06-26 00:00:00
833,肉禽蛋,禽蛋类,鹌鹑蛋,,7.0,6.4,5.8,2024-06-26 00:00:00
834,肉禽蛋,禽蛋类,柴鸡蛋,,8.0,6.0,4.0,2024-06-26 00:00:00
835,肉禽蛋,禽蛋类,乌鸡蛋,,8.5,7.65,6.8,2024-06-26 00:00:00
836,肉禽蛋,禽蛋类,大雁蛋,,20.0,19.0,18.0,2024-06-26 00:00:00
837,肉禽蛋,禽蛋类,变蛋,,1.0,0.83,0.65,2024-06-26 00:00:00
838,肉禽蛋,禽蛋类,鸵鸟蛋,,150.0,115.0,80.0,2024-06-26 00:00:00
839,肉禽蛋,禽蛋类,鸽子蛋,,3.0,2.9,2.8,2024-06-26 00:00:00
840,肉禽蛋,禽蛋类,活珠子,,1.5,1.43,1.35,2024-06-26 00:00:00
841,肉禽蛋,禽蛋类,山鸡蛋,,1.0,0.95,0.9,2024-06-26 00:00:00
842,水产,淡水鱼,鲤鱼,,7.0,7.0,7.0,2024-06-26 00:00:00
843,水产,淡水鱼,鲤鱼,,7.5,7.25,7.0,2024-06-26 00:00:00
844,水产,淡水鱼,草鱼,,7.0,7.0,7.0,2024-06-26 00:00:00
845,水产,淡水鱼,草鱼,,7.5,7.5,7.5,2024-06-26 00:00:00
846,水产,淡水鱼,草鱼,,9.0,8.5,8.0,2024-06-26 00:00:00
847,水产,淡水鱼,鲫鱼,,13.5,13.25,13.0,2024-06-26 00:00:00
848,水产,淡水鱼,鲫鱼,,15.0,14.5,14.0,2024-06-26 00:00:00
849,水产,淡水鱼,鲫鱼,,16.0,15.5,15.0,2024-06-26 00:00:00
850,水产,淡水鱼,胖头鱼,,10.5,10.25,10.0,2024-06-26 00:00:00
851,水产,淡水鱼,胖头鱼,,12.0,11.5,11.0,2024-06-26 00:00:00
852,水产,淡水鱼,武昌鱼,,13.0,12.0,11.0,2024-06-26 00:00:00
853,水产,淡水鱼,鲢鱼,,4.5,4.25,4.0,2024-06-26 00:00:00
854,水产,淡水鱼,鲢鱼,,4.0,3.75,3.5,2024-06-26 00:00:00
855,水产,淡水鱼,鲶鱼,,6.0,5.75,5.5,2024-06-26 00:00:00
856,水产,淡水鱼,松花鱼,,11.0,10.5,10.0,2024-06-26 00:00:00
857,水产,淡水鱼,黑鱼,,12.0,11.5,11.0,2024-06-26 00:00:00
858,水产,淡水鱼,黑鱼,,13.0,12.5,12.0,2024-06-26 00:00:00
859,水产,淡水鱼,黄鳝,,32.0,31.0,30.0,2024-06-26 00:00:00
860,水产,淡水鱼,黄鳝,,42.0,40.0,38.0,2024-06-26 00:00:00
861,水产,淡水鱼,罗非鱼,,13.0,12.5,12.0,2024-06-26 00:00:00
862,水产,淡水鱼,虹鳟鱼,,25.0,24.5,24.0,2024-06-26 00:00:00
863,水产,淡水鱼,鲟鱼,,22.0,21.5,21.0,2024-06-26 00:00:00
864,水产,淡水鱼,青鱼,,15.0,14.0,13.0,2024-06-26 00:00:00
865,水产,淡水鱼,桂鱼,,52.0,51.0,50.0,2024-06-26 00:00:00
866,水产,淡水鱼,嘎鱼,,24.0,23.5,23.0,2024-06-26 00:00:00
867,水产,淡水鱼,嘎鱼,,24.0,23.5,23.0,2024-06-26 00:00:00
868,水产,淡水鱼,淡水鲈鱼,,25.0,24.0,23.0,2024-06-26 00:00:00
869,水产,淡水鱼,泥鳅,,17.0,13.5,10.0,2024-06-26 00:00:00
870,水产,淡水鱼,清江鱼,,11.0,10.0,9.0,2024-06-26 00:00:00
871,水产,海水鱼,三文鱼肉,,120.0,105.0,90.0,2024-06-26 00:00:00
872,水产,海水鱼,三文鱼肉,,70.0,65.0,60.0,2024-06-26 00:00:00
873,水产,海水鱼,多春鱼,,18.0,17.0,16.0,2024-06-26 00:00:00
874,水产,海水鱼,燕鲅,,26.0,20.5,15.0,2024-06-26 00:00:00
875,水产,海水鱼,鲐鲅,,6.0,5.5,5.0,2024-06-26 00:00:00
876,水产,海水鱼,小黄花鱼,,10.0,8.5,7.0,2024-06-26 00:00:00
877,水产,海水鱼,鲽鱼,,30.0,29.5,29.0,2024-06-26 00:00:00
878,水产,海水鱼,红星斑,,150.0,147.5,145.0,2024-06-26 00:00:00
879,水产,海水鱼,多宝鱼,,30.0,28.0,26.0,2024-06-26 00:00:00
880,水产,海水鱼,石斑鱼,,65.0,62.5,60.0,2024-06-26 00:00:00
881,水产,海水鱼,鳕鱼,,6.0,5.5,5.0,2024-06-26 00:00:00
882,水产,海水鱼,牛尾巴鱼,,18.0,14.0,10.0,2024-06-26 00:00:00
883,水产,海水鱼,小公鱼,,12.0,11.5,11.0,2024-06-26 00:00:00
884,水产,海水鱼,带鱼,网,9.0,8.5,8.0,2024-06-26 00:00:00
885,水产,海水鱼,带鱼,网,13.0,12.5,12.0,2024-06-26 00:00:00
886,水产,海水鱼,带鱼,网,15.0,14.5,14.0,2024-06-26 00:00:00
887,水产,海水鱼,带鱼,吊,12.0,11.0,10.0,2024-06-26 00:00:00
888,水产,海水鱼,带鱼,吊,16.0,15.5,15.0,2024-06-26 00:00:00
889,水产,海水鱼,带鱼,吊,18.0,17.0,16.0,2024-06-26 00:00:00
890,水产,海水鱼,黄花鱼,国产,16.0,15.5,15.0,2024-06-26 00:00:00
891,水产,海水鱼,黄花鱼,国产,18.0,17.5,17.0,2024-06-26 00:00:00
892,水产,海水鱼,黄花鱼,国产,18.0,17.5,17.0,2024-06-26 00:00:00
893,水产,海水鱼,平鱼,国产,14.0,13.5,13.0,2024-06-26 00:00:00
894,水产,海水鱼,平鱼,国产,20.0,19.0,18.0,2024-06-26 00:00:00
895,水产,海水鱼,平鱼,国产,30.0,29.0,28.0,2024-06-26 00:00:00
896,水产,海水鱼,平鱼,国产,48.0,46.5,45.0,2024-06-26 00:00:00
897,水产,海水鱼,鱿鱼,,21.0,20.0,19.0,2024-06-26 00:00:00
898,水产,海水鱼,鱿鱼,,24.0,23.5,23.0,2024-06-26 00:00:00
899,水产,海水鱼,八爪鱼,,45.0,42.5,40.0,2024-06-26 00:00:00
900,水产,海水鱼,海鲈鱼,,14.0,13.5,13.0,2024-06-26 00:00:00
901,水产,海水鱼,墨鱼,,28.0,27.5,27.0,2024-06-26 00:00:00
902,水产,海水鱼,金鲳鱼,,24.0,23.5,23.0,2024-06-26 00:00:00
903,水产,海水鱼,金鲳鱼,,25.0,24.0,23.0,2024-06-26 00:00:00
904,水产,虾蟹类,白虾,,15.0,14.5,14.0,2024-06-26 00:00:00
905,水产,虾蟹类,白虾,,25.0,23.75,22.5,2024-06-26 00:00:00
906,水产,虾蟹类,白虾,,22.0,21.0,20.0,2024-06-26 00:00:00
907,水产,虾蟹类,白虾,,20.0,20.0,20.0,2024-06-26 00:00:00
908,水产,虾蟹类,白虾（笼装）,,25.0,24.5,24.0,2024-06-26 00:00:00
909,水产,虾蟹类,白虾（笼装）,,24.0,23.5,23.0,2024-06-26 00:00:00
910,水产,虾蟹类,白虾（精品）,,26.0,26.0,26.0,2024-06-26 00:00:00
911,水产,虾蟹类,白虾（精品）,,25.0,25.0,25.0,2024-06-26 00:00:00
912,水产,虾蟹类,小海白虾,,30.0,27.5,25.0,2024-06-26 00:00:00
913,水产,虾蟹类,小河虾,,25.0,22.5,20.0,2024-06-26 00:00:00
914,水产,虾蟹类,小河虾,,35.0,32.5,30.0,2024-06-26 00:00:00
915,水产,虾蟹类,小龙虾,,18.0,17.5,17.0,2024-06-26 00:00:00
916,水产,虾蟹类,小龙虾,,24.0,23.5,23.0,2024-06-26 00:00:00
917,水产,虾蟹类,琵琶虾,,70.0,62.5,55.0,2024-06-26 00:00:00
918,水产,虾蟹类,小青龙虾,,180.0,177.5,175.0,2024-06-26 00:00:00
919,水产,虾蟹类,虾仁,,28.0,27.0,26.0,2024-06-26 00:00:00
920,水产,虾蟹类,基围虾,,95.0,85.0,75.0,2024-06-26 00:00:00
921,水产,虾蟹类,罗氏虾,,65.0,62.5,60.0,2024-06-26 00:00:00
922,水产,虾蟹类,波士顿龙虾,,140.0,120.0,100.0,2024-06-26 00:00:00
923,水产,虾蟹类,澳洲龙虾,,450.0,425.0,400.0,2024-06-26 00:00:00
924,水产,虾蟹类,玫瑰龙虾,,330.0,325.0,320.0,2024-06-26 00:00:00
925,水产,虾蟹类,母梭子蟹,,120.0,110.0,100.0,2024-06-26 00:00:00
926,水产,虾蟹类,公梭子蟹,,100.0,90.0,80.0,2024-06-26 00:00:00
927,水产,虾蟹类,珍宝蟹,,145.0,137.5,130.0,2024-06-26 00:00:00
928,水产,虾蟹类,帝王蟹,,310.0,300.0,290.0,2024-06-26 00:00:00
929,水产,虾蟹类,面包蟹,,90.0,85.0,80.0,2024-06-26 00:00:00
