客户,商品名称,单位,数量,入库金额（元）,出库金额（元）,毛利（元）
威海威高现代农业生态园有限公司,海鲜箱,个,200.0,1100,1100,0
威海威高现代农业生态园有限公司,生态嘿猪箱,个,135.0,743,743,0
威海威高现代农业生态园有限公司,复合大豆亲肤被,件,4.0,791,800,9
威海威高现代农业生态园有限公司,海鲜礼盒,箱,2.0,1600,2000,400
威海威高现代农业生态园有限公司,海米（大）,斤,4.0,500,640,140
威海威高现代农业生态园有限公司,烘干贝丁,斤,4.0,540,680,140
威海威高医疗国际贸易有限公司,复合大豆亲肤被,件,55.0,10881,11000,119
威海威高医疗健康有限公司,维纳斯苹果90#,箱,8.0,1520,1600,80
威海威高医疗健康有限公司,维纳斯苹果90#,箱,6.0,1140,1200,60
威海威高医疗健康有限公司,故宫御酒500ml,瓶,12.0,4884,4884,0
威海威高医疗健康有限公司,海鲜礼盒,箱,500.0,46315,69000,22685
威海威高医疗健康有限公司,有机蔬菜礼盒,盒,433.0,38970,47630,8660
威海威高医疗健康有限公司,新年新意春节礼盒,盒,6.0,3120,3240,120
威海威高医疗健康有限公司,新年新意春节礼盒,盒,6.0,3120,3240,120
威海威高医疗健康有限公司,新年新意调味品礼盒,盒,3.0,240,300,60
威海威高医疗健康有限公司,新年新意春节礼盒,盒,2.0,1040,1080,40
威海威高医疗健康有限公司,富士苹果（80-85#）,箱,2.0,220,240,20
威海威高医疗健康有限公司,复合大豆亲肤被,件,26.0,5144,5200,56
威海威高医疗健康有限公司,飞天茅台53°,瓶,6.0,8994,17880,8886
威海威高医疗器械有限公司,复合大豆亲肤被,件,16.0,3165,3200,35
威海威高医疗消毒供应有限公司,复合大豆亲肤被,件,88.0,17409,17600,191
威海威高医疗影像科技有限公司,复合大豆亲肤被,件,17.0,3363,3400,37
威海威高医用材料有限公司,复合大豆亲肤被,件,208.0,41149,41600,451
威海威高益康护理用品有限公司,复合大豆亲肤被,件,39.0,7715,7800,85
威海威高置业有限公司,复合大豆亲肤被,件,21.0,4154,4200,46
威海维心医疗设备有限公司,复合大豆亲肤被,件,15.0,2967,3000,33
威海伟涛禽蛋有限公司,鸭蛋,斤,1520.0,10336,10336,0
威海伟涛禽蛋有限公司,鹅蛋,斤,1040.0,16640,16640,0
威海伟涛禽蛋有限公司,鸭蛋,斤,280.0,1904,1904,0
威海伟涛禽蛋有限公司,鹅蛋,斤,920.0,14720,14720,0
威海卫大厦有限公司工会委员会,复合大豆亲肤被,件,223.0,44117,44600,483
威海西马克食品贸易有限公司,法国卡斯特玛西美露干红,瓶,6.0,1188,1490,302
威海新永印刷有限公司,福运满堂礼盒,盒,20.0,3900,5160,1260
威海新永印刷有限公司,生态嘿猪,盒,20.0,4360,5160,800
威海鑫源精特农产品专业合作社,生态嘿猪,盒,10.0,2180,2980,800
威海永达绿色技术有限公司,玛茜美露（兔年纪念版）,瓶,78.0,28782,31200,2418
威海永达绿色技术有限公司,弗朗索瓦2011FRANCOIS,瓶,120.0,47520,50648,3128
威海永源水产养殖有限公司,生态嘿猪,盒,2.0,436,596,160
威海誉丰源食品经销处,海鲜礼盒,箱,30.0,2779,4500,1721
威海臻宇食品有限公司（秦美娟）,焦煤在线,瓶,12.0,4776,5280,504
文登区九润金属制品加工厂,弗朗索瓦2011FRANCOIS,瓶,12.0,4752,5037,285
烟台福明蜂产业有限公司,鹅蛋（箱装）,箱,50.0,4125,4950,825
烟台福明蜂产业有限公司,生态嘿猪,盒,50.0,10900,14900,4000
烟台市牟平区农乐农产品专业合作社,生态嘿猪,盒,20.0,4360,5960,1600
烟台市牟平区农乐农产品专业合作社,维纳斯苹果（85#）,箱,4.0,640,736,96
一卡通配送订单,鸡蛋（5斤）,箱,3.0,99,99,0
一卡通配送订单,鸡蛋（5斤）,箱,2.0,66,66,0
一卡通配送订单,鸡蛋（5斤）,箱,4.0,132,132,0
一卡通配送订单,鸡蛋（10斤）,箱,6.0,390,394,4
一卡通配送订单,鸭蛋（5斤）,箱,11.0,385,413,28
一卡通配送订单,榴莲肉（袋装）,包,50.0,3150,3525,375
一卡通配送订单,榴莲肉（袋装）,包,16.0,1008,1128,120
招商银行股份有限公司威海分行,新年新意春节礼盒,盒,2.0,1040,1080,40
招商银行股份有限公司威海分行,水果礼盒,盒,6.0,4200,4680,480
招商银行股份有限公司威海分行,海鲜礼盒,箱,4.0,4400,6000,1600
招商银行股份有限公司威海分行,新年新意春节礼盒,盒,10.0,5200,5400,200
招商银行股份有限公司威海分行,年味四海调味礼盒,盒,220.0,30360,39168,8808
招商银行股份有限公司威海分行,水果礼盒,盒,6.0,4200,4680,480
招商银行股份有限公司威海分行,新年新意春节礼盒,盒,10.0,5200,5400,200
招商银行股份有限公司威海分行,海鲜礼盒,箱,4.0,4400,6000,1600
招商银行股份有限公司威海分行,海鲜礼盒,箱,2.0,3280,4073,793
招商银行股份有限公司威海分行,海鲜礼盒,箱,1.0,1300,1500,200
招商银行股份有限公司威海分行,新年新意春节礼盒,盒,1.0,520,540,20
招商银行股份有限公司威海分行,海鲜礼盒,箱,40.0,8093,10116,2023
招商银行股份有限公司威海分行,海鲜礼盒,箱,30.0,8381,10476,2095
,红酒盒,个,38.0,1083,0,(1083)
,,,,7890277,8985847,1095570
