ID,编号,价格,成交数量,竞买率,成交占比,日期,大盘最低价格,大盘最高价格
419376,2078,12,5382,98,3,45002,3240,3280
419375,2078,12,2075,44,1,45002,3240,3280
419374,2078,12,6194,55,4,45002,3240,3280
419373,2078,12,2461,66,2,45002,3240,3280
419372,2078,12,2397,70,2,45002,3240,3280
419371,2078,12,3182,54,2,45002,3240,3280
419370,2078,12,3396,63,2,45002,3240,3280
419369,2078,12,8538,48,5,45002,3240,3280
419368,2078,12,5457,50,3,45002,3240,3280
419367,2078,12,9948,33,6,45002,3240,3280
419366,2078,12,21686,44,14,45002,3240,3280
419365,2078,12,17245,48,11,45002,3240,3280
419364,2078,12,15469,32,10,45002,3240,3280
419363,2078,12,12640,30,8,45002,3240,3280
419362,2078,12,9760,34,6,45002,3240,3280
419361,2078,12,6734,23,4,45002,3240,3280
419360,2078,12,6427,37,4,45002,3240,3280
419359,2078,12,4045,25,3,45002,3240,3280
419358,2078,12,5038,50,3,45002,3240,3280
419357,2078,12,1757,9,1,45002,3240,3280
419356,2078,12,2862,33,2,45002,3240,3280
419355,2078,12,4286,5,3,45002,3240,3280
419354,2078,12,857,0,1,45002,3240,3280
417996,2078,12,179,100,0,45001,3225,3257
417995,2078,12,1941,63,1,45001,3225,3257
417994,2078,12,2826,36,2,45001,3225,3257
417993,2078,12,5540,56,4,45001,3225,3257
417992,2078,12,2754,45,2,45001,3225,3257
417991,2078,12,4405,35,3,45001,3225,3257
417990,2078,12,3111,58,2,45001,3225,3257
417989,2078,12,6432,72,4,45001,3225,3257
417988,2078,12,2977,59,2,45001,3225,3257
417987,2078,12,3144,29,2,45001,3225,3257
417986,2078,12,2209,70,1,45001,3225,3257
417985,2078,12,4132,72,3,45001,3225,3257
417984,2078,12,10325,38,7,45001,3225,3257
417983,2078,12,8362,52,6,45001,3225,3257
417982,2078,12,5625,68,4,45001,3225,3257
417981,2078,12,7772,48,5,45001,3225,3257
417980,2078,12,6830,69,5,45001,3225,3257
417979,2078,12,14480,70,10,45001,3225,3257
417978,2078,12,7046,50,5,45001,3225,3257
417977,2078,12,8543,51,6,45001,3225,3257
417976,2078,12,6659,33,4,45001,3225,3257
417975,2078,12,3692,65,2,45001,3225,3257
417974,2078,12,4101,49,3,45001,3225,3257
417973,2078,12,3287,54,2,45001,3225,3257
417972,2078,12,2199,48,1,45001,3225,3257
417971,2078,12,1571,73,1,45001,3225,3257
417970,2078,12,3767,46,2,45001,3225,3257
417969,2078,12,4437,53,3,45001,3225,3257
417968,2078,12,5436,38,4,45001,3225,3257
417967,2078,12,3069,60,2,45001,3225,3257
417966,2078,12,324,0,0,45001,3225,3257
417965,2078,12,65,100,0,45001,3225,3257
417964,2078,12,4001,31,3,45001,3225,3257
416684,2078,12,497,59,0,45000,3257,3273
416683,2078,12,655,0,0,45000,3257,3273
416682,2078,12,343,54,0,45000,3257,3273
416681,2078,12,477,0,0,45000,3257,3273
416680,2078,12,360,68,0,45000,3257,3273
416679,2078,12,267,0,0,45000,3257,3273
416678,2078,12,315,0,0,45000,3257,3273
416677,2078,12,126,53,0,45000,3257,3273
416676,2078,12,1189,36,1,45000,3257,3273
416675,2078,12,1474,46,1,45000,3257,3273
416674,2078,12,4148,3,2,45000,3257,3273
416673,2078,12,35,0,0,45000,3257,3273
416672,2078,12,576,10,0,45000,3257,3273
416671,2078,12,390,13,0,45000,3257,3273
416670,2078,12,655,51,0,45000,3257,3273
416669,2078,12,72,0,0,45000,3257,3273
416668,2078,12,1366,2,1,45000,3257,3273
416667,2078,12,1699,0,1,45000,3257,3273
416666,2078,12,310,15,0,45000,3257,3273
416665,2078,12,1205,100,1,45000,3257,3273
416664,2078,12,392,90,0,45000,3257,3273
416663,2078,12,1284,22,1,45000,3257,3273
416662,2078,12,1254,37,1,45000,3257,3273
416661,2078,12,2405,54,1,45000,3257,3273
416660,2078,12,147,57,0,45000,3257,3273
416659,2078,12,1568,2,1,45000,3257,3273
416658,2078,12,880,0,0,45000,3257,3273
416657,2078,12,3668,35,2,45000,3257,3273
416656,2078,12,1932,14,1,45000,3257,3273
416655,2078,12,1400,32,1,45000,3257,3273
416654,2078,12,5560,34,3,45000,3257,3273
416653,2078,12,4566,53,2,45000,3257,3273
416652,2078,12,5118,24,3,45000,3257,3273
416651,2078,12,11222,54,6,45000,3257,3273
416650,2078,12,13894,55,7,45000,3257,3273
416649,2078,12,14353,57,8,45000,3257,3273
416648,2078,12,20998,46,11,45000,3257,3273
416647,2078,12,19301,37,10,45000,3257,3273
416646,2078,12,15628,47,8,45000,3257,3273
416645,2078,12,11996,36,6,45000,3257,3273
416644,2078,12,11341,25,6,45000,3257,3273
416643,2078,12,7737,28,4,45000,3257,3273
416642,2078,12,7270,13,4,45000,3257,3273
416641,2078,12,2947,55,2,45000,3257,3273
416640,2078,12,1723,23,1,45000,3257,3273
416639,2078,12,634,47,0,45000,3257,3273
416638,2078,12,2592,1,1,45000,3257,3273
416637,2078,13,907,0,0,45000,3257,3273
415134,2078,12,628,100,1,44999,3217,3262
415133,2078,12,2481,98,2,44999,3217,3262
415132,2078,12,5054,61,4,44999,3217,3262
415131,2078,12,3196,58,3,44999,3217,3262
415130,2078,12,6920,68,6,44999,3217,3262
415129,2078,12,3230,63,3,44999,3217,3262
415128,2078,12,4030,58,3,44999,3217,3262
415127,2078,12,4268,73,3,44999,3217,3262
415126,2078,12,5974,46,5,44999,3217,3262
415125,2078,12,14586,65,12,44999,3217,3262
415124,2078,12,15765,46,13,44999,3217,3262
415123,2078,12,18756,21,15,44999,3217,3262
415122,2078,12,10056,33,8,44999,3217,3262
415121,2078,12,4817,41,4,44999,3217,3262
415120,2078,12,3393,25,3,44999,3217,3262
415119,2078,12,2340,52,2,44999,3217,3262
415118,2078,12,1330,34,1,44999,3217,3262
415117,2078,12,1728,60,1,44999,3217,3262
415116,2078,12,1865,62,2,44999,3217,3262
415115,2078,12,2074,57,2,44999,3217,3262
415114,2078,12,1482,63,1,44999,3217,3262
415113,2078,12,2059,31,2,44999,3217,3262
415112,2078,12,1217,82,1,44999,3217,3262
415111,2078,12,1773,60,1,44999,3217,3262
415110,2078,12,2029,29,2,44999,3217,3262
415109,2078,12,2048,20,2,44999,3217,3262
415108,2078,12,327,0,0,44999,3217,3262
413557,2078,12,1542,100,1,44998,3228,3269
413556,2078,12,1517,58,1,44998,3228,3269
413555,2078,12,1750,65,1,44998,3228,3269
413554,2078,12,1722,75,1,44998,3228,3269
413553,2078,12,2664,65,2,44998,3228,3269
413552,2078,12,5778,64,5,44998,3228,3269
413551,2078,12,7995,42,6,44998,3228,3269
413550,2078,12,12170,63,10,44998,3228,3269
413549,2078,12,14421,52,11,44998,3228,3269
413548,2078,12,15437,19,12,44998,3228,3269
413547,2078,12,6463,35,5,44998,3228,3269
413546,2078,12,10167,41,8,44998,3228,3269
413545,2078,12,6487,43,5,44998,3228,3269
413544,2078,12,4970,51,4,44998,3228,3269
413543,2078,12,10367,34,8,44998,3228,3269
413542,2078,12,7021,51,6,44998,3228,3269
413541,2078,12,6412,37,5,44998,3228,3269
413540,2078,12,4644,39,4,44998,3228,3269
413539,2078,12,882,6,1,44998,3228,3269
413538,2078,12,673,24,1,44998,3228,3269
413537,2078,12,1717,35,1,44998,3228,3269
413536,2078,12,368,0,0,44998,3228,3269
413535,2078,12,578,0,0,44998,3228,3269
413534,2078,12,311,0,0,44998,3228,3269
412279,2078,12,536,100,0,44995,3230,3262
412278,2078,12,770,100,1,44995,3230,3262
412277,2078,12,4358,75,3,44995,3230,3262
412276,2078,12,5474,45,4,44995,3230,3262
412275,2078,12,9005,60,6,44995,3230,3262
412274,2078,12,3571,55,2,44995,3230,3262
412273,2078,12,6091,61,4,44995,3230,3262
412272,2078,12,9459,73,6,44995,3230,3262
412271,2078,12,9342,67,6,44995,3230,3262
412270,2078,12,10472,34,7,44995,3230,3262
412269,2078,12,13299,32,9,44995,3230,3262
412268,2078,12,6027,63,4,44995,3230,3262
412267,2078,12,8841,57,6,44995,3230,3262
412266,2078,12,10636,45,7,44995,3230,3262
412265,2078,12,7583,32,5,44995,3230,3262
412264,2078,12,4190,60,3,44995,3230,3262
412263,2078,12,4026,38,3,44995,3230,3262
412262,2078,12,5270,43,4,44995,3230,3262
412261,2078,12,2545,47,2,44995,3230,3262
412260,2078,12,2127,70,1,44995,3230,3262
412259,2078,12,2903,64,2,44995,3230,3262
412258,2078,12,2130,44,1,44995,3230,3262
412257,2078,12,2873,30,2,44995,3230,3262
412256,2078,12,594,21,0,44995,3230,3262
412255,2078,12,2166,80,1,44995,3230,3262
412254,2078,12,1616,49,1,44995,3230,3262
412253,2078,12,1367,46,1,44995,3230,3262
412252,2078,12,1890,36,1,44995,3230,3262
412251,2078,12,2556,64,2,44995,3230,3262
412250,2078,12,1386,34,1,44995,3230,3262
412249,2078,12,2282,23,2,44995,3230,3262
412248,2078,12,594,0,0,44995,3230,3262
411104,2078,12,160,100,0,44994,3260,3289
411103,2078,12,389,100,0,44994,3260,3289
411102,2078,12,2225,90,2,44994,3260,3289
411101,2078,12,5703,86,5,44994,3260,3289
411100,2078,12,7382,49,7,44994,3260,3289
411099,2078,12,9224,60,8,44994,3260,3289
411098,2078,12,10833,54,10,44994,3260,3289
411097,2078,12,23431,61,21,44994,3260,3289
411096,2078,12,19288,39,18,44994,3260,3289
411095,2078,12,7560,32,7,44994,3260,3289
411094,2078,12,4100,47,4,44994,3260,3289
411093,2078,12,3640,46,3,44994,3260,3289
411092,2078,12,3380,72,3,44994,3260,3289
411091,2078,12,3909,47,4,44994,3260,3289
411090,2078,12,3201,44,3,44994,3260,3289
411089,2078,12,3095,33,3,44994,3260,3289
411088,2078,12,757,9,1,44994,3260,3289
411087,2078,12,357,50,0,44994,3260,3289
411086,2078,12,282,49,0,44994,3260,3289
411085,2078,12,650,0,1,44994,3260,3289
411084,2078,12,254,0,0,44994,3260,3289
410233,2078,12,305,100,0,44993,3264,3283
410232,2078,12,640,79,1,44993,3264,3283
410231,2078,12,2708,79,3,44993,3264,3283
410230,2078,12,1748,50,2,44993,3264,3283
410229,2078,12,2784,51,3,44993,3264,3283
410228,2078,12,1856,24,2,44993,3264,3283
410227,2078,12,3090,40,3,44993,3264,3283
410226,2078,12,9681,75,9,44993,3264,3283
410225,2078,12,13187,42,13,44993,3264,3283
410224,2078,12,12383,50,12,44993,3264,3283
410223,2078,12,16622,40,16,44993,3264,3283
410222,2078,12,10721,40,10,44993,3264,3283
410221,2078,12,8336,22,8,44993,3264,3283
410220,2078,12,5008,30,5,44993,3264,3283
410219,2078,12,5902,23,6,44993,3264,3283
410218,2078,12,2793,36,3,44993,3264,3283
410217,2078,12,4183,13,4,44993,3264,3283
410216,2078,12,1631,5,2,44993,3264,3283
409122,2078,12,56,100,0,44992,3284,3343
409121,2078,12,2219,100,2,44992,3284,3343
409120,2078,12,7330,69,5,44992,3284,3343
409119,2078,12,6887,78,5,44992,3284,3343
409118,2078,12,13499,42,9,44992,3284,3343
409117,2078,12,12322,51,9,44992,3284,3343
409116,2078,12,7565,34,5,44992,3284,3343
409115,2078,12,5245,47,4,44992,3284,3343
409114,2078,12,6029,52,4,44992,3284,3343
409113,2078,12,6065,53,4,44992,3284,3343
409112,2078,12,7370,38,5,44992,3284,3343
409111,2078,12,3497,49,2,44992,3284,3343
409110,2078,12,3120,18,2,44992,3284,3343
409109,2078,12,1885,44,1,44992,3284,3343
409108,2078,12,700,59,0,44992,3284,3343
409107,2078,12,1273,72,1,44992,3284,3343
409106,2078,12,2545,93,2,44992,3284,3343
409105,2078,13,6272,61,4,44992,3284,3343
409104,2078,13,4374,50,3,44992,3284,3343
409103,2078,13,2818,52,2,44992,3284,3343
409102,2078,13,3580,74,3,44992,3284,3343
409101,2078,13,3317,34,2,44992,3284,3343
409100,2078,13,5999,37,4,44992,3284,3343
409099,2078,13,4453,55,3,44992,3284,3343
409098,2078,13,5884,53,4,44992,3284,3343
409097,2078,13,5199,42,4,44992,3284,3343
409096,2078,13,5025,29,4,44992,3284,3343
409095,2078,13,5497,28,4,44992,3284,3343
409094,2078,13,1898,0,1,44992,3284,3343
409093,2078,13,1109,0,1,44992,3284,3343
407973,2078,12,334,100,0,44991,3309,3333
407972,2078,12,12237,89,8,44991,3309,3333
407971,2078,12,13251,63,9,44991,3309,3333
407970,2078,12,19271,55,13,44991,3309,3333
407969,2078,12,14874,37,10,44991,3309,3333
407968,2078,13,7482,27,5,44991,3309,3333
407967,2078,13,2807,64,2,44991,3309,3333
407966,2078,13,2400,53,2,44991,3309,3333
407965,2078,13,2833,69,2,44991,3309,3333
407964,2078,13,1624,65,1,44991,3309,3333
407963,2078,13,2119,51,1,44991,3309,3333
407962,2078,13,6503,94,4,44991,3309,3333
407961,2078,13,6533,64,4,44991,3309,3333
407960,2078,13,10270,68,7,44991,3309,3333
407959,2078,13,8065,44,5,44991,3309,3333
407958,2078,13,8878,49,6,44991,3309,3333
407957,2078,13,5717,53,4,44991,3309,3333
407956,2078,13,3146,77,2,44991,3309,3333
407955,2078,13,4575,59,3,44991,3309,3333
407954,2078,13,3438,48,2,44991,3309,3333
407953,2078,13,4104,33,3,44991,3309,3333
407952,2078,13,2111,65,1,44991,3309,3333
407951,2078,13,2302,53,2,44991,3309,3333
407950,2078,13,2973,40,2,44991,3309,3333
407949,2078,13,1574,30,1,44991,3309,3333
407948,2078,13,2682,51,2,44991,3309,3333
407947,2078,13,1009,48,1,44991,3309,3333
407946,2078,13,121,0,0,44991,3309,3333
406876,2078,13,467,100,0,44988,3303,3331
406875,2078,13,189,100,0,44988,3303,3331
406874,2078,13,4762,63,3,44988,3303,3331
406873,2078,13,4741,76,3,44988,3303,3331
406872,2078,13,5976,58,3,44988,3303,3331
406871,2078,13,7140,71,4,44988,3303,3331
406870,2078,13,12163,53,7,44988,3303,3331
406869,2078,13,14777,66,9,44988,3303,3331
406868,2078,13,17888,50,10,44988,3303,3331
406867,2078,13,15155,51,9,44988,3303,3331
406866,2078,13,17633,51,10,44988,3303,3331
406865,2078,13,8610,37,5,44988,3303,3331
406864,2078,13,9267,45,5,44988,3303,3331
406863,2078,13,8414,43,5,44988,3303,3331
406862,2078,13,5259,35,3,44988,3303,3331
406861,2078,13,6336,62,4,44988,3303,3331
406860,2078,13,5860,44,3,44988,3303,3331
406859,2078,13,5389,64,3,44988,3303,3331
406858,2078,13,5508,71,3,44988,3303,3331
406857,2078,13,3809,52,2,44988,3303,3331
406856,2078,13,1976,46,1,44988,3303,3331
406855,2078,13,4875,31,3,44988,3303,3331
406854,2078,13,2383,11,1,44988,3303,3331
406853,2078,13,996,38,1,44988,3303,3331
406852,2078,13,1620,16,1,44988,3303,3331
406851,2078,13,112,100,0,44988,3303,3331
406850,2078,13,239,0,0,44988,3303,3331
405884,2078,13,1325,100,1,44987,3306,3321
405883,2078,13,3462,68,2,44987,3306,3321
405882,2078,13,3101,54,2,44987,3306,3321
405881,2078,13,2102,64,1,44987,3306,3321
405880,2078,13,3182,63,2,44987,3306,3321
405879,2078,13,2699,58,2,44987,3306,3321
405878,2078,13,2991,29,2,44987,3306,3321
405877,2078,13,1208,21,1,44987,3306,3321
405876,2078,13,3192,86,2,44987,3306,3321
405875,2078,13,5671,41,4,44987,3306,3321
405874,2078,13,4737,57,3,44987,3306,3321
405873,2078,13,5087,47,3,44987,3306,3321
405872,2078,13,2514,24,2,44987,3306,3321
405871,2078,13,1227,49,1,44987,3306,3321
405870,2078,13,1546,68,1,44987,3306,3321
405869,2078,13,3772,28,2,44987,3306,3321
405868,2078,13,3147,42,2,44987,3306,3321
405867,2078,13,2348,23,2,44987,3306,3321
405866,2078,13,2628,33,2,44987,3306,3321
405865,2078,13,2537,55,2,44987,3306,3321
405864,2078,13,5367,45,3,44987,3306,3321
405863,2078,13,5889,51,4,44987,3306,3321
405862,2078,13,7117,36,5,44987,3306,3321
405861,2078,13,4107,22,3,44987,3306,3321
405860,2078,13,2468,35,2,44987,3306,3321
405859,2078,13,5185,66,3,44987,3306,3321
405858,2078,13,8160,69,5,44987,3306,3321
405857,2078,13,13179,56,9,44987,3306,3321
405856,2078,13,19671,31,13,44987,3306,3321
405855,2078,13,15995,30,10,44987,3306,3321
405854,2078,13,5102,24,3,44987,3306,3321
405853,2078,13,1224,58,1,44987,3306,3321
405852,2078,13,2245,3,1,44987,3306,3321
405851,2078,13,464,0,0,44987,3306,3321
404972,2078,13,794,100,1,44986,3272,3315
404971,2078,13,3038,73,2,44986,3272,3315
404970,2078,13,3658,91,3,44986,3272,3315
404969,2078,13,13476,82,10,44986,3272,3315
404968,2078,13,18677,64,13,44986,3272,3315
404967,2078,13,13442,33,10,44986,3272,3315
404966,2078,13,8876,63,6,44986,3272,3315
404965,2078,13,8732,68,6,44986,3272,3315
404964,2078,13,8484,58,6,44986,3272,3315
404963,2078,13,13626,46,10,44986,3272,3315
404962,2078,13,18684,55,13,44986,3272,3315
404961,2078,13,9185,30,7,44986,3272,3315
404960,2078,13,5256,54,4,44986,3272,3315
404959,2078,13,3854,43,3,44986,3272,3315
404958,2078,13,2184,41,2,44986,3272,3315
404957,2078,13,4282,10,3,44986,3272,3315
404956,2078,13,1381,0,1,44986,3272,3315
404955,2078,13,1110,87,1,44986,3272,3315
404954,2078,13,401,0,0,44986,3272,3315
404953,2078,13,96,0,0,44986,3272,3315
404226,2078,13,635,100,0,44985,3246,3280
404225,2078,13,2573,67,1,44985,3246,3280
404224,2078,13,3504,64,1,44985,3246,3280
404223,2078,13,3112,16,1,44985,3246,3280
404222,2078,13,2432,10,1,44985,3246,3280
404221,2078,13,912,83,0,44985,3246,3280
404220,2078,13,1202,53,0,44985,3246,3280
404219,2078,13,3092,56,1,44985,3246,3280
404218,2078,13,5487,36,2,44985,3246,3280
404217,2078,13,833,16,0,44985,3246,3280
404216,2078,13,879,63,0,44985,3246,3280
404215,2078,13,418,0,0,44985,3246,3280
404214,2078,13,3417,7,1,44985,3246,3280
404213,2078,13,1088,67,0,44985,3246,3280
404212,2078,13,845,29,0,44985,3246,3280
404211,2078,13,4065,51,2,44985,3246,3280
404210,2078,13,3905,47,2,44985,3246,3280
404209,2078,13,4524,41,2,44985,3246,3280
404208,2078,13,5952,53,2,44985,3246,3280
404207,2078,13,9844,61,4,44985,3246,3280
404206,2078,13,11954,47,5,44985,3246,3280
404205,2078,13,19332,84,8,44985,3246,3280
404204,2078,13,38950,38,15,44985,3246,3280
404203,2078,13,18173,48,7,44985,3246,3280
404202,2078,13,19566,48,8,44985,3246,3280
404201,2078,13,18369,68,7,44985,3246,3280
404200,2078,13,17928,59,7,44985,3246,3280
404199,2078,13,14020,48,6,44985,3246,3280
404198,2078,13,10811,37,4,44985,3246,3280
404197,2078,13,2391,37,1,44985,3246,3280
404196,2078,13,1875,68,1,44985,3246,3280
404195,2078,13,2491,9,1,44985,3246,3280
404194,2078,13,2726,55,1,44985,3246,3280
404193,2078,13,1032,100,0,44985,3246,3280
404192,2078,13,15480,0,6,44985,3246,3280
403182,2078,13,1409,100,1,44984,3252,3277
403181,2078,13,1716,63,1,44984,3252,3277
403180,2078,13,2961,74,2,44984,3252,3277
403179,2078,13,4419,56,2,44984,3252,3277
403178,2078,13,4262,77,2,44984,3252,3277
403177,2078,13,4670,71,3,44984,3252,3277
403176,2078,13,3590,50,2,44984,3252,3277
403175,2078,13,8175,72,5,44984,3252,3277
403174,2078,13,14506,63,8,44984,3252,3277
403173,2078,13,19528,70,11,44984,3252,3277
403172,2078,13,16908,51,9,44984,3252,3277
403171,2078,13,14695,47,8,44984,3252,3277
403170,2078,13,16319,34,9,44984,3252,3277
403169,2078,13,12178,64,7,44984,3252,3277
403168,2078,13,9923,34,5,44984,3252,3277
403167,2078,13,9563,57,5,44984,3252,3277
403166,2078,13,11315,42,6,44984,3252,3277
403165,2078,13,4979,29,3,44984,3252,3277
403164,2078,13,4731,35,3,44984,3252,3277
403163,2078,13,1396,32,1,44984,3252,3277
403162,2078,13,5712,29,3,44984,3252,3277
403161,2078,13,2180,31,1,44984,3252,3277
403160,2078,13,1043,16,1,44984,3252,3277
403159,2078,13,1250,66,1,44984,3252,3277
403158,2078,13,2104,85,1,44984,3252,3277
403157,2078,13,160,89,0,44984,3252,3277
403156,2078,13,65,0,0,44984,3252,3277
403155,2078,13,1315,0,1,44984,3252,3277
402246,2078,13,6,100,0,44981,3254,3288
402245,2078,13,5629,93,3,44981,3254,3288
402244,2078,13,8808,49,4,44981,3254,3288
402243,2078,13,6944,56,3,44981,3254,3288
402242,2078,13,9211,65,4,44981,3254,3288
402241,2078,13,16776,64,8,44981,3254,3288
402240,2078,13,10856,33,5,44981,3254,3288
402239,2078,13,8630,61,4,44981,3254,3288
402238,2078,13,6566,42,3,44981,3254,3288
402237,2078,13,11018,44,5,44981,3254,3288
402236,2078,13,7294,39,4,44981,3254,3288
402235,2078,13,5427,43,3,44981,3254,3288
402234,2078,13,5616,72,3,44981,3254,3288
402233,2078,13,7245,60,4,44981,3254,3288
402232,2078,13,10390,57,5,44981,3254,3288
402231,2078,13,11470,24,6,44981,3254,3288
402230,2078,13,4053,17,2,44981,3254,3288
402229,2078,13,1787,32,1,44981,3254,3288
402228,2078,13,1616,61,1,44981,3254,3288
402227,2078,13,2886,64,1,44981,3254,3288
402226,2078,13,1890,65,1,44981,3254,3288
402225,2078,13,3057,37,1,44981,3254,3288
402224,2078,13,5382,34,3,44981,3254,3288
402223,2078,13,3541,69,2,44981,3254,3288
402222,2078,13,6136,41,3,44981,3254,3288
402221,2078,13,6182,46,3,44981,3254,3288
402220,2078,13,9200,45,4,44981,3254,3288
402219,2078,13,14182,41,7,44981,3254,3288
402218,2078,13,6579,10,3,44981,3254,3288
402217,2078,13,3668,35,2,44981,3254,3288
402216,2078,13,11,0,0,44981,3254,3288
402215,2078,13,2933,5,1,44981,3254,3288
402214,2078,13,1989,14,1,44981,3254,3288
402213,2078,13,64,0,0,44981,3254,3288
401344,2078,13,428,100,0,44980,3275,3307
401343,2078,13,1907,13,1,44980,3275,3307
401342,2078,13,1167,58,0,44980,3275,3307
401341,2078,13,355,57,0,44980,3275,3307
401340,2078,13,3755,47,2,44980,3275,3307
401339,2078,13,6189,51,3,44980,3275,3307
401338,2078,13,6587,43,3,44980,3275,3307
401337,2078,13,5893,48,2,44980,3275,3307
401336,2078,13,8037,29,3,44980,3275,3307
401335,2078,13,8701,38,4,44980,3275,3307
401334,2078,13,7700,67,3,44980,3275,3307
401333,2078,13,16805,43,7,44980,3275,3307
401332,2078,13,17262,65,7,44980,3275,3307
401331,2078,13,17133,60,7,44980,3275,3307
401330,2078,13,19508,37,8,44980,3275,3307
401329,2078,13,14684,33,6,44980,3275,3307
401328,2078,13,3630,57,2,44980,3275,3307
401327,2078,13,4316,66,2,44980,3275,3307
401326,2078,13,7712,54,3,44980,3275,3307
401325,2078,13,10995,51,5,44980,3275,3307
401324,2078,13,9166,35,4,44980,3275,3307
401323,2078,13,9507,60,4,44980,3275,3307
401322,2078,13,7358,43,3,44980,3275,3307
401321,2078,13,9286,21,4,44980,3275,3307
401320,2078,13,9397,33,4,44980,3275,3307
401319,2078,13,5441,58,2,44980,3275,3307
401318,2078,13,3137,20,1,44980,3275,3307
401317,2078,13,3061,28,1,44980,3275,3307
401316,2078,13,6974,13,3,44980,3275,3307
401315,2078,13,7865,35,3,44980,3275,3307
401314,2078,13,1680,3,1,44980,3275,3307
401313,2078,13,2223,14,1,44980,3275,3307
400332,2078,12,826,100,0,44979,3287,3307
400331,2078,12,1032,87,0,44979,3287,3307
400330,2078,12,1853,72,1,44979,3287,3307
400329,2078,12,3284,57,1,44979,3287,3307
400328,2078,12,3395,95,1,44979,3287,3307
400327,2078,12,5738,57,2,44979,3287,3307
400326,2078,12,5330,39,2,44979,3287,3307
400325,2078,12,4057,38,2,44979,3287,3307
400324,2078,12,1796,70,1,44979,3287,3307
400323,2078,12,1889,46,1,44979,3287,3307
400322,2078,12,2256,37,1,44979,3287,3307
400321,2078,12,919,40,0,44979,3287,3307
400320,2078,12,972,39,0,44979,3287,3307
400319,2078,12,299,26,0,44979,3287,3307
400318,2078,12,2018,0,1,44979,3287,3307
400317,2078,12,841,0,0,44979,3287,3307
400316,2078,12,655,46,0,44979,3287,3307
400315,2078,12,875,72,0,44979,3287,3307
400314,2078,12,2175,83,1,44979,3287,3307
400313,2078,12,2160,70,1,44979,3287,3307
400312,2078,12,5249,28,2,44979,3287,3307
400311,2078,12,3300,38,1,44979,3287,3307
400310,2078,12,2427,44,1,44979,3287,3307
400309,2078,12,5490,25,2,44979,3287,3307
400308,2078,12,3775,70,2,44979,3287,3307
400307,2078,12,5734,61,2,44979,3287,3307
400306,2078,13,5849,36,2,44979,3287,3307
400305,2078,13,3729,34,2,44979,3287,3307
400304,2078,13,3774,46,2,44979,3287,3307
400303,2078,13,4077,68,2,44979,3287,3307
400302,2078,13,6412,40,3,44979,3287,3307
400301,2078,13,9528,62,4,44979,3287,3307
400300,2078,13,11965,66,5,44979,3287,3307
400299,2078,13,18660,52,8,44979,3287,3307
400298,2078,13,19475,49,8,44979,3287,3307
400297,2078,13,23833,30,10,44979,3287,3307
400296,2078,13,22108,43,9,44979,3287,3307
400295,2078,13,15932,21,7,44979,3287,3307
400294,2078,13,5841,29,2,44979,3287,3307
400293,2078,13,3403,42,1,44979,3287,3307
400292,2078,13,3246,27,1,44979,3287,3307
400291,2078,13,2323,29,1,44979,3287,3307
400290,2078,13,1947,20,1,44979,3287,3307
400289,2078,13,3781,44,2,44979,3287,3307
400288,2078,13,2359,36,1,44979,3287,3307
400287,2078,13,2382,20,1,44979,3287,3307
400286,2078,13,27,0,0,44979,3287,3307
399211,2078,12,709,100,0,44978,3282,3309
399210,2078,12,2344,98,1,44978,3282,3309
399209,2078,12,2230,82,1,44978,3282,3309
399208,2078,12,6469,69,3,44978,3282,3309
399207,2078,12,8671,56,4,44978,3282,3309
399206,2078,12,19216,66,8,44978,3282,3309
399205,2078,12,14284,43,6,44978,3282,3309
399204,2078,12,20127,32,8,44978,3282,3309
399203,2078,12,13067,50,5,44978,3282,3309
399202,2078,12,19583,30,8,44978,3282,3309
399201,2078,12,18379,46,8,44978,3282,3309
399200,2078,12,11423,57,5,44978,3282,3309
399199,2078,12,12381,23,5,44978,3282,3309
399198,2078,12,8837,36,4,44978,3282,3309
399197,2078,12,3245,63,1,44978,3282,3309
399196,2078,13,6026,60,3,44978,3282,3309
399195,2078,13,7697,75,3,44978,3282,3309
399194,2078,13,7752,60,3,44978,3282,3309
399193,2078,13,12535,36,5,44978,3282,3309
399192,2078,13,10200,54,4,44978,3282,3309
399191,2078,13,8896,40,4,44978,3282,3309
399190,2078,13,2892,34,1,44978,3282,3309
399189,2078,13,4479,23,2,44978,3282,3309
399188,2078,13,4881,43,2,44978,3282,3309
399187,2078,13,2580,41,1,44978,3282,3309
399186,2078,13,2577,54,1,44978,3282,3309
399185,2078,13,2382,59,1,44978,3282,3309
399184,2078,13,3329,21,1,44978,3282,3309
399183,2078,13,318,0,0,44978,3282,3309
399182,2078,13,424,100,0,44978,3282,3309
399181,2078,13,301,0,0,44978,3282,3309
397717,2078,12,69,100,0,44977,3226,3291
397716,2078,12,1569,74,0,44977,3226,3291
397715,2078,12,1946,11,1,44977,3226,3291
397714,2078,12,1538,50,0,44977,3226,3291
397713,2078,12,2279,47,1,44977,3226,3291
397712,2078,12,1701,79,0,44977,3226,3291
397711,2078,12,3033,63,1,44977,3226,3291
397710,2078,12,2300,66,1,44977,3226,3291
397709,2078,12,1293,15,0,44977,3226,3291
397708,2078,12,289,15,0,44977,3226,3291
397707,2078,12,572,24,0,44977,3226,3291
397706,2078,12,638,39,0,44977,3226,3291
397705,2078,12,745,58,0,44977,3226,3291
