0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Wenzhou,2024-05-11 00:00:00,Wednesday,34598.18,103,55,55,14,11,39206,12959,1.507738,52165,17566.82,2471.298,0.254545
Wenzhou,2024-05-12 00:00:00,Thursday,39188.1,122,76,62,20,15,84600,27943,2.871867,112543,73354.9,1959.405,0.322581
Wenzhou,2024-05-13 00:00:00,Friday,43278.41,141,84,82,12,9,16665,997,0.408102,17662,-25616.4,3606.534,0.146341
Wenzhou,2024-05-14 00:00:00,Saturday,44945.21,165,98,101,21,15,47117.5,400,1.057232,47517.5,2572.291,2140.248,0.207921
Wenzhou,2024-05-15 00:00:00,Sunday,43413.67,138,93,77,29,24,141334,0,3.255518,141334,97920.33,1497.023,0.376623
Wenzhou,2024-05-16 00:00:00,Monday,37785.7,138,81,69,16,14,39439,26580,1.747195,66019,28233.3,2361.606,0.231884
Wenzhou,2024-05-17 00:00:00,Tuesday,33895.32,137,88,79,6,5,16050,14843,0.911424,30893,-3002.32,5649.221,0.075949
Wenzhou,2024-05-18 00:00:00,Wednesday,37752.73,131,82,77,16,12,29645,1079,0.813822,30724,-7028.73,2359.546,0.207792
Wenzhou,2024-05-19 00:00:00,Thursday,36370.9,125,78,52,10,9,55042,1659,1.558966,56701,20330.1,3637.09,0.192308
Wenzhou,2024-05-20 00:00:00,Friday,18296.9,56,36,22,5,5,14530,6440,1.146096,20970,2673.1,3659.38,0.227273
Wenzhou,2024-05-21 00:00:00,Saturday,4746.029,32,25,7,3,2,6099,0,1.285074,6099,1352.971,1582.01,0.428571
Wenzhou,2024-05-22 00:00:00,Sunday,5815.824,25,19,19,0,0,0,0,0,0,-5815.82,-,0
Wenzhou,2024-05-23 00:00:00,Monday,18741.72,81,59,35,0,0,0,999,0.053304,999,-17742.7,-,0
Wenzhou,2024-05-24 00:00:00,Tuesday,22408.3,103,78,64,3,3,11718,0,0.522931,11718,-10690.3,7469.435,0.046875
Wenzhou,2024-05-25 00:00:00,Wednesday,44019.66,211,153,123,6,5,36105,0,0.820202,36105,-7914.66,7336.609,0.04878
Wenzhou,2024-05-26 00:00:00,Thursday,40635.63,176,139,127,4,4,23619,480,0.593051,24099,-16536.6,10158.91,0.031496
Wenzhou,2024-05-27 00:00:00,Friday,35137.56,156,109,77,17,14,149465,0,4.25371,149465,114327.4,2066.915,0.220779
Wenzhou,2024-05-28 00:00:00,Saturday,38514.93,174,125,89,13,10,43911,500,1.153085,44411,5896.065,2962.687,0.146067
Wenzhou,2024-05-29 00:00:00,Sunday,42863.9,177,130,109,7,6,70561,0,1.646164,70561,27697.1,6123.414,0.06422
Wenzhou,2024-05-30 00:00:00,Monday,60984.08,317,230,179,22,16,52353.7,0,0.858481,52353.7,-8630.38,2772.004,0.122905
Wenzhou,2024-05-31 00:00:00,Tuesday,57556.12,260,187,186,11,10,102570,0,1.782087,102570,45013.88,5232.375,0.05914
Wuhan,2024-05-01 00:00:00,Sunday,18384.61,49,31,28,10,8,20288.9,49139,3.776414,69427.9,51043.29,1838.461,0.357143
Wuhan,2024-05-02 00:00:00,Monday,19549.74,56,39,31,11,8,28195,18800,2.403868,46995,27445.26,1777.249,0.354839
Wuhan,2024-05-03 00:00:00,Tuesday,18226.97,64,52,28,13,8,40742,8900,2.723546,49642,31415.03,1402.075,0.464286
Wuhan,2024-05-04 00:00:00,Wednesday,23063.09,70,44,40,15,6,27837,14600,1.84004,42437,19373.91,1537.539,0.375
Wuhan,2024-05-05 00:00:00,Thursday,22980.55,64,44,31,15,5,11620,6540,0.790234,18160,-4820.55,1532.037,0.483871
Wuhan,2024-05-06 00:00:00,Friday,24702.86,86,63,47,4,2,10300,21319,1.279973,31619,6916.138,6175.716,0.085106
Wuhan,2024-05-07 00:00:00,Saturday,20147.84,63,48,45,20,14,63309,1738,3.228486,65047,44899.16,1007.392,0.444444
Wuhan,2024-05-08 00:00:00,Sunday,18814.78,72,49,30,13,8,22838,74150,5.154884,96988,78173.22,1447.291,0.433333
Wuhan,2024-05-09 00:00:00,Monday,20202.46,81,60,44,10,6,19737.1,34825,2.700765,54562.1,34359.64,2020.246,0.227273
Wuhan,2024-05-10 00:00:00,Tuesday,26083.33,95,57,46,9,6,7637,52940,2.322441,60577,34493.67,2898.148,0.195652
Wuhan,2024-05-11 00:00:00,Wednesday,26117.72,83,44,38,9,6,38669,25998,2.475982,64667,38549.28,2901.968,0.236842
Wuhan,2024-05-12 00:00:00,Thursday,20696.57,63,37,42,4,2,1560,15800,0.838786,17360,-3336.57,5174.143,0.095238
Wuhan,2024-05-13 00:00:00,Friday,20788.89,78,63,43,18,11,141420,16800,7.610795,158220,137431.1,1154.939,0.418605
Wuhan,2024-05-14 00:00:00,Saturday,15491.42,75,56,52,20,13,73193,580,4.762185,73773,58281.58,774.5709,0.384615
Wuhan,2024-05-15 00:00:00,Sunday,17252.09,79,54,48,8,5,18479,3960,1.300654,22439,5186.914,2156.511,0.166667
Wuhan,2024-05-16 00:00:00,Monday,15667.62,63,44,34,6,3,2497,65360,4.331034,67857,52189.38,2611.27,0.176471
Wuhan,2024-05-17 00:00:00,Tuesday,16873.48,40,24,22,8,4,15678,0,0.92915,15678,-1195.48,2109.185,0.363636
Wuhan,2024-05-18 00:00:00,Wednesday,13656.35,43,30,27,7,5,10598,5879,1.206545,16477,2820.65,1950.907,0.259259
Wuhan,2024-05-19 00:00:00,Thursday,10863.71,34,23,16,9,5,154600,55099,19.3027,209699,198835.3,1207.079,0.5625
Wuhan,2024-05-20 00:00:00,Friday,11870.57,53,35,19,7,2,13560,15479,2.446303,29039,17168.43,1695.795,0.368421
Wuhan,2024-05-21 00:00:00,Saturday,8340.942,28,18,24,1,0,0,0,0,0,-8340.94,8340.942,0.041667
Wuhan,2024-05-22 00:00:00,Sunday,9250.644,42,30,22,3,0,0,0,0,0,-9250.64,3083.548,0.136364
Wuhan,2024-05-23 00:00:00,Monday,10718.71,38,31,24,2,0,0,0,0,0,-10718.7,5359.357,0.083333
Wuhan,2024-05-24 00:00:00,Tuesday,11614.67,25,18,17,3,0,0,0,0,0,-11614.7,3871.558,0.176471
Wuhan,2024-05-25 00:00:00,Wednesday,11788.74,41,32,26,4,2,6998,39754,3.965819,46752,34963.26,2947.184,0.153846
Wuhan,2024-05-26 00:00:00,Thursday,12012.67,36,24,19,4,3,19929,13963,2.821354,33892,21879.33,3003.168,0.210526
Wuhan,2024-05-27 00:00:00,Friday,13414.39,41,30,21,5,4,16517,4940,1.599551,21457,8042.614,2682.877,0.238095
Wuhan,2024-05-28 00:00:00,Saturday,18121.64,69,44,29,8,6,15656,12017,1.52707,27673,9551.363,2265.205,0.275862
Wuhan,2024-05-29 00:00:00,Sunday,18041.52,56,36,34,8,5,18089.8,14029,1.780271,32118.8,14077.28,2255.19,0.235294
Wuhan,2024-05-30 00:00:00,Monday,19164.94,96,74,46,15,11,79416,5000,4.40471,84416,65251.06,1277.663,0.326087
Wuhan,2024-05-31 00:00:00,Tuesday,31320.44,100,71,55,10,7,33439,16020,1.579129,49459,18138.56,3132.044,0.181818
Xi'an,2024-05-01 00:00:00,Sunday,22394.72,88,64,37,14,10,124729,51759,7.880785,176488,154093.3,1599.623,0.378378
Xi'an,2024-05-02 00:00:00,Monday,20779.98,75,45,46,15,9,8963,0,0.431329,8963,-11817,1385.332,0.326087
Xi'an,2024-05-03 00:00:00,Tuesday,24037.94,81,59,53,8,5,20332,3000,0.970632,23332,-705.94,3004.742,0.150943
Xi'an,2024-05-04 00:00:00,Wednesday,20715.32,84,57,48,5,3,21241,7651,1.394717,28892,8176.683,4143.063,0.104167
Xi'an,2024-05-05 00:00:00,Thursday,22126,80,62,65,15,13,59207,2789,2.801953,61996,39870,1475.067,0.230769
Xi'an,2024-05-06 00:00:00,Friday,26901.15,101,71,60,9,5,13044,46458,2.211876,59502,32600.85,2989.016,0.15
Xi'an,2024-05-07 00:00:00,Saturday,28870.29,101,67,61,15,12,28478,4500,1.142282,32978,4107.711,1924.686,0.245902
Xi'an,2024-05-08 00:00:00,Sunday,29429.63,125,86,65,15,10,14191,0,0.482201,14191,-15238.6,1961.975,0.230769
Xi'an,2024-05-09 00:00:00,Monday,26482.08,105,73,79,18,14,51258,9500,2.294306,60758,34275.92,1471.227,0.227848
Xi'an,2024-05-10 00:00:00,Tuesday,30247.24,116,92,73,19,14,60048,15263,2.489847,75311,45063.76,1591.96,0.260274
Xi'an,2024-05-11 00:00:00,Wednesday,25590.9,109,81,79,11,6,9205,9197,0.719084,18402,-7188.9,2326.446,0.139241
Xi'an,2024-05-12 00:00:00,Thursday,27181.47,108,81,69,11,8,16570,0,0.609607,16570,-10611.5,2471.043,0.15942
Xi'an,2024-05-13 00:00:00,Friday,23818,83,60,56,9,6,20412,30340,2.130825,50752,26934,2646.445,0.160714
Xi'an,2024-05-14 00:00:00,Saturday,29004.73,102,76,67,14,12,19794,11997,1.096063,31791,2786.269,2071.767,0.208955
Xi'an,2024-05-15 00:00:00,Sunday,25337.69,95,66,66,18,10,23273.9,7343,1.208354,30616.9,5279.209,1407.65,0.272727
Xi'an,2024-05-16 00:00:00,Monday,23246.54,73,52,52,10,5,34536,25489,2.582105,60025,36778.46,2324.654,0.192308
Xi'an,2024-05-17 00:00:00,Tuesday,22167.06,80,61,58,11,8,34518,40752,3.395579,75270,53102.94,2015.187,0.189655
Xi'an,2024-05-18 00:00:00,Wednesday,17471.66,65,43,32,8,7,9497,999,0.600744,10496,-6975.66,2183.958,0.25
Xi'an,2024-05-19 00:00:00,Thursday,13117.91,51,39,35,4,4,5941,21862,2.119468,27803,14685.09,3279.478,0.114286
Xi'an,2024-05-20 00:00:00,Friday,7382.546,28,15,12,2,2,3379.9,0,0.457823,3379.9,-4002.65,3691.273,0.166667
Xi'an,2024-05-21 00:00:00,Saturday,6975.969,24,12,12,2,2,3979,0,0.570387,3979,-2996.97,3487.984,0.166667
Xi'an,2024-05-22 00:00:00,Sunday,5501.182,32,23,14,2,2,14739,0,2.679242,14739,9237.818,2750.591,0.142857
Xi'an,2024-05-23 00:00:00,Monday,6348.993,27,20,21,7,3,1797,0,0.283037,1797,-4551.99,906.999,0.333333
Xi'an,2024-05-24 00:00:00,Tuesday,6439.283,35,22,19,8,8,106965,39799,22.79198,146764,140324.7,804.9104,0.421053
Xi'an,2024-05-25 00:00:00,Wednesday,11441.8,49,38,35,8,7,47107,0,4.117099,47107,35665.2,1430.224,0.228571
Xi'an,2024-05-26 00:00:00,Thursday,14360.83,62,45,30,4,2,17146,0,1.193943,17146,2785.175,3590.206,0.133333
Xi'an,2024-05-27 00:00:00,Friday,15049.75,66,43,53,9,6,31993,21008,3.521719,53001,37951.25,1672.195,0.169811
Xi'an,2024-05-28 00:00:00,Saturday,20744.82,82,63,38,17,14,66551,9000,3.641922,75551,54806.18,1220.283,0.447368
Xi'an,2024-05-29 00:00:00,Sunday,25573.51,91,60,60,6,5,7836,0,0.306411,7836,-17737.5,4262.252,0.1
Xi'an,2024-05-30 00:00:00,Monday,37067.53,146,102,57,9,5,79611,-10461,1.865514,69150,32082.47,4118.614,0.157895
Xi'an,2024-05-31 00:00:00,Tuesday,37289.37,139,88,84,17,12,38315,0,1.027505,38315,1025.626,2193.493,0.202381
Changsha,2024-05-01 00:00:00,Sunday,10185.01,36,26,20,4,3,11974.01,35735,4.684237,47709.01,37524,2546.253,0.2
Changsha,2024-05-02 00:00:00,Monday,12057.04,46,27,39,16,12,81672,8303,7.462447,89975,77917.96,753.5648,0.410256
Changsha,2024-05-03 00:00:00,Tuesday,13641.84,58,40,39,8,6,22716,1000,1.738475,23716,10074.16,1705.23,0.205128
Changsha,2024-05-04 00:00:00,Wednesday,14691.92,61,39,35,7,6,15025.02,42701,3.9291,57726.02,43034.1,2098.845,0.2
Changsha,2024-05-05 00:00:00,Thursday,15245.46,60,30,24,5,5,4051.01,0,0.265719,4051.01,-11194.4,3049.092,0.208333
Changsha,2024-05-06 00:00:00,Friday,14633.78,55,38,31,10,8,61982,14080,5.197698,76062,61428.22,1463.378,0.322581
Changsha,2024-05-07 00:00:00,Saturday,15591.15,75,54,53,17,13,86167,0,5.526659,86167,70575.85,917.1267,0.320755
Changsha,2024-05-08 00:00:00,Sunday,19680.52,80,43,39,21,15,44347,2155,2.362844,46502,26821.48,937.1677,0.538462
Changsha,2024-05-09 00:00:00,Monday,17044.23,92,59,34,5,3,16580,26635,2.535462,43215,26170.77,3408.846,0.147059
Changsha,2024-05-10 00:00:00,Tuesday,19108.37,97,67,59,13,12,97332.01,7260,5.473622,104592,85483.64,1469.875,0.220339
Changsha,2024-05-11 00:00:00,Wednesday,20546.36,96,70,62,11,10,74058.11,16000,4.383167,90058.11,69511.75,1867.851,0.177419
Changsha,2024-05-12 00:00:00,Thursday,24719,101,71,58,15,10,31130,13521,1.806344,44651,19932,1647.933,0.258621
Changsha,2024-05-13 00:00:00,Friday,20743.01,85,53,49,22,14,101574.2,0,4.896793,101574.2,80831.2,942.864,0.44898
Changsha,2024-05-14 00:00:00,Saturday,20918.48,73,50,47,24,22,162256,43577,9.839766,205833,184914.5,871.6035,0.510638
Changsha,2024-05-15 00:00:00,Sunday,17958.96,69,51,42,12,11,45915,8359,3.022113,54274,36315.04,1496.58,0.285714
Changsha,2024-05-16 00:00:00,Monday,18799.57,84,64,65,12,9,37627,401,2.022812,38028,19228.43,1566.631,0.184615
Changsha,2024-05-17 00:00:00,Tuesday,19458.32,87,55,46,9,5,17907,0,0.920275,17907,-1551.32,2162.036,0.195652
Changsha,2024-05-18 00:00:00,Wednesday,17659.32,90,60,51,10,8,31098,10011,2.327893,41109,23449.68,1765.932,0.196078
Changsha,2024-05-19 00:00:00,Thursday,18454.38,72,50,46,8,6,17458,11000,1.542073,28458,10003.62,2306.797,0.173913
Changsha,2024-05-20 00:00:00,Friday,6701.392,47,25,15,4,3,11448,11900,3.484053,23348,16646.61,1675.348,0.266667
Changsha,2024-05-21 00:00:00,Saturday,3763.56,19,9,20,3,3,20400,1204.73,5.740503,21604.73,17841.17,1254.52,0.15
Changsha,2024-05-22 00:00:00,Sunday,4132.232,25,13,11,0,0,0,0,0,0,-4132.23,-,0
Changsha,2024-05-23 00:00:00,Monday,3818.957,19,15,13,2,2,1614,0,0.422628,1614,-2204.96,1909.479,0.153846
Changsha,2024-05-24 00:00:00,Tuesday,2191.065,16,7,3,2,1,9000,0,4.107592,9000,6808.935,1095.532,0.666667
Changsha,2024-05-25 00:00:00,Wednesday,2868.445,20,13,8,8,3,19931,680,7.185427,20611,17742.56,358.5556,1
Changsha,2024-05-26 00:00:00,Thursday,3094.112,36,32,15,3,1,980,7639,2.785614,8619,5524.888,1031.371,0.2
Changsha,2024-05-27 00:00:00,Friday,4956.278,26,18,16,7,4,10973,0,2.21396,10973,6016.722,708.0397,0.4375
Changsha,2024-05-28 00:00:00,Saturday,15380.42,60,33,37,10,9,28254.01,0,1.837011,28254.01,12873.59,1538.042,0.27027
Changsha,2024-05-29 00:00:00,Sunday,17769.28,73,52,40,15,13,57385,10000,3.792218,67385,49615.72,1184.619,0.375
Changsha,2024-05-30 00:00:00,Monday,33403.78,167,123,104,20,17,73334,8791,2.458554,82125,48721.22,1670.189,0.192308
Changsha,2024-05-31 00:00:00,Tuesday,33139.92,166,121,111,43,32,63963.02,999,1.960235,64962.02,31822.1,770.6957,0.387387
Chongqing,2024-05-01 00:00:00,Sunday,5771.651,25,18,9,1,1,499,6980,1.295816,7479,1707.349,5771.651,0.111111
Chongqing,2024-05-02 00:00:00,Monday,8713.194,41,34,17,7,6,18196.01,11000,3.350782,29196.01,20482.82,1244.742,0.411765
Chongqing,2024-05-03 00:00:00,Tuesday,4893.35,25,21,18,5,4,30662,1980,6.670686,32642,27748.65,978.67,0.277778
Chongqing,2024-05-04 00:00:00,Wednesday,8250.708,34,23,21,2,2,1959,500,0.298035,2459,-5791.71,4125.354,0.095238
Chongqing,2024-05-05 00:00:00,Thursday,9680.064,27,21,20,8,6,17461,1890.1,1.999067,19351.1,9671.036,1210.008,0.4
Chongqing,2024-05-06 00:00:00,Friday,10759.27,51,40,21,3,1,199,25000,2.342074,25199,14439.73,3586.423,0.142857
Chongqing,2024-05-07 00:00:00,Saturday,9815.544,40,34,16,5,5,11398,0,1.161219,11398,1582.456,1963.109,0.3125
Chongqing,2024-05-08 00:00:00,Sunday,11352.39,41,35,21,8,6,4530.1,7160,1.029748,11690.1,337.7132,1419.048,0.380952
Chongqing,2024-05-09 00:00:00,Monday,12859.94,49,34,22,3,2,399,55960,4.382525,56359,43499.06,4286.646,0.136364
Chongqing,2024-05-10 00:00:00,Tuesday,10738.4,31,21,15,2,2,9920,521,0.972305,10441,-297.398,5369.199,0.133333
Chongqing,2024-05-11 00:00:00,Wednesday,13824.21,59,47,30,4,2,2080,208.2,0.165521,2288.2,-11536,3456.054,0.133333
Chongqing,2024-05-12 00:00:00,Thursday,10676.57,41,32,25,5,4,16540.01,5959,2.107325,22499.01,11822.44,2135.315,0.2
Chongqing,2024-05-13 00:00:00,Friday,9638.802,40,28,10,6,6,6878.01,9800,1.730299,16678.01,7039.208,1606.467,0.6
Chongqing,2024-05-14 00:00:00,Saturday,9009.36,48,37,24,4,3,1660,18354,2.221468,20014,11004.64,2252.34,0.166667
Chongqing,2024-05-15 00:00:00,Sunday,9477.171,31,20,21,3,3,15540,899,1.734589,16439,6961.829,3159.057,0.142857
Chongqing,2024-05-16 00:00:00,Monday,7828.707,27,22,10,5,4,4819,6000,1.381965,10819,2990.293,1565.741,0.5
Chongqing,2024-05-17 00:00:00,Tuesday,5908.079,17,14,13,0,0,0,22580,3.821885,22580,16671.92,-,0
Chongqing,2024-05-18 00:00:00,Wednesday,8108.611,30,23,14,2,2,8560,199.01,1.080211,8759.01,650.3992,4054.305,0.142857
Chongqing,2024-05-19 00:00:00,Thursday,5242.14,25,22,19,1,1,9800,19879,5.661619,29679,24436.86,5242.14,0.052632
Chongqing,2024-05-20 00:00:00,Friday,4390.627,20,14,13,1,0,0,10780,2.45523,10780,6389.373,4390.627,0.076923
Chongqing,2024-05-21 00:00:00,Saturday,3252.776,18,16,12,1,1,9800,0,3.012811,9800,6547.224,3252.776,0.083333
Chongqing,2024-05-22 00:00:00,Sunday,5399.015,18,13,9,0,0,0,0,0,0,-5399.01,-,0
Chongqing,2024-05-23 00:00:00,Monday,6570.242,26,21,13,0,0,0,0,0,0,-6570.24,-,0
Chongqing,2024-05-24 00:00:00,Tuesday,3817.34,16,13,11,0,0,0,1679,0.439835,1679,-2138.34,-,0
Chongqing,2024-05-25 00:00:00,Wednesday,3970.366,12,8,9,1,1,980,1560,0.63974,2540,-1430.37,3970.366,0.111111
Chongqing,2024-05-26 00:00:00,Thursday,3199.164,29,23,13,2,1,798,0,0.24944,798,-2401.16,1599.582,0.153846
Chongqing,2024-05-27 00:00:00,Friday,3588.906,18,14,8,0,0,0,0,0,0,-3588.91,-,0
Chongqing,2024-05-28 00:00:00,Saturday,3424.319,21,18,22,5,4,46200,4980,14.94604,51180,47755.68,684.8638,0.227273
Chongqing,2024-05-29 00:00:00,Sunday,5546.604,36,23,15,2,2,2960,0,0.53366,2960,-2586.6,2773.302,0.133333
Chongqing,2024-05-30 00:00:00,Monday,6027.44,41,34,16,6,5,12338.1,3560,2.637621,15898.1,9870.66,1004.573,0.375
Chongqing,2024-05-31 00:00:00,Tuesday,10272.4,34,24,33,13,13,6920,5128,1.172852,12048,1775.605,790.1842,0.393939
